period_date,year,quarter,year_quarter,mx_state,mx_municipality,remittances_musd
2014-07-01,2014,3,2014Q3,Guerrero,Cutzamala De Pinzon,3.27819
2014-07-01,2014,3,2014Q3,Guerrero,Eduardo Neri,1.151412
2014-07-01,2014,3,2014Q3,Guerrero,Florencio Villarreal,4.24482
2014-07-01,2014,3,2014Q3,Guerrero,General Canuto A. Neri,0
2014-07-01,2014,3,2014Q3,Guerrero,General Heliodoro Castillo,1.391939
2014-07-01,2014,3,2014Q3,Guerrero,Huamuxtitlan,1.902891
2014-07-01,2014,3,2014Q3,Guerrero,Huitzuco De Los Figueroa,8.556509
2014-07-01,2014,3,2014Q3,Guerrero,Iguala De La Independencia,26.465184
2014-07-01,2014,3,2014Q3,Guerrero,Igualapa,0.274959
2014-07-01,2014,3,2014Q3,Guerrero,Iliatenco,0.003733
2014-07-01,2014,3,2014Q3,Guerrero,Ixcateopan De Cuauhtemoc,0.013528
2014-07-01,2014,3,2014Q3,Guerrero,Jose Joaquin De Herrera,0
2014-07-01,2014,3,2014Q3,Guerrero,Juan R. Escudero,6.135913
2014-07-01,2014,3,2014Q3,Guerrero,Juchitan,0.419456
2014-07-01,2014,3,2014Q3,Guerrero,La Union De Isidoro Montes De Oca,0.984459
2014-07-01,2014,3,2014Q3,Guerrero,Leonardo Bravo,0.666334
2014-07-01,2014,3,2014Q3,Guerrero,Malinaltepec,0
2014-07-01,2014,3,2014Q3,Guerrero,Marquelia,2.080473
2014-07-01,2014,3,2014Q3,Guerrero,Martir De Cuilapan,0
2014-07-01,2014,3,2014Q3,Guerrero,Metlatonoc,0
2014-07-01,2014,3,2014Q3,Guerrero,Mochitlan,0.159221
2014-07-01,2014,3,2014Q3,Guerrero,Olinala,2.809212
2014-07-01,2014,3,2014Q3,Guerrero,Ometepec,13.564421
2014-07-01,2014,3,2014Q3,Guerrero,Pedro Ascencio Alquisiras,0
2014-07-01,2014,3,2014Q3,Guerrero,Petatlan,4.679031
2014-07-01,2014,3,2014Q3,Guerrero,Pilcaya,0
2014-07-01,2014,3,2014Q3,Guerrero,Pungarabato,24.350582
2014-07-01,2014,3,2014Q3,Guerrero,Quechultenango,2.479637
2014-07-01,2014,3,2014Q3,Guerrero,San Luis Acatlan,3.967847
2014-07-01,2014,3,2014Q3,Guerrero,San Marcos,7.155752
2014-07-01,2014,3,2014Q3,Guerrero,San Miguel Totolapan,0.452368
2014-07-01,2014,3,2014Q3,Guerrero,Taxco De Alarcon,8.831838
2014-07-01,2014,3,2014Q3,Guerrero,Tecoanapa,1.762104
2014-07-01,2014,3,2014Q3,Guerrero,Tecpan De Galeana,6.216243
2014-07-01,2014,3,2014Q3,Guerrero,Teloloapan,11.076068
2014-07-01,2014,3,2014Q3,Guerrero,Tepecoacuilco De Trujano,0.493965
2014-07-01,2014,3,2014Q3,Guerrero,Tetipac,0.080033000000000007
2014-07-01,2014,3,2014Q3,Guerrero,Tixtla De Guerrero,2.072606
2014-07-01,2014,3,2014Q3,Guerrero,Tlacoachistlahuaca,0.02535
2014-07-01,2014,3,2014Q3,Guerrero,Tlacoapa,0
2014-07-01,2014,3,2014Q3,Guerrero,Tlalchapa,0.439157
2014-07-01,2014,3,2014Q3,Guerrero,Tlalixtaquilla De Maldonado,1.341953
2014-07-01,2014,3,2014Q3,Guerrero,Tlapa De Comonfort,40.196106
2014-07-01,2014,3,2014Q3,Guerrero,Tlapehuala,1.842209
2014-07-01,2014,3,2014Q3,Guerrero,Xalpatlahuac,0
2014-07-01,2014,3,2014Q3,Guerrero,Xochihuehuetlan,0.736504
2014-07-01,2014,3,2014Q3,Guerrero,Xochistlahuaca,0.064535
2014-07-01,2014,3,2014Q3,Guerrero,Zapotitlan Tablas,0
2014-07-01,2014,3,2014Q3,Guerrero,Zihuatanejo De Azueta,7.824416
2014-07-01,2014,3,2014Q3,Guerrero,Zirandaro,0.680808
2014-07-01,2014,3,2014Q3,Guerrero,Zitlala,2.83e-4
2014-07-01,2014,3,2014Q3,Hidalgo,Acatlan,1.032809
2014-07-01,2014,3,2014Q3,Hidalgo,Acaxochitlan,0.836745
2014-07-01,2014,3,2014Q3,Hidalgo,Actopan,14.745031000000001
2014-07-01,2014,3,2014Q3,Hidalgo,Agua Blanca De Iturbide,1.33e-4
2014-07-01,2014,3,2014Q3,Hidalgo,Ajacuba,0
2014-07-01,2014,3,2014Q3,Hidalgo,Alfajayucan,1.244831
2014-07-01,2014,3,2014Q3,Hidalgo,Almoloya,0
2014-07-01,2014,3,2014Q3,Hidalgo,Apan,5.225903
2014-07-01,2014,3,2014Q3,Hidalgo,Atitalaquia,0.041231
2014-07-01,2014,3,2014Q3,Hidalgo,Atlapexco,0.265666
2014-07-01,2014,3,2014Q3,Hidalgo,Atotonilco De Tula,0.001103
2014-07-01,2014,3,2014Q3,Hidalgo,Atotonilco El Grande,5.850805
2014-07-01,2014,3,2014Q3,Hidalgo,Calnali,0.478082
2014-07-01,2014,3,2014Q3,Hidalgo,Cardonal,0
2014-07-01,2014,3,2014Q3,Hidalgo,Chapantongo,0
2014-07-01,2014,3,2014Q3,Hidalgo,Chapulhuacan,2.863365
2014-07-01,2014,3,2014Q3,Hidalgo,Chilcuautla,0.165727
2014-07-01,2014,3,2014Q3,Hidalgo,Cuautepec De Hinojosa,4.869394
2014-07-01,2014,3,2014Q3,Hidalgo,El Arenal,0.118079
2014-07-01,2014,3,2014Q3,Hidalgo,Eloxochitlan,0
2014-07-01,2014,3,2014Q3,Hidalgo,Emiliano Zapata,3.12e-4
2014-07-01,2014,3,2014Q3,Hidalgo,Epazoyucan,0
2014-07-01,2014,3,2014Q3,Hidalgo,Francisco I. Madero,0.541535
2014-07-01,2014,3,2014Q3,Hidalgo,Huasca De Ocampo,2.962421
2014-07-01,2014,3,2014Q3,Hidalgo,Huautla,1.469065
2014-07-01,2014,3,2014Q3,Hidalgo,Huazalingo,0.070449
2014-07-01,2014,3,2014Q3,Hidalgo,Huehuetla,0.256151
2014-07-01,2014,3,2014Q3,Hidalgo,Huejutla De Reyes,4.813436
2014-07-01,2014,3,2014Q3,Hidalgo,Huichapan,5.335196
2014-07-01,2014,3,2014Q3,Hidalgo,Ixmiquilpan,27.103157
2014-07-01,2014,3,2014Q3,Hidalgo,Jacala De Ledezma,3.597798
2014-07-01,2014,3,2014Q3,Hidalgo,Jaltocan,0
2014-07-01,2014,3,2014Q3,Hidalgo,Juarez Hidalgo,0
2014-07-01,2014,3,2014Q3,Hidalgo,La Mision,0
2014-07-01,2014,3,2014Q3,Hidalgo,Lolotla,0
2014-07-01,2014,3,2014Q3,Hidalgo,Metepec,0
2014-07-01,2014,3,2014Q3,Hidalgo,Metztitlan,2.669534
2014-07-01,2014,3,2014Q3,Hidalgo,Mineral De La Reforma,3.139508
2014-07-01,2014,3,2014Q3,Hidalgo,Mineral Del Chico,0
2014-07-01,2014,3,2014Q3,Hidalgo,Mineral Del Monte,0.113268
2014-07-01,2014,3,2014Q3,Hidalgo,Mixquiahuala De Juarez,2.360547
2014-07-01,2014,3,2014Q3,Hidalgo,Molango De Escamilla,0.613189
2014-07-01,2014,3,2014Q3,Hidalgo,Nicolas Flores,0
2014-07-01,2014,3,2014Q3,Hidalgo,Nopala De Villagran,0
2014-07-01,2014,3,2014Q3,Hidalgo,Omitlan De Juarez,0
2014-07-01,2014,3,2014Q3,Hidalgo,Pachuca De Soto,20.765188
2014-07-01,2014,3,2014Q3,Hidalgo,Pacula,0
2014-07-01,2014,3,2014Q3,Hidalgo,Pisaflores,0.89105
2014-07-01,2014,3,2014Q3,Hidalgo,Progreso De Obregon,3.75988
2014-07-01,2014,3,2014Q3,Hidalgo,San Agustin Metzquititlan,0.250396
2014-07-01,2014,3,2014Q3,Hidalgo,San Agustin Tlaxiaca,0
2014-07-01,2014,3,2014Q3,Hidalgo,San Bartolo Tutotepec,0.454999
2014-07-01,2014,3,2014Q3,Hidalgo,San Felipe Orizatlan,2.448025
2014-07-01,2014,3,2014Q3,Hidalgo,San Salvador,0
2014-07-01,2014,3,2014Q3,Hidalgo,Santiago De Anaya,0
2014-07-01,2014,3,2014Q3,Hidalgo,Santiago Tulantepec De Lugo Guerrero,0
2014-07-01,2014,3,2014Q3,Hidalgo,Singuilucan,0
2014-07-01,2014,3,2014Q3,Hidalgo,Tasquillo,3.513985
2014-07-01,2014,3,2014Q3,Hidalgo,Tecozautla,3.793306
2014-07-01,2014,3,2014Q3,Hidalgo,Tenango De Doria,0.750167
2014-07-01,2014,3,2014Q3,Hidalgo,Tepeapulco,3.501821
2014-07-01,2014,3,2014Q3,Hidalgo,Tepehuacan De Guerrero,1.008964
2014-07-01,2014,3,2014Q3,Hidalgo,Tepeji Del Rio De Ocampo,3.451592
2014-07-01,2014,3,2014Q3,Hidalgo,Tepetitlan,0
2014-07-01,2014,3,2014Q3,Hidalgo,Tetepango,0.200297
2014-07-01,2014,3,2014Q3,Hidalgo,Tezontepec De Aldama,2.316625
2014-07-01,2014,3,2014Q3,Hidalgo,Tianguistengo,0.058618
2014-07-01,2014,3,2014Q3,Hidalgo,Tizayuca,3.570864
2014-07-01,2014,3,2014Q3,Hidalgo,Tlahuelilpan,0.112402
2014-07-01,2014,3,2014Q3,Hidalgo,Tlahuiltepa,0
2014-07-01,2014,3,2014Q3,Hidalgo,Tlanalapa,0
2014-07-01,2014,3,2014Q3,Hidalgo,Tlanchinol,1.506308
2014-07-01,2014,3,2014Q3,Hidalgo,Tlaxcoapan,2.434792
2014-07-01,2014,3,2014Q3,Hidalgo,Tolcayuca,0
2014-07-01,2014,3,2014Q3,Hidalgo,Tula De Allende,4.584187
2014-07-01,2014,3,2014Q3,Hidalgo,Tulancingo De Bravo,25.613143
2014-07-01,2014,3,2014Q3,Hidalgo,Villa De Tezontepec,0.137462
2014-07-01,2014,3,2014Q3,Hidalgo,Xochiatipan,0.023233
2014-07-01,2014,3,2014Q3,Hidalgo,Xochicoatlan,0.074995
2014-07-01,2014,3,2014Q3,Hidalgo,Yahualica,0
2014-07-01,2014,3,2014Q3,Hidalgo,Zacualtipan De Angeles,6.986735
2014-07-01,2014,3,2014Q3,Hidalgo,Zapotlan De Juarez,0.212845
2014-07-01,2014,3,2014Q3,Hidalgo,Zempoala,0.206672
2014-07-01,2014,3,2014Q3,Hidalgo,Zimapan,10.092514
2014-07-01,2014,3,2014Q3,Jalisco,Acatic,2.475182
2014-07-01,2014,3,2014Q3,Jalisco,Acatlan De Juarez,2.089621
2014-07-01,2014,3,2014Q3,Jalisco,Ahualulco De Mercado,3.28394
2014-07-01,2014,3,2014Q3,Jalisco,Amacueca,0.081115
2014-07-01,2014,3,2014Q3,Jalisco,Amatitan,1.192916
2014-07-01,2014,3,2014Q3,Jalisco,Ameca,9.111748
2014-07-01,2014,3,2014Q3,Jalisco,Arandas,9.549253
2014-07-01,2014,3,2014Q3,Jalisco,Atemajac De Brizuela,0.293836
2014-07-01,2014,3,2014Q3,Jalisco,Atengo,0.4716
2014-07-01,2014,3,2014Q3,Jalisco,Atenguillo,1.029363
2014-07-01,2014,3,2014Q3,Jalisco,Atotonilco El Alto,6.956178
2014-07-01,2014,3,2014Q3,Jalisco,Atoyac,1.108951
2014-07-01,2014,3,2014Q3,Jalisco,Autlan De Navarro,5.582224
2014-07-01,2014,3,2014Q3,Jalisco,Ayotlan,2.653921
2014-07-01,2014,3,2014Q3,Jalisco,Ayutla,2.416945
2014-07-01,2014,3,2014Q3,Jalisco,Bolanos,0.238399
2014-07-01,2014,3,2014Q3,Jalisco,Cabo Corrientes,0.379422
2014-07-01,2014,3,2014Q3,Jalisco,Canadas De Obregon,0.953379
2014-07-01,2014,3,2014Q3,Jalisco,Casimiro Castillo,3.862592
2014-07-01,2014,3,2014Q3,Jalisco,Chapala,4.474842
2014-07-01,2014,3,2014Q3,Jalisco,Chimaltitan,0.012059
2014-07-01,2014,3,2014Q3,Jalisco,Chiquilistlan,0.815847
2014-07-01,2014,3,2014Q3,Jalisco,Cihuatlan,2.940809
2014-07-01,2014,3,2014Q3,Jalisco,Cocula,5.385685
2014-07-01,2014,3,2014Q3,Jalisco,Colotlan,5.034413
2014-07-01,2014,3,2014Q3,Jalisco,Concepcion De Buenos Aires,0.620741
2014-07-01,2014,3,2014Q3,Jalisco,Cuautitlan De Garcia Barragan,0.811042
2014-07-01,2014,3,2014Q3,Jalisco,Cuautla,0.928439
2014-07-01,2014,3,2014Q3,Jalisco,Cuquio,3.407225
2014-07-01,2014,3,2014Q3,Jalisco,Degollado,7.875883
2014-07-01,2014,3,2014Q3,Jalisco,Ejutla,0.173215
2014-07-01,2014,3,2014Q3,Jalisco,El Arenal,0.583526
2014-07-01,2014,3,2014Q3,Jalisco,El Grullo,6.796664
2014-07-01,2014,3,2014Q3,Jalisco,El Limon,0.410015
2014-07-01,2014,3,2014Q3,Jalisco,El Salto,3.408555
2014-07-01,2014,3,2014Q3,Jalisco,Encarnacion De Diaz,7.645364
2014-07-01,2014,3,2014Q3,Jalisco,Etzatlan,2.762474
2014-07-01,2014,3,2014Q3,Jalisco,Gomez Farias,0.551347
2014-07-01,2014,3,2014Q3,Jalisco,Guachinango,0.814631
2014-07-01,2014,3,2014Q3,Jalisco,Guadalajara,70.9883
2014-07-01,2014,3,2014Q3,Jalisco,Hostotipaquillo,0.226874
2014-07-01,2014,3,2014Q3,Jalisco,Huejucar,2.580029
2014-07-01,2014,3,2014Q3,Jalisco,Huejuquilla El Alto,3.211898
2014-07-01,2014,3,2014Q3,Jalisco,Ixtlahuacan De Los Membrillos,0.500491
2014-07-01,2014,3,2014Q3,Jalisco,Ixtlahuacan Del Rio,1.833919
2014-07-01,2014,3,2014Q3,Jalisco,Jalostotitlan,3.070028
2014-07-01,2014,3,2014Q3,Jalisco,Jamay,1.222932
2014-07-01,2014,3,2014Q3,Jalisco,Jesus Maria,3.836081
2014-07-01,2014,3,2014Q3,Jalisco,Jilotlan De Los Dolores,0.028957
2014-07-01,2014,3,2014Q3,Jalisco,Jocotepec,3.640335
2014-07-01,2014,3,2014Q3,Jalisco,Juanacatlan,0.410129
2014-07-01,2014,3,2014Q3,Jalisco,Juchitlan,0.993769
2014-07-01,2014,3,2014Q3,Jalisco,La Barca,10.721112
2014-07-01,2014,3,2014Q3,Jalisco,La Huerta,1.854726
2014-07-01,2014,3,2014Q3,Jalisco,La Manzanilla De La Paz,1.135958
2014-07-01,2014,3,2014Q3,Jalisco,Lagos De Moreno,12.586657
2014-07-01,2014,3,2014Q3,Jalisco,Magdalena,2.99917
2014-07-01,2014,3,2014Q3,Jalisco,Mascota,2.335317
2014-07-01,2014,3,2014Q3,Jalisco,Mazamitla,1.98867
2014-07-01,2014,3,2014Q3,Jalisco,Mexticacan,0.672141
2014-07-01,2014,3,2014Q3,Jalisco,Mezquitic,0.919786
2014-07-01,2014,3,2014Q3,Jalisco,Mixtlan,0.463017
2014-07-01,2014,3,2014Q3,Jalisco,Ocotlan,7.254345
2014-07-01,2014,3,2014Q3,Jalisco,Ojuelos De Jalisco,6.344845
2014-07-01,2014,3,2014Q3,Jalisco,Pihuamo,1.545905
2014-07-01,2014,3,2014Q3,Jalisco,Poncitlan,4.429429
2014-07-01,2014,3,2014Q3,Jalisco,Puerto Vallarta,13.547851
2014-07-01,2014,3,2014Q3,Jalisco,Quitupan,1.534803
2014-07-01,2014,3,2014Q3,Jalisco,San Cristobal De La Barranca,0
2014-07-01,2014,3,2014Q3,Jalisco,San Diego De Alejandria,0.613762
2014-07-01,2014,3,2014Q3,Jalisco,San Gabriel,1.668201
2014-07-01,2014,3,2014Q3,Jalisco,San Ignacio Cerro Gordo,0.776202
2014-07-01,2014,3,2014Q3,Jalisco,San Juan De Los Lagos,4.74423
2014-07-01,2014,3,2014Q3,Jalisco,San Juanito De Escobedo,0.674692
2014-07-01,2014,3,2014Q3,Jalisco,San Julian,3.621352
2014-07-01,2014,3,2014Q3,Jalisco,San Marcos,0.179522
2014-07-01,2014,3,2014Q3,Jalisco,San Martin De Bolanos,0.412479
2014-07-01,2014,3,2014Q3,Jalisco,San Martin Hidalgo,2.547665
2014-07-01,2014,3,2014Q3,Jalisco,San Miguel El Alto,4.956186
2014-07-01,2014,3,2014Q3,Jalisco,San Pedro Tlaquepaque,14.64576
2014-07-01,2014,3,2014Q3,Jalisco,San Sebastian Del Oeste,0.613001
2014-07-01,2014,3,2014Q3,Jalisco,Santa Maria De Los Angeles,0
2014-07-01,2014,3,2014Q3,Jalisco,Santa Maria Del Oro,8.4e-5
2014-07-01,2014,3,2014Q3,Jalisco,Sayula,2.811118
2014-07-01,2014,3,2014Q3,Jalisco,Tala,4.905634
2014-07-01,2014,3,2014Q3,Jalisco,Talpa De Allende,1.14766
2014-07-01,2014,3,2014Q3,Jalisco,Tamazula De Gordiano,7.27963
2014-07-01,2014,3,2014Q3,Jalisco,Tapalpa,1.153457
2014-07-01,2014,3,2014Q3,Jalisco,Tecalitlan,1.175406
2014-07-01,2014,3,2014Q3,Jalisco,Techaluta De Montenegro,0.005452
2014-07-01,2014,3,2014Q3,Jalisco,Tecolotlan,3.236602
2014-07-01,2014,3,2014Q3,Jalisco,Tenamaxtlan,1.795231
2014-07-01,2014,3,2014Q3,Jalisco,Teocaltiche,7.865805
2014-07-01,2014,3,2014Q3,Jalisco,Teocuitatlan De Corona,1.711778
2014-07-01,2014,3,2014Q3,Jalisco,Tepatitlan De Morelos,12.841545
2014-07-01,2014,3,2014Q3,Jalisco,Tequila,3.151191
2014-07-01,2014,3,2014Q3,Jalisco,Teuchitlan,1.189695
2014-07-01,2014,3,2014Q3,Jalisco,Tizapan El Alto,7.000857
2014-07-01,2014,3,2014Q3,Jalisco,Tlajomulco De Zuniga,8.194175
2014-07-01,2014,3,2014Q3,Jalisco,Toliman,0.582895
2014-07-01,2014,3,2014Q3,Jalisco,Tomatlan,2.687959
2014-07-01,2014,3,2014Q3,Jalisco,Tonala,13.617853
2014-07-01,2014,3,2014Q3,Jalisco,Tonaya,1.118952
2014-07-01,2014,3,2014Q3,Jalisco,Tonila,0.18479
2014-07-01,2014,3,2014Q3,Jalisco,Totatiche,0.56479
2014-07-01,2014,3,2014Q3,Jalisco,Tototlan,2.654289
2014-07-01,2014,3,2014Q3,Jalisco,Tuxcacuesco,0.333157
2014-07-01,2014,3,2014Q3,Jalisco,Tuxcueca,2.3e-5
2014-07-01,2014,3,2014Q3,Jalisco,Tuxpan,1.764178
2014-07-01,2014,3,2014Q3,Jalisco,Union De San Antonio,1.668712
2014-07-01,2014,3,2014Q3,Jalisco,Union De Tula,4.68623
2014-07-01,2014,3,2014Q3,Jalisco,Valle De Guadalupe,0.738278
2014-07-01,2014,3,2014Q3,Jalisco,Valle De Juarez,0.002385
2014-07-01,2014,3,2014Q3,Jalisco,Villa Corona,0.275761
2014-07-01,2014,3,2014Q3,Jalisco,Villa Guerrero,0.147251
2014-07-01,2014,3,2014Q3,Jalisco,Villa Hidalgo,6.979947
2014-07-01,2014,3,2014Q3,Jalisco,Villa Purificacion,1.830854
2014-07-01,2014,3,2014Q3,Jalisco,Yahualica De Gonzalez Gallo,3.205902
2014-07-01,2014,3,2014Q3,Jalisco,Zacoalco De Torres,4.02379
2014-07-01,2014,3,2014Q3,Jalisco,Zapopan,36.355922
2014-07-01,2014,3,2014Q3,Jalisco,Zapotiltic,2.288583
2014-07-01,2014,3,2014Q3,Jalisco,Zapotitlan De Vadillo,0.78433
2014-07-01,2014,3,2014Q3,Jalisco,Zapotlan Del Rey,0.838819
2014-07-01,2014,3,2014Q3,Jalisco,Zapotlan El Grande,6.744112
2014-07-01,2014,3,2014Q3,Jalisco,Zapotlanejo,9.306491
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Acuitzio,1.238646
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Aguililla,1.871526
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Alvaro Obregon,4.07604
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Angamacutiro,3.334489
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Angangueo,0.303745
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Apatzingan,29.682236
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Aporo,0
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Aquila,8.45e-4
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Ario,3.578249
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Arteaga,1.915237
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Brisenas,0
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Buenavista,5.142056
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Caracuaro,1.127859
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Charapan,0.104641
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Charo,0.042999
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Chavinda,4.068932
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Cheran,3.378908
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Chilchota,2.253162
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Chinicuila,0.125977
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Chucandiro,0.389734
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Churintzio,1.82908
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Churumuco,0.187955
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Coahuayana,0.670424
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Coalcoman De Vazquez Pallares,3.619891
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Coeneo,6.91785
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Cojumatlan De Regules,1.300459
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Contepec,1.186378
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Copandaro,0.680388
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Cotija,8.733169
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Cuitzeo,1.800442
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Ecuandureo,0.713433
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Epitacio Huerta,1.901166
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Erongaricuaro,2.311639
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Gabriel Zamora,1.967583
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Hidalgo,17.626109
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Huandacareo,5.376049
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Huaniqueo,0.066146
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Huetamo,14.744231
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Huiramba,0.559196
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Indaparapeo,1.121163
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Irimbo,0
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Ixtlan,0.526525
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Jacona,4.617039
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Jimenez,0.997086
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Jiquilpan,8.142785
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Jose Sixto Verduzco,1.909119
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Juarez,2.297098
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Jungapeo,1.449181
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,La Huacana,3.150834
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,La Piedad,32.381683
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Lagunillas,1.445309
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Lazaro Cardenas,12.37524
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Los Reyes,8.924289
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Madero,0.009667
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Maravatio,19.166044
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Marcos Castellanos,1.068213
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Morelia,68.089029
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Morelos,1.933886
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Mugica,9.728675
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Nahuatzen,0.079515
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Nocupetaro,0.128997
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Nuevo Parangaricutiro,0.624317
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Nuevo Urecho,0.022737
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Numaran,0.215388
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Ocampo,0.977968
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Pajacuaran,1.558508
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Panindicuaro,4.766587
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Paracho,6.845091
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Paracuaro,1.971582
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Patzcuaro,17.443005
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Penjamillo,4.367288
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Periban,1.413381
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Purepero,6.647394
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Puruandiro,21.279456
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Querendaro,1.027263
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Quiroga,6.099096
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Sahuayo,16.627541
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Salvador Escalante,3.412088
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,San Lucas,0.069712
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Santa Ana Maya,4.504615
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Senguio,0.517706
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Susupuato,0
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Tacambaro,11.88128
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Tancitaro,1.316365
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Tangamandapio,1.510411
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Tangancicuaro,6.362542
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Tanhuato,3.08804
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Taretan,0.673417
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Tarimbaro,3.328576
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Tepalcatepec,5.443788
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Tingambato,0.384291
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Tinguindin,1.82508
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Tiquicheo De Nicolas Romero,0.397353
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Tlalpujahua,1.999557
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Tlazazalca,0.508623
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Tocumbo,0.22459
2014-07-01,2014,3,2014Q3,Michoacan De Ocampo,Tumbiscatio,0
