period_date,year,quarter,year_quarter,mx_state,mx_municipality,remittances_musd
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Las Vigas De Ramirez,0.160993
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Lerdo De Tejada,1.198103
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Los Reyes,2.85e-4
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Magdalena,2.6e-5
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Maltrata,1.542458
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Manlio Fabio Altamirano,0.017605
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Mariano Escobedo,0.002892
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Martinez De La Torre,11.95982
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Mecatlan,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Mecayapan,0.045322
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Medellin De Bravo,0.84574800000000006
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Miahuatlan,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Minatitlan,7.568234
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Misantla,6.692655
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Mixtla De Altamirano,0.022951
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Moloacan,0.576484
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Nanchital De Lazaro Cardenas Del Rio,0.374792
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Naolinco,2.400704
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Naranjal,0.001587
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Naranjos Amatlan,0.709432
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Nautla,0.002184
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Nogales,3.480369
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Oluta,0.035443
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Omealca,1.013337
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Orizaba,17.743259
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Otatitlan,0.085234
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Oteapan,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Ozuluama De Mascarenas,0.094519
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Pajapan,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Panuco,2.880783
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Papantla,4.337907
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Paso De Ovejas,0.800368
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Paso Del Macho,2.350698
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Perote,2.59696
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Platon Sanchez,0.04712
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Playa Vicente,9.666032
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Poza Rica De Hidalgo,8.36616
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Pueblo Viejo,0.056435
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Puente Nacional,1.53e-4
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Rafael Delgado,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Rafael Lucio,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Rio Blanco,0.637221
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Saltabarranca,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,San Andres Tenejapan,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,San Andres Tuxtla,11.814258
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,San Juan Evangelista,0.284439
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,San Rafael,1.673109
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Santiago Sochiapan,0.033366
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Santiago Tuxtla,0.787957
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Sayula De Aleman,0.099431
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Sochiapa,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Soconusco,0.001043
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Soledad Atzompa,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Soledad De Doblado,1.691215
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Soteapan,0.350088
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tamalin,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tamiahua,0.232076
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tampico Alto,0.001234
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tancoco,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tantima,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tantoyuca,1.046187
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tatahuicapan De Juarez,5.84e-4
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tatatila,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tecolutla,0.011037
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tehuipango,1.5e-4
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tempoal,1.005676
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tenampa,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tenochtitlan,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Teocelo,0.285105
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tepatlaxco,2.05e-4
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tepetlan,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tepetzintla,0.024263
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tequila,4.2e-5
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Texcatepec,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Texhuacan,0.027129
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Texistepec,0.356543
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tezonapa,2.584489
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tierra Blanca,6.582
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tihuatlan,0.674778
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tlachichilco,0.017292
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tlacojalpan,5.07e-4
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tlacolulan,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tlacotalpan,0.173018
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tlacotepec De Mejia,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tlalixcoyan,1.896961
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tlalnelhuayocan,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tlaltetela,0.358162
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tlapacoyan,5.796144
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tlaquilpa,0.001532
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tlilapan,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tomatlan,7.52e-4
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tonayan,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Totutla,0.213505
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tres Valles,1.683299
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tuxpan,3.516147
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Tuxtilla,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Ursulo Galvan,0.107152
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Uxpanapa,1.011497
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Vega De Alatorre,2.389432
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Veracruz,19.692929
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Villa Aldama,0.007234
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Xalapa,21.408816
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Xico,0.112735
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Xoxocotla,0.05813
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Yanga,2.395637
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Yecuatla,0.087478
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Zacualpan,7.3e-5
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Zaragoza,0
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Zentla,0.013737
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Zongolica,4.49285
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Zontecomatlan De Lopez Y Fuentes,0.169997
2018-01-01,2018,1,2018Q1,Veracruz De Ignacio De La Llave,Zozocolco De Hidalgo,0.098106
2018-01-01,2018,1,2018Q1,Yucatan,Abala,0
2018-01-01,2018,1,2018Q1,Yucatan,Acanceh,0.203453
2018-01-01,2018,1,2018Q1,Yucatan,Akil,0.536624
2018-01-01,2018,1,2018Q1,Yucatan,Baca,9.23e-4
2018-01-01,2018,1,2018Q1,Yucatan,Bokoba,0
2018-01-01,2018,1,2018Q1,Yucatan,Buctzotz,0.665461
2018-01-01,2018,1,2018Q1,Yucatan,Cacalchen,2.31e-4
2018-01-01,2018,1,2018Q1,Yucatan,Calotmul,0
2018-01-01,2018,1,2018Q1,Yucatan,Cansahcab,0.05245
2018-01-01,2018,1,2018Q1,Yucatan,Cantamayec,0
2018-01-01,2018,1,2018Q1,Yucatan,Celestun,0.014833
2018-01-01,2018,1,2018Q1,Yucatan,Cenotillo,0.990472
2018-01-01,2018,1,2018Q1,Yucatan,Chacsinkin,0
2018-01-01,2018,1,2018Q1,Yucatan,Chankom,0
2018-01-01,2018,1,2018Q1,Yucatan,Chapab,0
2018-01-01,2018,1,2018Q1,Yucatan,Chemax,0.042729
2018-01-01,2018,1,2018Q1,Yucatan,Chichimila,0
2018-01-01,2018,1,2018Q1,Yucatan,Chicxulub Pueblo,0
2018-01-01,2018,1,2018Q1,Yucatan,Chikindzonot,0
2018-01-01,2018,1,2018Q1,Yucatan,Chochola,0
2018-01-01,2018,1,2018Q1,Yucatan,Chumayel,0.002883
2018-01-01,2018,1,2018Q1,Yucatan,Conkal,0.052159
2018-01-01,2018,1,2018Q1,Yucatan,Cuncunul,0
2018-01-01,2018,1,2018Q1,Yucatan,Cuzama,0
2018-01-01,2018,1,2018Q1,Yucatan,Dzan,0.033726
2018-01-01,2018,1,2018Q1,Yucatan,Dzemul,0
2018-01-01,2018,1,2018Q1,Yucatan,Dzidzantun,0.115909
2018-01-01,2018,1,2018Q1,Yucatan,Dzilam De Bravo,0.003412
2018-01-01,2018,1,2018Q1,Yucatan,Dzilam Gonzalez,0.008846
2018-01-01,2018,1,2018Q1,Yucatan,Dzitas,0
2018-01-01,2018,1,2018Q1,Yucatan,Dzoncauich,0
2018-01-01,2018,1,2018Q1,Yucatan,Espita,0.011582
2018-01-01,2018,1,2018Q1,Yucatan,Halacho,0.018313
2018-01-01,2018,1,2018Q1,Yucatan,Hocaba,0
2018-01-01,2018,1,2018Q1,Yucatan,Hoctun,0.211155
2018-01-01,2018,1,2018Q1,Yucatan,Homun,0
2018-01-01,2018,1,2018Q1,Yucatan,Huhi,0
2018-01-01,2018,1,2018Q1,Yucatan,Hunucma,1.090553
2018-01-01,2018,1,2018Q1,Yucatan,Ixil,0
2018-01-01,2018,1,2018Q1,Yucatan,Izamal,0.605136
2018-01-01,2018,1,2018Q1,Yucatan,Kanasin,0.205193
2018-01-01,2018,1,2018Q1,Yucatan,Kantunil,0.001338
2018-01-01,2018,1,2018Q1,Yucatan,Kaua,0
2018-01-01,2018,1,2018Q1,Yucatan,Kinchil,0.004633
2018-01-01,2018,1,2018Q1,Yucatan,Kopoma,0
2018-01-01,2018,1,2018Q1,Yucatan,Mama,0
2018-01-01,2018,1,2018Q1,Yucatan,Mani,0
2018-01-01,2018,1,2018Q1,Yucatan,Maxcanu,0.062598
2018-01-01,2018,1,2018Q1,Yucatan,Mayapan,0
2018-01-01,2018,1,2018Q1,Yucatan,Merida,14.915572
2018-01-01,2018,1,2018Q1,Yucatan,Mococha,0
2018-01-01,2018,1,2018Q1,Yucatan,Motul,1.064455
2018-01-01,2018,1,2018Q1,Yucatan,Muna,0.871301
2018-01-01,2018,1,2018Q1,Yucatan,Muxupip,0
2018-01-01,2018,1,2018Q1,Yucatan,Opichen,0
2018-01-01,2018,1,2018Q1,Yucatan,Oxkutzcab,10.428763
2018-01-01,2018,1,2018Q1,Yucatan,Panaba,7.7e-4
2018-01-01,2018,1,2018Q1,Yucatan,Peto,2.669743
2018-01-01,2018,1,2018Q1,Yucatan,Progreso,0.731523
2018-01-01,2018,1,2018Q1,Yucatan,Quintana Roo,0
2018-01-01,2018,1,2018Q1,Yucatan,Rio Lagartos,0
2018-01-01,2018,1,2018Q1,Yucatan,Sacalum,0
2018-01-01,2018,1,2018Q1,Yucatan,Samahil,0
2018-01-01,2018,1,2018Q1,Yucatan,San Felipe,0.004336
2018-01-01,2018,1,2018Q1,Yucatan,Sanahcat,0
2018-01-01,2018,1,2018Q1,Yucatan,Santa Elena,0
2018-01-01,2018,1,2018Q1,Yucatan,Seye,0
2018-01-01,2018,1,2018Q1,Yucatan,Sinanche,0
2018-01-01,2018,1,2018Q1,Yucatan,Sotuta,0.016081
2018-01-01,2018,1,2018Q1,Yucatan,Sucila,0
2018-01-01,2018,1,2018Q1,Yucatan,Sudzal,0
2018-01-01,2018,1,2018Q1,Yucatan,Suma,0
2018-01-01,2018,1,2018Q1,Yucatan,Tahdziu,0.010357
2018-01-01,2018,1,2018Q1,Yucatan,Tahmek,0
2018-01-01,2018,1,2018Q1,Yucatan,Teabo,0.515871
2018-01-01,2018,1,2018Q1,Yucatan,Tecoh,0.003322
2018-01-01,2018,1,2018Q1,Yucatan,Tekal De Venegas,0
2018-01-01,2018,1,2018Q1,Yucatan,Tekanto,0
2018-01-01,2018,1,2018Q1,Yucatan,Tekax,3.796632
2018-01-01,2018,1,2018Q1,Yucatan,Tekit,0
2018-01-01,2018,1,2018Q1,Yucatan,Tekom,0
2018-01-01,2018,1,2018Q1,Yucatan,Telchac Pueblo,0.056537
2018-01-01,2018,1,2018Q1,Yucatan,Telchac Puerto,0
2018-01-01,2018,1,2018Q1,Yucatan,Temax,0.020044
2018-01-01,2018,1,2018Q1,Yucatan,Temozon,0
2018-01-01,2018,1,2018Q1,Yucatan,Tepakan,0
2018-01-01,2018,1,2018Q1,Yucatan,Tetiz,0
2018-01-01,2018,1,2018Q1,Yucatan,Teya,0
2018-01-01,2018,1,2018Q1,Yucatan,Ticul,3.25953
2018-01-01,2018,1,2018Q1,Yucatan,Timucuy,0.004823
2018-01-01,2018,1,2018Q1,Yucatan,Tinum,0.062551
2018-01-01,2018,1,2018Q1,Yucatan,Tixcacalcupul,0
2018-01-01,2018,1,2018Q1,Yucatan,Tixkokob,0.096994
2018-01-01,2018,1,2018Q1,Yucatan,Tixmehuac,0
2018-01-01,2018,1,2018Q1,Yucatan,Tixpehual,0
2018-01-01,2018,1,2018Q1,Yucatan,Tizimin,0.566986
2018-01-01,2018,1,2018Q1,Yucatan,Tunkas,0.052293
2018-01-01,2018,1,2018Q1,Yucatan,Tzucacab,0.290523
2018-01-01,2018,1,2018Q1,Yucatan,Uayma,0
2018-01-01,2018,1,2018Q1,Yucatan,Ucu,0
2018-01-01,2018,1,2018Q1,Yucatan,Uman,0.198193
2018-01-01,2018,1,2018Q1,Yucatan,Valladolid,0.564842
2018-01-01,2018,1,2018Q1,Yucatan,Xocchel,0
2018-01-01,2018,1,2018Q1,Yucatan,Yaxcaba,0
2018-01-01,2018,1,2018Q1,Yucatan,Yaxkukul,0
2018-01-01,2018,1,2018Q1,Yucatan,Yobain,0
2018-01-01,2018,1,2018Q1,Zacatecas,Apozol,0
2018-01-01,2018,1,2018Q1,Zacatecas,Apulco,0.07377
2018-01-01,2018,1,2018Q1,Zacatecas,Atolinga,0.069832
2018-01-01,2018,1,2018Q1,Zacatecas,Benito Juarez,0.203021
2018-01-01,2018,1,2018Q1,Zacatecas,Calera,3.9878
2018-01-01,2018,1,2018Q1,Zacatecas,Canitas De Felipe Pescador,0.416978
2018-01-01,2018,1,2018Q1,Zacatecas,Chalchihuites,2.341227
2018-01-01,2018,1,2018Q1,Zacatecas,Concepcion Del Oro,0.301966
2018-01-01,2018,1,2018Q1,Zacatecas,Cuauhtemoc,0.083956
2018-01-01,2018,1,2018Q1,Zacatecas,El Plateado De Joaquin Amaro,0.234497
2018-01-01,2018,1,2018Q1,Zacatecas,El Salvador,0
2018-01-01,2018,1,2018Q1,Zacatecas,Fresnillo,23.862249
2018-01-01,2018,1,2018Q1,Zacatecas,Genaro Codina,0.002717
2018-01-01,2018,1,2018Q1,Zacatecas,General Enrique Estrada,0.001631
2018-01-01,2018,1,2018Q1,Zacatecas,General Francisco R. Murguia,2.321269
2018-01-01,2018,1,2018Q1,Zacatecas,General Panfilo Natera,2.649559
2018-01-01,2018,1,2018Q1,Zacatecas,Guadalupe,10.584223
2018-01-01,2018,1,2018Q1,Zacatecas,Huanusco,0
2018-01-01,2018,1,2018Q1,Zacatecas,Jalpa,6.819255
2018-01-01,2018,1,2018Q1,Zacatecas,Jerez,22.681119
2018-01-01,2018,1,2018Q1,Zacatecas,Jimenez Del Teul,1.24e-4
2018-01-01,2018,1,2018Q1,Zacatecas,Juan Aldama,11.456575
2018-01-01,2018,1,2018Q1,Zacatecas,Juchipila,9.844795
2018-01-01,2018,1,2018Q1,Zacatecas,Loreto,12.935452
2018-01-01,2018,1,2018Q1,Zacatecas,Luis Moya,1.718693
2018-01-01,2018,1,2018Q1,Zacatecas,Mazapil,0
2018-01-01,2018,1,2018Q1,Zacatecas,Melchor Ocampo,8.17e-4
2018-01-01,2018,1,2018Q1,Zacatecas,Mezquital Del Oro,0
2018-01-01,2018,1,2018Q1,Zacatecas,Miguel Auza,0.669368
2018-01-01,2018,1,2018Q1,Zacatecas,Momax,0.001881
2018-01-01,2018,1,2018Q1,Zacatecas,Monte Escobedo,2.773399
2018-01-01,2018,1,2018Q1,Zacatecas,Morelos,0.003717
2018-01-01,2018,1,2018Q1,Zacatecas,Moyahua De Estrada,0
2018-01-01,2018,1,2018Q1,Zacatecas,Nochistlan De Mejia,10.066236
2018-01-01,2018,1,2018Q1,Zacatecas,Noria De Angeles,0.005511
2018-01-01,2018,1,2018Q1,Zacatecas,Ojocaliente,9.353318
2018-01-01,2018,1,2018Q1,Zacatecas,Panuco,2.01e-4
2018-01-01,2018,1,2018Q1,Zacatecas,Pinos,5.029686
2018-01-01,2018,1,2018Q1,Zacatecas,Rio Grande,17.402811
2018-01-01,2018,1,2018Q1,Zacatecas,Sain Alto,2.728728
2018-01-01,2018,1,2018Q1,Zacatecas,Santa Maria De La Paz,0
2018-01-01,2018,1,2018Q1,Zacatecas,Sombrerete,7.574162
2018-01-01,2018,1,2018Q1,Zacatecas,Susticacan,0.001274
2018-01-01,2018,1,2018Q1,Zacatecas,Tabasco,5.245674
2018-01-01,2018,1,2018Q1,Zacatecas,Tepechitlan,2.802533
2018-01-01,2018,1,2018Q1,Zacatecas,Tepetongo,0.469392
2018-01-01,2018,1,2018Q1,Zacatecas,Teul De Gonzalez Ortega,2.24763
2018-01-01,2018,1,2018Q1,Zacatecas,Tlaltenango De Sanchez Roman,12.387961
2018-01-01,2018,1,2018Q1,Zacatecas,Trancoso,0.056109
2018-01-01,2018,1,2018Q1,Zacatecas,Trinidad Garcia De La Cadena,0
2018-01-01,2018,1,2018Q1,Zacatecas,Valparaiso,9.545501
2018-01-01,2018,1,2018Q1,Zacatecas,Vetagrande,0.002033
2018-01-01,2018,1,2018Q1,Zacatecas,Villa De Cos,3.483696
2018-01-01,2018,1,2018Q1,Zacatecas,Villa Garcia,1.194874
2018-01-01,2018,1,2018Q1,Zacatecas,Villa Gonzalez Ortega,1.7057
2018-01-01,2018,1,2018Q1,Zacatecas,Villa Hidalgo,0.805939
2018-01-01,2018,1,2018Q1,Zacatecas,Villanueva,9.040545
2018-01-01,2018,1,2018Q1,Zacatecas,Zacatecas,17.458506
2018-04-01,2018,2,2018Q2,Aguascalientes,Aguascalientes,73.280705
2018-04-01,2018,2,2018Q2,Aguascalientes,Asientos,1.877705
2018-04-01,2018,2,2018Q2,Aguascalientes,Calvillo,24.435202
2018-04-01,2018,2,2018Q2,Aguascalientes,Cosio,0.55868
2018-04-01,2018,2,2018Q2,Aguascalientes,El Llano,0.420205
2018-04-01,2018,2,2018Q2,Aguascalientes,Jesus Maria,3.359961
2018-04-01,2018,2,2018Q2,Aguascalientes,Pabellon De Arteaga,8.126958
2018-04-01,2018,2,2018Q2,Aguascalientes,Rincon De Romos,13.181301
2018-04-01,2018,2,2018Q2,Aguascalientes,San Francisco De Los Romo,4.325554
2018-04-01,2018,2,2018Q2,Aguascalientes,San Jose De Gracia,0.491617
2018-04-01,2018,2,2018Q2,Aguascalientes,Tepezala,0.072739
2018-04-01,2018,2,2018Q2,Baja California,Ensenada,47.754375
2018-04-01,2018,2,2018Q2,Baja California,Mexicali,44.347418
2018-04-01,2018,2,2018Q2,Baja California,Playas De Rosarito,11.19569
2018-04-01,2018,2,2018Q2,Baja California,Tecate,8.600663
2018-04-01,2018,2,2018Q2,Baja California,Tijuana,119.336933
2018-04-01,2018,2,2018Q2,Baja California Sur,Comondu,1.394714
2018-04-01,2018,2,2018Q2,Baja California Sur,La Paz,7.108566
2018-04-01,2018,2,2018Q2,Baja California Sur,Loreto,0.684338
2018-04-01,2018,2,2018Q2,Baja California Sur,Los Cabos,10.416192
2018-04-01,2018,2,2018Q2,Baja California Sur,Mulege,1.02428
2018-04-01,2018,2,2018Q2,Campeche,Calakmul,1.337989
2018-04-01,2018,2,2018Q2,Campeche,Calkini,0.50754
2018-04-01,2018,2,2018Q2,Campeche,Campeche,5.309929
2018-04-01,2018,2,2018Q2,Campeche,Candelaria,1.32625
2018-04-01,2018,2,2018Q2,Campeche,Carmen,4.505125
2018-04-01,2018,2,2018Q2,Campeche,Champoton,2.628187
2018-04-01,2018,2,2018Q2,Campeche,Escarcega,4.88092
2018-04-01,2018,2,2018Q2,Campeche,Hecelchakan,0.345527
2018-04-01,2018,2,2018Q2,Campeche,Hopelchen,0.330002
2018-04-01,2018,2,2018Q2,Campeche,Palizada,0.10299
2018-04-01,2018,2,2018Q2,Campeche,Tenabo,0.010095
2018-04-01,2018,2,2018Q2,Chiapas,Acacoyagua,0.009878
2018-04-01,2018,2,2018Q2,Chiapas,Acala,0.453506
2018-04-01,2018,2,2018Q2,Chiapas,Acapetahua,3.142039
2018-04-01,2018,2,2018Q2,Chiapas,Aldama,0
2018-04-01,2018,2,2018Q2,Chiapas,Altamirano,0.375765
2018-04-01,2018,2,2018Q2,Chiapas,Amatan,0.534365
2018-04-01,2018,2,2018Q2,Chiapas,Amatenango De La Frontera,0.022128
2018-04-01,2018,2,2018Q2,Chiapas,Amatenango Del Valle,0
2018-04-01,2018,2,2018Q2,Chiapas,Angel Albino Corzo,4.165709
2018-04-01,2018,2,2018Q2,Chiapas,Arriaga,2.703769
2018-04-01,2018,2,2018Q2,Chiapas,Bejucal De Ocampo,0.006533
2018-04-01,2018,2,2018Q2,Chiapas,Bella Vista,0.013897
2018-04-01,2018,2,2018Q2,Chiapas,Benemerito De Las Americas,2.343739
2018-04-01,2018,2,2018Q2,Chiapas,Berriozabal,0.084779
2018-04-01,2018,2,2018Q2,Chiapas,Bochil,6.654551
2018-04-01,2018,2,2018Q2,Chiapas,Cacahoatan,3.498003
2018-04-01,2018,2,2018Q2,Chiapas,Catazaja,0.014207
2018-04-01,2018,2,2018Q2,Chiapas,Chalchihuitan,0
2018-04-01,2018,2,2018Q2,Chiapas,Chamula,0.036514
2018-04-01,2018,2,2018Q2,Chiapas,Chanal,0.002795
2018-04-01,2018,2,2018Q2,Chiapas,Chapultenango,6.5e-5
2018-04-01,2018,2,2018Q2,Chiapas,Chenalho,0.040411
2018-04-01,2018,2,2018Q2,Chiapas,Chiapa De Corzo,0.542111
2018-04-01,2018,2,2018Q2,Chiapas,Chiapilla,0
2018-04-01,2018,2,2018Q2,Chiapas,Chicoasen,0
2018-04-01,2018,2,2018Q2,Chiapas,Chicomuselo,0.437052
2018-04-01,2018,2,2018Q2,Chiapas,Chilon,0.03265
2018-04-01,2018,2,2018Q2,Chiapas,Coapilla,0.002332
2018-04-01,2018,2,2018Q2,Chiapas,Comitan De Dominguez,24.929054
2018-04-01,2018,2,2018Q2,Chiapas,Copainala,3.861276
2018-04-01,2018,2,2018Q2,Chiapas,El Bosque,0.098177
2018-04-01,2018,2,2018Q2,Chiapas,El Porvenir,0.020272
2018-04-01,2018,2,2018Q2,Chiapas,Escuintla,4.218095
2018-04-01,2018,2,2018Q2,Chiapas,Francisco Leon,3.38e-4
2018-04-01,2018,2,2018Q2,Chiapas,Frontera Comalapa,14.802325
2018-04-01,2018,2,2018Q2,Chiapas,Frontera Hidalgo,0.017894
2018-04-01,2018,2,2018Q2,Chiapas,Huehuetan,1.295823
2018-04-01,2018,2,2018Q2,Chiapas,Huitiupan,0.025269
2018-04-01,2018,2,2018Q2,Chiapas,Huixtan,0.001166
2018-04-01,2018,2,2018Q2,Chiapas,Huixtla,7.244739
2018-04-01,2018,2,2018Q2,Chiapas,Ixhuatan,0.003622
2018-04-01,2018,2,2018Q2,Chiapas,Ixtacomitan,5.23e-4
2018-04-01,2018,2,2018Q2,Chiapas,Ixtapa,0.330008
2018-04-01,2018,2,2018Q2,Chiapas,Ixtapangajoya,0
2018-04-01,2018,2,2018Q2,Chiapas,Jiquipilas,0.576805
2018-04-01,2018,2,2018Q2,Chiapas,Jitotol,0.007743
2018-04-01,2018,2,2018Q2,Chiapas,Juarez,0.591254
