term,estimate,std.error,statistic,p.value,conf.low,conf.high,model
post:geo_pga_c,0.10814329259660499,0.02488610892917801,4.345528379079428,1.5140803083230166e-5,0.05931525417494156,0.15697133101826843,geographic
post:network_pga_c,0.16786362552073386,0.08485933910106432,1.9781396755967486,0.04846587972414173,0.0011355361118983442,0.3345917149295694,network
post:network_pga_c,0.16352713096919658,0.08626579505526782,1.895619589020536,0.05859258365730749,-0.005965141959672765,0.33301940389806595,joint
post:geo_pga_c,5.44871762680383e-4,0.03714185754951965,0.014670019181295086,0.9883013487581687,-0.07243026111397362,0.07352000463933438,joint
