partition,n_cohorts,n_treated,n_controls,att,se,ci_lo,ci_hi,p_val,sig
10-20,1,3,48,-0.04932416407363102,0.01613575402087209,-0.08095024195454031,-0.017698086192721722,0.0022369539744388307,***
