study,subgroup,sample,fixed_effects,clusters,relative_quarter,calendar_quarter,is_reference_period,term,estimate,std.error,statistic,p.value,conf.low,conf.high,estimate_pct,conf.low_pct,conf.high_pct
Regional TWFE event study,South,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-9,2020 Q3,FALSE,relative_quarter::-9:florida,-0.0103778361361665,0.00193697134832352,-5.35776440118679,0.00000235999293190077,-0.014272378053628,-0.00648329421870497,-1.03241721936984,-1.41710104910608,-0.646232301205119
Regional TWFE event study,South,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-8,2020 Q4,FALSE,relative_quarter::-8:florida,-0.00822174470785352,0.00190371312432887,-4.31879394157771,0.0000783031912495796,-0.0120494164841746,-0.00439407293153246,-0.818803860241946,-1.19771129618212,-0.438443311758574
Regional TWFE event study,South,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-7,2021 Q1,FALSE,relative_quarter::-7:florida,0.00167287576599362,0.00166479511947338,1.00485383842475,0.320006143809161,-0.00167441916554275,0.00502017069752999,0.167427580324508,-0.16730181078668,0.503279286742275
Regional TWFE event study,South,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-6,2021 Q2,FALSE,relative_quarter::-6:florida,0.00787974222545498,0.00109272323217223,7.21110524006227,0.00000000349261163887292,0.00568267491438599,0.010076809536524,0.791086909775451,0.56988519398864,1.01277515489431
Regional TWFE event study,South,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-5,2021 Q3,FALSE,relative_quarter::-5:florida,0.000565470348953877,0.00100354522633941,0.563472710658511,0.575736085972793,-0.00145229256397202,0.00258323326187978,0.0565630257451488,-0.14512384974591,0.258657268380524
Regional TWFE event study,South,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-4,2021 Q4,FALSE,relative_quarter::-4:florida,0.00757362318723071,0.000848142540577122,8.92965842991109,0.00000000000900201780919568,0.00586831831572663,0.00927892805873479,0.760237561216415,0.588557062649464,0.932211077144851
Regional TWFE event study,South,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-3,2022 Q1,FALSE,relative_quarter::-3:florida,0.0149148533853921,0.000794456003389034,18.7736681726458,0.00000000000000000000000942371539049244,0.0133174925315749,0.0165122142392093,1.50266348544756,1.34065653046926,1.66492943078926
Regional TWFE event study,South,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-2,2022 Q2,FALSE,relative_quarter::-2:florida,0.0160025314461619,0.000906418485593828,17.6546834607836,0.000000000000000000000124854438717507,0.0141800549340738,0.0178250079582499,1.61312576844113,1.42810688090715,1.79848215600142
Regional TWFE event study,South,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-1,2022 Q3,TRUE,Reference quarter,0,,,,0,0,0,0,0
Regional TWFE event study,South,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,0,2022 Q4,FALSE,relative_quarter::0:florida,0.00780023746667835,0.000372900377702029,20.9177515848783,0.0000000000000000000000000913771079399065,0.00705047100613944,0.00855000392721725,0.78307385726597,0.707538409209074,0.858665960504834
Regional TWFE event study,South,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,1,2023 Q1,FALSE,relative_quarter::1:florida,-0.00987578178076577,0.000844067205412537,-11.7002315898993,0.00000000000000116116022819948,-0.011572892641739,-0.00817867091979257,-0.982717638489761,-1.150618430382,-0.814531658410489
Regional TWFE event study,South,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,2,2023 Q2,FALSE,relative_quarter::2:florida,-0.0135579024548125,0.000898166288382173,-15.0950916664149,0.0000000000000000000744643510494702,-0.0153637868123601,-0.011752018097265,-1.34664080528009,-1.5246365951894,-1.16832328514169
Regional TWFE event study,South,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,3,2023 Q3,FALSE,relative_quarter::3:florida,0.00777804320527137,0.00145946518341996,5.32937907230176,0.0000026033090933117,0.00484359177994478,0.010712494630598,0.780837076201335,0.485534093231688,1.07700788410257
Regional TWFE event study,South,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,4,2023 Q4,FALSE,relative_quarter::4:florida,0.0098958080485729,0.00125494732004638,7.88543701436579,0.000000000328187266348098,0.00737256734790027,0.0124190487492455,0.994493346856329,0.739981163484149,1.2496485366172
Regional TWFE event study,South,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,5,2024 Q1,FALSE,relative_quarter::5:florida,0.00817362201446016,0.00143387780974933,5.70036160604863,0.000000716898514139736,0.00529061745199206,0.0110566265769283,0.820711725984258,0.530463748247168,1.1117976973547
Regional TWFE event study,South,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,6,2024 Q2,FALSE,relative_quarter::6:florida,0.0088085214368104,0.00135893456885419,6.48193197722352,0.0000000458417775557008,0.00607620035933507,0.0115408425142857,0.884743062198301,0.609469791070327,1.16076949676065
Regional TWFE event study,South,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,7,2024 Q3,FALSE,relative_quarter::7:florida,-0.00162487493231049,0.00134447377311672,-1.20855829604154,0.232752773822809,-0.00432812063125317,0.00107837076663218,-0.162355553775151,-0.431876781539098,0.107895241744704
Regional TWFE event study,South,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,8,2024 Q4,FALSE,relative_quarter::8:florida,0.00234233864689669,0.0013545856025097,1.72919204408857,0.090202044692969,-0.000381238247686674,0.00506591554148005,0.234508406521305,-0.0381165585620069,0.507876898727444
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-16,2018 Q4,FALSE,relative_quarter::-16:florida,-0.00108472258573742,0.00311429215064424,-0.348304697590118,0.729134398170774,-0.00734642662921905,0.0051769814577442,-0.108413448685407,-0.731950759701117,0.519040518104297
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-15,2019 Q1,FALSE,relative_quarter::-15:florida,-0.00284610106551401,0.00334932695615149,-0.849753130337652,0.399680975029187,-0.00958037425819997,0.00388817212717195,-0.284205475951871,-0.953462867589194,0.389574087476907
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-14,2019 Q2,FALSE,relative_quarter::-14:florida,0.00107871704364935,0.00278165199812597,0.387797267370645,0.699880520344995,-0.00451416914739763,0.00667160323469633,0.107929906814053,-0.450399559998027,0.669390795471458
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-13,2019 Q3,FALSE,relative_quarter::-13:florida,-0.00423842172051838,0.00266687757398562,-1.58928244845679,0.118562479515092,-0.00960053846510246,0.0011236950240657,-0.422945228773197,-0.95546004232111,0.112432660586559
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-12,2019 Q4,FALSE,relative_quarter::-12:florida,-0.00804444141833796,0.00290125287145939,-2.77274742145845,0.00789035070273458,-0.0138778012823513,-0.0022110815543246,-0.801217148863453,-1.37819485189888,-0.220863891412859
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-11,2020 Q1,FALSE,relative_quarter::-11:florida,0.00296043004001599,0.00258442792687983,1.14548756002266,0.257686420326448,-0.00223591057834334,0.00815677065837532,0.296481644050273,-0.223341279224176,0.819012774585093
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-10,2020 Q2,FALSE,relative_quarter::-10:florida,-0.00608618270741985,0.00254451144300118,-2.39188655415963,0.0207273469180157,-0.0112022658558906,-0.000970099558949083,-0.606769941402308,-1.11397541178511,-0.0969629164494057
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-9,2020 Q3,FALSE,relative_quarter::-9:florida,-0.00341228152360927,0.0014509316850584,-2.35178648226427,0.0228346629995912,-0.006329575200526,-0.000494987846692548,-0.340646630727659,-0.630958563680184,-0.0494865360418983
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-8,2020 Q4,FALSE,relative_quarter::-8:florida,-0.00421823930846196,0.00189463979194394,-2.22640700696672,0.0307149343151627,-0.00802766792732238,-0.000408810689601528,-0.420935503341957,-0.799553225015681,-0.0408727137897524
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-7,2021 Q1,FALSE,relative_quarter::-7:florida,0.00585583195550916,0.00178781885815094,3.27540563117541,0.00196286283545906,0.00226118121897483,0.0094504826920435,0.587301085533531,0.226373961719784,0.949527950957729
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-6,2021 Q2,FALSE,relative_quarter::-6:florida,0.0115620068802538,0.00119172209261115,9.7019321467144,0.000000000000675659647971688,0.00916588901942119,0.0139581247410865,1.16291052296453,0.920802441791646,1.40559941920779
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-5,2021 Q3,FALSE,relative_quarter::-5:florida,0.00179795751991522,0.0010524628229292,1.70833352090401,0.094034601937418,-0.000318160812973559,0.00391407585280399,0.179957481466753,-0.0318110205189348,0.392174585141536
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-4,2021 Q4,FALSE,relative_quarter::-4:florida,0.00445550939573643,0.00103166705078798,4.31874740240403,0.0000783150631244928,0.00238120376512643,0.00652981502634643,0.446544993563069,0.238404108244183,0.655118074790551
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-3,2022 Q1,FALSE,relative_quarter::-3:florida,0.00774344469490487,0.000892797856275709,8.67323396945252,0.0000000000215705979250364,0.00594835429354453,0.00953853509626522,0.777350269684507,0.596608088352824,0.958417190952598
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-2,2022 Q2,FALSE,relative_quarter::-2:florida,0.00630522395807992,0.000491439824151937,12.8301038056097,0.0000000000000000397948640213347,0.00531711796635929,0.00729332994980054,0.632514372685455,0.533127892546514,0.731999105735071
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,-1,2022 Q3,TRUE,Reference quarter,0,,,,0,0,0,0,0
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,0,2022 Q4,FALSE,relative_quarter::0:florida,0.00532514821025087,0.000419188339598088,12.703474088417,0.0000000000000000576082984789254,0.00448231356466416,0.00616798285583757,0.533935201324121,0.44923741580718,0.618704403160919
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,1,2023 Q1,FALSE,relative_quarter::1:florida,-0.00952693497088573,0.000961738447236491,-9.90595207903034,0.000000000000344801713128794,-0.011460639720643,-0.00759323022112848,-0.948169749804928,-1.13952167574237,-0.756447447755815
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,2,2023 Q2,FALSE,relative_quarter::2:florida,-0.0127946584336773,0.000972409474171384,-13.1576859065261,0.0000000000000000154281988395259,-0.0147498187210894,-0.0108394981462652,-1.27131547656308,-1.46415730000369,-1.07809624762365
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,3,2023 Q3,FALSE,relative_quarter::3:florida,0.0119686183982528,0.00165476572861756,7.23281742621763,0.00000000323543238620282,0.00864148890856897,0.0152957478879367,1.20405289149108,0.867893435760658,1.54133265593253
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,4,2023 Q4,FALSE,relative_quarter::4:florida,0.012775794540639,0.00148704658799624,8.59138822130254,0.0000000000285488436183096,0.00978588698460723,0.0157657020966707,1.28577536627679,0.983392534810701,1.58906364738634
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,5,2024 Q1,FALSE,relative_quarter::5:florida,0.00972287211345264,0.00180345168891821,5.39125731684272,0.00000210170387066244,0.00609678946401757,0.0133489547628877,0.977029279833297,0.611541271300786,1.34384498380409
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,6,2024 Q2,FALSE,relative_quarter::6:florida,0.0104701084756515,0.00159695974729748,6.55627575671205,0.0000000352532359953884,0.00725920570120834,0.0136810112500946,1.05251118575822,0.72856176060514,1.37750245275063
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,7,2024 Q3,FALSE,relative_quarter::7:florida,-0.000421451872995519,0.00157680486759769,-0.267282199374241,0.790396984548387,-0.0035918305457785,0.00274892679978747,-0.0421363074630032,-0.358538763869554,0.27527085635326
Regional TWFE event study,Gulf/Southeast,North Carolina and South Carolina excluded,US state-municipality pair; Mexican municipality-quarter,US state; Mexican municipality,8,2024 Q4,FALSE,relative_quarter::8:florida,0.00305517092302835,0.0015953015008766,1.91510565328847,0.0614479543902609,-0.000152397723524244,0.00626273956958094,0.305984271420812,-0.0152386111581082,0.628239152664922
