mx_state,mx_municipality,validation_status,resolution,official_state,official_municipality,candidate_count,candidate_states,drop_reason
Oaxaca,San Pedro Comitancillo,resolved,exact_same_state,Oaxaca,San Pedro Comitancillo,1,Oaxaca,NA
Oaxaca,San Pedro Coxcaltepec Cantaros,resolved,exact_same_state,Oaxaca,San Pedro Coxcaltepec Cantaros,1,Oaxaca,NA
Oaxaca,San Pedro El Alto,resolved,exact_same_state,Oaxaca,San Pedro El Alto,1,Oaxaca,NA
Oaxaca,San Pedro Huamelula,resolved,exact_same_state,Oaxaca,San Pedro Huamelula,1,Oaxaca,NA
Oaxaca,San Pedro Huilotepec,resolved,exact_same_state,Oaxaca,San Pedro Huilotepec,1,Oaxaca,NA
Oaxaca,San Pedro Ixcatlan,resolved,exact_same_state,Oaxaca,San Pedro Ixcatlan,1,Oaxaca,NA
Oaxaca,San Pedro Ixtlahuaca,resolved,exact_same_state,Oaxaca,San Pedro Ixtlahuaca,1,Oaxaca,NA
Oaxaca,San Pedro Jaltepetongo,resolved,exact_same_state,Oaxaca,San Pedro Jaltepetongo,1,Oaxaca,NA
Oaxaca,San Pedro Jicayan,resolved,exact_same_state,Oaxaca,San Pedro Jicayan,1,Oaxaca,NA
Oaxaca,San Pedro Jocotipac,resolved,exact_same_state,Oaxaca,San Pedro Jocotipac,1,Oaxaca,NA
Oaxaca,San Pedro Juchatengo,resolved,exact_same_state,Oaxaca,San Pedro Juchatengo,1,Oaxaca,NA
Oaxaca,San Pedro Martir,resolved,exact_same_state,Oaxaca,San Pedro Martir,1,Oaxaca,NA
Oaxaca,San Pedro Martir Quiechapa,resolved,exact_same_state,Oaxaca,San Pedro Martir Quiechapa,1,Oaxaca,NA
Oaxaca,San Pedro Martir Yucuxaco,resolved,exact_same_state,Oaxaca,San Pedro Martir Yucuxaco,1,Oaxaca,NA
Oaxaca,San Pedro Molinos,resolved,exact_same_state,Oaxaca,San Pedro Molinos,1,Oaxaca,NA
Oaxaca,San Pedro Nopala,resolved,exact_same_state,Oaxaca,San Pedro Nopala,1,Oaxaca,NA
Oaxaca,San Pedro Ocopetatillo,resolved,exact_same_state,Oaxaca,San Pedro Ocopetatillo,1,Oaxaca,NA
Oaxaca,San Pedro Ocotepec,resolved,exact_same_state,Oaxaca,San Pedro Ocotepec,1,Oaxaca,NA
Oaxaca,San Pedro Pochutla,resolved,exact_same_state,Oaxaca,San Pedro Pochutla,1,Oaxaca,NA
Oaxaca,San Pedro Quiatoni,resolved,exact_same_state,Oaxaca,San Pedro Quiatoni,1,Oaxaca,NA
Oaxaca,San Pedro Sochiapam,resolved,exact_same_state,Oaxaca,San Pedro Sochiapam,1,Oaxaca,NA
Oaxaca,San Pedro Tapanatepec,resolved,exact_same_state,Oaxaca,San Pedro Tapanatepec,1,Oaxaca,NA
Oaxaca,San Pedro Taviche,resolved,exact_same_state,Oaxaca,San Pedro Taviche,1,Oaxaca,NA
Oaxaca,San Pedro Teozacoalco,resolved,exact_same_state,Oaxaca,San Pedro Teozacoalco,1,Oaxaca,NA
Oaxaca,San Pedro Teutila,resolved,exact_same_state,Oaxaca,San Pedro Teutila,1,Oaxaca,NA
Oaxaca,San Pedro Tidaa,resolved,exact_same_state,Oaxaca,San Pedro Tidaa,1,Oaxaca,NA
Oaxaca,San Pedro Topiltepec,resolved,exact_same_state,Oaxaca,San Pedro Topiltepec,1,Oaxaca,NA
Oaxaca,San Pedro Totolapam,resolved,exact_same_state,Oaxaca,San Pedro Totolapam,1,Oaxaca,NA
Oaxaca,San Pedro Y San Pablo Ayutla,resolved,exact_same_state,Oaxaca,San Pedro Y San Pablo Ayutla,1,Oaxaca,NA
Oaxaca,San Pedro Y San Pablo Teposcolula,resolved,exact_same_state,Oaxaca,San Pedro Y San Pablo Teposcolula,1,Oaxaca,NA
Oaxaca,San Pedro Y San Pablo Tequixtepec,resolved,exact_same_state,Oaxaca,San Pedro Y San Pablo Tequixtepec,1,Oaxaca,NA
Oaxaca,San Pedro Yaneri,resolved,exact_same_state,Oaxaca,San Pedro Yaneri,1,Oaxaca,NA
Oaxaca,San Pedro Yolox,resolved,exact_same_state,Oaxaca,San Pedro Yolox,1,Oaxaca,NA
Oaxaca,San Pedro Yucunama,resolved,exact_same_state,Oaxaca,San Pedro Yucunama,1,Oaxaca,NA
Oaxaca,San Raymundo Jalpan,resolved,exact_same_state,Oaxaca,San Raymundo Jalpan,1,Oaxaca,NA
Oaxaca,San Sebastian Abasolo,resolved,exact_same_state,Oaxaca,San Sebastian Abasolo,1,Oaxaca,NA
Oaxaca,San Sebastian Coatlan,resolved,exact_same_state,Oaxaca,San Sebastian Coatlan,1,Oaxaca,NA
Oaxaca,San Sebastian Ixcapa,resolved,exact_same_state,Oaxaca,San Sebastian Ixcapa,1,Oaxaca,NA
Oaxaca,San Sebastian Nicananduta,resolved,exact_same_state,Oaxaca,San Sebastian Nicananduta,1,Oaxaca,NA
Oaxaca,San Sebastian Rio Hondo,resolved,exact_same_state,Oaxaca,San Sebastian Rio Hondo,1,Oaxaca,NA
Oaxaca,San Sebastian Tecomaxtlahuaca,resolved,exact_same_state,Oaxaca,San Sebastian Tecomaxtlahuaca,1,Oaxaca,NA
Oaxaca,San Sebastian Teitipac,resolved,exact_same_state,Oaxaca,San Sebastian Teitipac,1,Oaxaca,NA
Oaxaca,San Sebastian Tutla,resolved,exact_same_state,Oaxaca,San Sebastian Tutla,1,Oaxaca,NA
Oaxaca,San Simon Almolongas,resolved,exact_same_state,Oaxaca,San Simon Almolongas,1,Oaxaca,NA
Oaxaca,San Simon Zahuatlan,resolved,exact_same_state,Oaxaca,San Simon Zahuatlan,1,Oaxaca,NA
Oaxaca,San Vicente Coatlan,resolved,exact_same_state,Oaxaca,San Vicente Coatlan,1,Oaxaca,NA
Oaxaca,San Vicente Lachixio,resolved,exact_same_state,Oaxaca,San Vicente Lachixio,1,Oaxaca,NA
Oaxaca,San Vicente Nunu,resolved,exact_same_state,Oaxaca,San Vicente Nunu,1,Oaxaca,NA
Oaxaca,Santa Ana,resolved,exact_same_state,Oaxaca,Santa Ana,2,Oaxaca | Sonora,NA
Oaxaca,Santa Ana Ateixtlahuaca,resolved,exact_same_state,Oaxaca,Santa Ana Ateixtlahuaca,1,Oaxaca,NA
Oaxaca,Santa Ana Cuauhtemoc,resolved,exact_same_state,Oaxaca,Santa Ana Cuauhtemoc,1,Oaxaca,NA
Oaxaca,Santa Ana Del Valle,resolved,exact_same_state,Oaxaca,Santa Ana Del Valle,1,Oaxaca,NA
Oaxaca,Santa Ana Tavela,resolved,exact_same_state,Oaxaca,Santa Ana Tavela,1,Oaxaca,NA
Oaxaca,Santa Ana Tlapacoyan,resolved,exact_same_state,Oaxaca,Santa Ana Tlapacoyan,1,Oaxaca,NA
Oaxaca,Santa Ana Yareni,resolved,exact_same_state,Oaxaca,Santa Ana Yareni,1,Oaxaca,NA
Oaxaca,Santa Ana Zegache,resolved,exact_same_state,Oaxaca,Santa Ana Zegache,1,Oaxaca,NA
Oaxaca,Santa Catalina Quieri,resolved,exact_same_state,Oaxaca,Santa Catalina Quieri,1,Oaxaca,NA
Oaxaca,Santa Catarina Cuixtla,resolved,exact_same_state,Oaxaca,Santa Catarina Cuixtla,1,Oaxaca,NA
Oaxaca,Santa Catarina Ixtepeji,resolved,exact_same_state,Oaxaca,Santa Catarina Ixtepeji,1,Oaxaca,NA
Oaxaca,Santa Catarina Juquila,resolved,exact_same_state,Oaxaca,Santa Catarina Juquila,1,Oaxaca,NA
Oaxaca,Santa Catarina Lachatao,resolved,exact_same_state,Oaxaca,Santa Catarina Lachatao,1,Oaxaca,NA
Oaxaca,Santa Catarina Loxicha,resolved,exact_same_state,Oaxaca,Santa Catarina Loxicha,1,Oaxaca,NA
Oaxaca,Santa Catarina Mechoacan,resolved,exact_same_state,Oaxaca,Santa Catarina Mechoacan,1,Oaxaca,NA
Oaxaca,Santa Catarina Minas,resolved,exact_same_state,Oaxaca,Santa Catarina Minas,1,Oaxaca,NA
Oaxaca,Santa Catarina Quiane,resolved,exact_same_state,Oaxaca,Santa Catarina Quiane,1,Oaxaca,NA
Oaxaca,Santa Catarina Quioquitani,resolved,exact_same_state,Oaxaca,Santa Catarina Quioquitani,1,Oaxaca,NA
Oaxaca,Santa Catarina Tayata,resolved,exact_same_state,Oaxaca,Santa Catarina Tayata,1,Oaxaca,NA
Oaxaca,Santa Catarina Ticua,resolved,exact_same_state,Oaxaca,Santa Catarina Ticua,1,Oaxaca,NA
Oaxaca,Santa Catarina Yosonotu,resolved,exact_same_state,Oaxaca,Santa Catarina Yosonotu,1,Oaxaca,NA
Oaxaca,Santa Catarina Zapoquila,resolved,exact_same_state,Oaxaca,Santa Catarina Zapoquila,1,Oaxaca,NA
Oaxaca,Santa Cruz Acatepec,resolved,exact_same_state,Oaxaca,Santa Cruz Acatepec,1,Oaxaca,NA
Oaxaca,Santa Cruz Amilpas,resolved,exact_same_state,Oaxaca,Santa Cruz Amilpas,1,Oaxaca,NA
Oaxaca,Santa Cruz De Bravo,resolved,exact_same_state,Oaxaca,Santa Cruz De Bravo,1,Oaxaca,NA
Oaxaca,Santa Cruz Itundujia,resolved,exact_same_state,Oaxaca,Santa Cruz Itundujia,1,Oaxaca,NA
Oaxaca,Santa Cruz Mixtepec,resolved,exact_same_state,Oaxaca,Santa Cruz Mixtepec,1,Oaxaca,NA
Oaxaca,Santa Cruz Nundaco,resolved,exact_same_state,Oaxaca,Santa Cruz Nundaco,1,Oaxaca,NA
Oaxaca,Santa Cruz Papalutla,resolved,exact_same_state,Oaxaca,Santa Cruz Papalutla,1,Oaxaca,NA
Oaxaca,Santa Cruz Tacache De Mina,resolved,exact_same_state,Oaxaca,Santa Cruz Tacache De Mina,1,Oaxaca,NA
Oaxaca,Santa Cruz Tacahua,resolved,exact_same_state,Oaxaca,Santa Cruz Tacahua,1,Oaxaca,NA
Oaxaca,Santa Cruz Tayata,resolved,exact_same_state,Oaxaca,Santa Cruz Tayata,1,Oaxaca,NA
Oaxaca,Santa Cruz Xitla,resolved,exact_same_state,Oaxaca,Santa Cruz Xitla,1,Oaxaca,NA
Oaxaca,Santa Cruz Xoxocotlan,resolved,exact_same_state,Oaxaca,Santa Cruz Xoxocotlan,1,Oaxaca,NA
Oaxaca,Santa Cruz Zenzontepec,resolved,exact_same_state,Oaxaca,Santa Cruz Zenzontepec,1,Oaxaca,NA
Oaxaca,Santa Gertrudis,resolved,exact_same_state,Oaxaca,Santa Gertrudis,1,Oaxaca,NA
Oaxaca,Santa Ines De Zaragoza,resolved,exact_same_state,Oaxaca,Santa Ines De Zaragoza,1,Oaxaca,NA
Oaxaca,Santa Ines Del Monte,resolved,exact_same_state,Oaxaca,Santa Ines Del Monte,1,Oaxaca,NA
Oaxaca,Santa Ines Yatzeche,resolved,exact_same_state,Oaxaca,Santa Ines Yatzeche,1,Oaxaca,NA
Oaxaca,Santa Lucia Del Camino,resolved,exact_same_state,Oaxaca,Santa Lucia Del Camino,1,Oaxaca,NA
Oaxaca,Santa Lucia Miahuatlan,resolved,exact_same_state,Oaxaca,Santa Lucia Miahuatlan,1,Oaxaca,NA
Oaxaca,Santa Lucia Monteverde,resolved,exact_same_state,Oaxaca,Santa Lucia Monteverde,1,Oaxaca,NA
Oaxaca,Santa Lucia Ocotlan,resolved,exact_same_state,Oaxaca,Santa Lucia Ocotlan,1,Oaxaca,NA
Oaxaca,Santa Magdalena Jicotlan,resolved,exact_same_state,Oaxaca,Santa Magdalena Jicotlan,1,Oaxaca,NA
Oaxaca,Santa Maria Alotepec,resolved,exact_same_state,Oaxaca,Santa Maria Alotepec,1,Oaxaca,NA
Oaxaca,Santa Maria Apazco,resolved,exact_same_state,Oaxaca,Santa Maria Apazco,1,Oaxaca,NA
Oaxaca,Santa Maria Atzompa,resolved,exact_same_state,Oaxaca,Santa Maria Atzompa,1,Oaxaca,NA
Oaxaca,Santa Maria Camotlan,resolved,exact_same_state,Oaxaca,Santa Maria Camotlan,1,Oaxaca,NA
Oaxaca,Santa Maria Chachoapam,resolved,exact_same_state,Oaxaca,Santa Maria Chachoapam,1,Oaxaca,NA
Oaxaca,Santa Maria Chilchotla,resolved,exact_same_state,Oaxaca,Santa Maria Chilchotla,1,Oaxaca,NA
Oaxaca,Santa Maria Chimalapa,resolved,exact_same_state,Oaxaca,Santa Maria Chimalapa,1,Oaxaca,NA
Oaxaca,Santa Maria Colotepec,resolved,exact_same_state,Oaxaca,Santa Maria Colotepec,1,Oaxaca,NA
Oaxaca,Santa Maria Cortijo,resolved,exact_same_state,Oaxaca,Santa Maria Cortijo,1,Oaxaca,NA
Oaxaca,Santa Maria Coyotepec,resolved,exact_same_state,Oaxaca,Santa Maria Coyotepec,1,Oaxaca,NA
Oaxaca,Santa Maria Del Rosario,resolved,exact_same_state,Oaxaca,Santa Maria Del Rosario,1,Oaxaca,NA
Oaxaca,Santa Maria Del Tule,resolved,exact_same_state,Oaxaca,Santa Maria Del Tule,1,Oaxaca,NA
Oaxaca,Santa Maria Ecatepec,resolved,exact_same_state,Oaxaca,Santa Maria Ecatepec,1,Oaxaca,NA
Oaxaca,Santa Maria Guelace,resolved,exact_same_state,Oaxaca,Santa Maria Guelace,1,Oaxaca,NA
Oaxaca,Santa Maria Guienagati,resolved,exact_same_state,Oaxaca,Santa Maria Guienagati,1,Oaxaca,NA
Oaxaca,Santa Maria Huatulco,resolved,exact_same_state,Oaxaca,Santa Maria Huatulco,1,Oaxaca,NA
Oaxaca,Santa Maria Huazolotitlan,resolved,exact_same_state,Oaxaca,Santa Maria Huazolotitlan,1,Oaxaca,NA
Oaxaca,Santa Maria Ipalapa,resolved,exact_same_state,Oaxaca,Santa Maria Ipalapa,1,Oaxaca,NA
Oaxaca,Santa Maria Ixcatlan,resolved,exact_same_state,Oaxaca,Santa Maria Ixcatlan,1,Oaxaca,NA
Oaxaca,Santa Maria Jacatepec,resolved,exact_same_state,Oaxaca,Santa Maria Jacatepec,1,Oaxaca,NA
Oaxaca,Santa Maria Jalapa Del Marques,resolved,exact_same_state,Oaxaca,Santa Maria Jalapa Del Marques,1,Oaxaca,NA
Oaxaca,Santa Maria Jaltianguis,resolved,exact_same_state,Oaxaca,Santa Maria Jaltianguis,1,Oaxaca,NA
Oaxaca,Santa Maria La Asuncion,resolved,exact_same_state,Oaxaca,Santa Maria La Asuncion,1,Oaxaca,NA
Oaxaca,Santa Maria Lachixio,resolved,exact_same_state,Oaxaca,Santa Maria Lachixio,1,Oaxaca,NA
Oaxaca,Santa Maria Mixtequilla,resolved,exact_same_state,Oaxaca,Santa Maria Mixtequilla,1,Oaxaca,NA
Oaxaca,Santa Maria Nativitas,resolved,exact_same_state,Oaxaca,Santa Maria Nativitas,1,Oaxaca,NA
Oaxaca,Santa Maria Nduayaco,resolved,exact_same_state,Oaxaca,Santa Maria Nduayaco,1,Oaxaca,NA
Oaxaca,Santa Maria Ozolotepec,resolved,exact_same_state,Oaxaca,Santa Maria Ozolotepec,1,Oaxaca,NA
Oaxaca,Santa Maria Papalo,resolved,exact_same_state,Oaxaca,Santa Maria Papalo,1,Oaxaca,NA
Oaxaca,Santa Maria Penoles,resolved,exact_same_state,Oaxaca,Santa Maria Penoles,1,Oaxaca,NA
Oaxaca,Santa Maria Petapa,resolved,exact_same_state,Oaxaca,Santa Maria Petapa,1,Oaxaca,NA
Oaxaca,Santa Maria Quiegolani,resolved,exact_same_state,Oaxaca,Santa Maria Quiegolani,1,Oaxaca,NA
Oaxaca,Santa Maria Sola,resolved,exact_same_state,Oaxaca,Santa Maria Sola,1,Oaxaca,NA
Oaxaca,Santa Maria Tataltepec,resolved,exact_same_state,Oaxaca,Santa Maria Tataltepec,1,Oaxaca,NA
Oaxaca,Santa Maria Tecomavaca,resolved,exact_same_state,Oaxaca,Santa Maria Tecomavaca,1,Oaxaca,NA
Oaxaca,Santa Maria Temaxcalapa,resolved,exact_same_state,Oaxaca,Santa Maria Temaxcalapa,1,Oaxaca,NA
Oaxaca,Santa Maria Temaxcaltepec,resolved,exact_same_state,Oaxaca,Santa Maria Temaxcaltepec,1,Oaxaca,NA
Oaxaca,Santa Maria Teopoxco,resolved,exact_same_state,Oaxaca,Santa Maria Teopoxco,1,Oaxaca,NA
Oaxaca,Santa Maria Tepantlali,resolved,exact_same_state,Oaxaca,Santa Maria Tepantlali,1,Oaxaca,NA
Oaxaca,Santa Maria Texcatitlan,resolved,exact_same_state,Oaxaca,Santa Maria Texcatitlan,1,Oaxaca,NA
Oaxaca,Santa Maria Tlahuitoltepec,resolved,exact_same_state,Oaxaca,Santa Maria Tlahuitoltepec,1,Oaxaca,NA
Oaxaca,Santa Maria Tlalixtac,resolved,exact_same_state,Oaxaca,Santa Maria Tlalixtac,1,Oaxaca,NA
Oaxaca,Santa Maria Tonameca,resolved,exact_same_state,Oaxaca,Santa Maria Tonameca,1,Oaxaca,NA
Oaxaca,Santa Maria Totolapilla,resolved,exact_same_state,Oaxaca,Santa Maria Totolapilla,1,Oaxaca,NA
Oaxaca,Santa Maria Xadani,resolved,exact_same_state,Oaxaca,Santa Maria Xadani,1,Oaxaca,NA
Oaxaca,Santa Maria Yalina,resolved,exact_same_state,Oaxaca,Santa Maria Yalina,1,Oaxaca,NA
Oaxaca,Santa Maria Yavesia,resolved,exact_same_state,Oaxaca,Santa Maria Yavesia,1,Oaxaca,NA
Oaxaca,Santa Maria Yolotepec,resolved,exact_same_state,Oaxaca,Santa Maria Yolotepec,1,Oaxaca,NA
Oaxaca,Santa Maria Yosoyua,resolved,exact_same_state,Oaxaca,Santa Maria Yosoyua,1,Oaxaca,NA
Oaxaca,Santa Maria Yucuhiti,resolved,exact_same_state,Oaxaca,Santa Maria Yucuhiti,1,Oaxaca,NA
Oaxaca,Santa Maria Zacatepec,resolved,exact_same_state,Oaxaca,Santa Maria Zacatepec,1,Oaxaca,NA
Oaxaca,Santa Maria Zaniza,resolved,exact_same_state,Oaxaca,Santa Maria Zaniza,1,Oaxaca,NA
Oaxaca,Santa Maria Zoquitlan,resolved,exact_same_state,Oaxaca,Santa Maria Zoquitlan,1,Oaxaca,NA
Oaxaca,Santiago Amoltepec,resolved,exact_same_state,Oaxaca,Santiago Amoltepec,1,Oaxaca,NA
Oaxaca,Santiago Apoala,resolved,exact_same_state,Oaxaca,Santiago Apoala,1,Oaxaca,NA
Oaxaca,Santiago Apostol,resolved,exact_same_state,Oaxaca,Santiago Apostol,1,Oaxaca,NA
Oaxaca,Santiago Astata,resolved,exact_same_state,Oaxaca,Santiago Astata,1,Oaxaca,NA
Oaxaca,Santiago Atitlan,resolved,exact_same_state,Oaxaca,Santiago Atitlan,1,Oaxaca,NA
Oaxaca,Santiago Ayuquililla,resolved,exact_same_state,Oaxaca,Santiago Ayuquililla,1,Oaxaca,NA
Oaxaca,Santiago Cacaloxtepec,resolved,exact_same_state,Oaxaca,Santiago Cacaloxtepec,1,Oaxaca,NA
Oaxaca,Santiago Camotlan,resolved,exact_same_state,Oaxaca,Santiago Camotlan,1,Oaxaca,NA
Oaxaca,Santiago Choapam,resolved,exact_same_state,Oaxaca,Santiago Choapam,1,Oaxaca,NA
Oaxaca,Santiago Comaltepec,resolved,exact_same_state,Oaxaca,Santiago Comaltepec,1,Oaxaca,NA
Oaxaca,Santiago Del Rio,resolved,exact_same_state,Oaxaca,Santiago Del Rio,1,Oaxaca,NA
Oaxaca,Santiago Huajolotitlan,resolved,exact_same_state,Oaxaca,Santiago Huajolotitlan,1,Oaxaca,NA
Oaxaca,Santiago Huauclilla,resolved,exact_same_state,Oaxaca,Santiago Huauclilla,1,Oaxaca,NA
Oaxaca,Santiago Ihuitlan Plumas,resolved,exact_same_state,Oaxaca,Santiago Ihuitlan Plumas,1,Oaxaca,NA
Oaxaca,Santiago Ixcuintepec,resolved,exact_same_state,Oaxaca,Santiago Ixcuintepec,1,Oaxaca,NA
Oaxaca,Santiago Ixtayutla,resolved,exact_same_state,Oaxaca,Santiago Ixtayutla,1,Oaxaca,NA
Oaxaca,Santiago Jamiltepec,resolved,exact_same_state,Oaxaca,Santiago Jamiltepec,1,Oaxaca,NA
Oaxaca,Santiago Jocotepec,resolved,exact_same_state,Oaxaca,Santiago Jocotepec,1,Oaxaca,NA
Oaxaca,Santiago Juxtlahuaca,resolved,exact_same_state,Oaxaca,Santiago Juxtlahuaca,1,Oaxaca,NA
Oaxaca,Santiago Lachiguiri,resolved,exact_same_state,Oaxaca,Santiago Lachiguiri,1,Oaxaca,NA
Oaxaca,Santiago Lalopa,resolved,exact_same_state,Oaxaca,Santiago Lalopa,1,Oaxaca,NA
Oaxaca,Santiago Laollaga,resolved,exact_same_state,Oaxaca,Santiago Laollaga,1,Oaxaca,NA
Oaxaca,Santiago Laxopa,resolved,exact_same_state,Oaxaca,Santiago Laxopa,1,Oaxaca,NA
Oaxaca,Santiago Llano Grande,resolved,exact_same_state,Oaxaca,Santiago Llano Grande,1,Oaxaca,NA
Oaxaca,Santiago Matatlan,resolved,exact_same_state,Oaxaca,Santiago Matatlan,1,Oaxaca,NA
Oaxaca,Santiago Miltepec,resolved,exact_same_state,Oaxaca,Santiago Miltepec,1,Oaxaca,NA
Oaxaca,Santiago Minas,resolved,exact_same_state,Oaxaca,Santiago Minas,1,Oaxaca,NA
Oaxaca,Santiago Nacaltepec,resolved,exact_same_state,Oaxaca,Santiago Nacaltepec,1,Oaxaca,NA
Oaxaca,Santiago Nejapilla,resolved,exact_same_state,Oaxaca,Santiago Nejapilla,1,Oaxaca,NA
Oaxaca,Santiago Niltepec,resolved,exact_same_state,Oaxaca,Santiago Niltepec,1,Oaxaca,NA
Oaxaca,Santiago Nundiche,resolved,exact_same_state,Oaxaca,Santiago Nundiche,1,Oaxaca,NA
Oaxaca,Santiago Nuyoo,resolved,exact_same_state,Oaxaca,Santiago Nuyoo,1,Oaxaca,NA
Oaxaca,Santiago Pinotepa Nacional,resolved,exact_same_state,Oaxaca,Santiago Pinotepa Nacional,1,Oaxaca,NA
Oaxaca,Santiago Suchilquitongo,resolved,exact_same_state,Oaxaca,Santiago Suchilquitongo,1,Oaxaca,NA
Oaxaca,Santiago Tamazola,resolved,exact_same_state,Oaxaca,Santiago Tamazola,1,Oaxaca,NA
Oaxaca,Santiago Tapextla,resolved,exact_same_state,Oaxaca,Santiago Tapextla,1,Oaxaca,NA
Oaxaca,Santiago Tenango,resolved,exact_same_state,Oaxaca,Santiago Tenango,1,Oaxaca,NA
Oaxaca,Santiago Tepetlapa,resolved,exact_same_state,Oaxaca,Santiago Tepetlapa,1,Oaxaca,NA
Oaxaca,Santiago Tetepec,resolved,exact_same_state,Oaxaca,Santiago Tetepec,1,Oaxaca,NA
Oaxaca,Santiago Texcalcingo,resolved,exact_same_state,Oaxaca,Santiago Texcalcingo,1,Oaxaca,NA
Oaxaca,Santiago Textitlan,resolved,exact_same_state,Oaxaca,Santiago Textitlan,1,Oaxaca,NA
Oaxaca,Santiago Tilantongo,resolved,exact_same_state,Oaxaca,Santiago Tilantongo,1,Oaxaca,NA
Oaxaca,Santiago Tillo,resolved,exact_same_state,Oaxaca,Santiago Tillo,1,Oaxaca,NA
Oaxaca,Santiago Tlazoyaltepec,resolved,exact_same_state,Oaxaca,Santiago Tlazoyaltepec,1,Oaxaca,NA
Oaxaca,Santiago Xanica,resolved,exact_same_state,Oaxaca,Santiago Xanica,1,Oaxaca,NA
Oaxaca,Santiago Xiacui,resolved,exact_same_state,Oaxaca,Santiago Xiacui,1,Oaxaca,NA
Oaxaca,Santiago Yaitepec,resolved,exact_same_state,Oaxaca,Santiago Yaitepec,1,Oaxaca,NA
Oaxaca,Santiago Yaveo,resolved,exact_same_state,Oaxaca,Santiago Yaveo,1,Oaxaca,NA
Oaxaca,Santiago Yolomecatl,resolved,exact_same_state,Oaxaca,Santiago Yolomecatl,1,Oaxaca,NA
Oaxaca,Santiago Yosondua,resolved,exact_same_state,Oaxaca,Santiago Yosondua,1,Oaxaca,NA
Oaxaca,Santiago Yucuyachi,resolved,exact_same_state,Oaxaca,Santiago Yucuyachi,1,Oaxaca,NA
Oaxaca,Santiago Zacatepec,resolved,exact_same_state,Oaxaca,Santiago Zacatepec,1,Oaxaca,NA
Oaxaca,Santiago Zoochila,resolved,exact_same_state,Oaxaca,Santiago Zoochila,1,Oaxaca,NA
Oaxaca,Santo Domingo Albarradas,resolved,exact_same_state,Oaxaca,Santo Domingo Albarradas,1,Oaxaca,NA
Oaxaca,Santo Domingo Armenta,resolved,exact_same_state,Oaxaca,Santo Domingo Armenta,1,Oaxaca,NA
Oaxaca,Santo Domingo Chihuitan,resolved,exact_same_state,Oaxaca,Santo Domingo Chihuitan,1,Oaxaca,NA
Oaxaca,Santo Domingo De Morelos,resolved,exact_same_state,Oaxaca,Santo Domingo De Morelos,1,Oaxaca,NA
Oaxaca,Santo Domingo Ingenio,resolved,exact_same_state,Oaxaca,Santo Domingo Ingenio,1,Oaxaca,NA
Oaxaca,Santo Domingo Ixcatlan,resolved,exact_same_state,Oaxaca,Santo Domingo Ixcatlan,1,Oaxaca,NA
Oaxaca,Santo Domingo Nuxaa,resolved,exact_same_state,Oaxaca,Santo Domingo Nuxaa,1,Oaxaca,NA
Oaxaca,Santo Domingo Ozolotepec,resolved,exact_same_state,Oaxaca,Santo Domingo Ozolotepec,1,Oaxaca,NA
Oaxaca,Santo Domingo Petapa,resolved,exact_same_state,Oaxaca,Santo Domingo Petapa,1,Oaxaca,NA
Oaxaca,Santo Domingo Roayaga,resolved,exact_same_state,Oaxaca,Santo Domingo Roayaga,1,Oaxaca,NA
Oaxaca,Santo Domingo Tehuantepec,resolved,exact_same_state,Oaxaca,Santo Domingo Tehuantepec,1,Oaxaca,NA
Oaxaca,Santo Domingo Teojomulco,resolved,exact_same_state,Oaxaca,Santo Domingo Teojomulco,1,Oaxaca,NA
Oaxaca,Santo Domingo Tepuxtepec,resolved,exact_same_state,Oaxaca,Santo Domingo Tepuxtepec,1,Oaxaca,NA
Oaxaca,Santo Domingo Tlatayapam,resolved,exact_same_state,Oaxaca,Santo Domingo Tlatayapam,1,Oaxaca,NA
Oaxaca,Santo Domingo Tomaltepec,resolved,exact_same_state,Oaxaca,Santo Domingo Tomaltepec,1,Oaxaca,NA
Oaxaca,Santo Domingo Tonala,resolved,exact_same_state,Oaxaca,Santo Domingo Tonala,1,Oaxaca,NA
Oaxaca,Santo Domingo Tonaltepec,resolved,safe_alias_same_state,Oaxaca,Santo Domingo Tomaltepec,NA,NA,NA
Oaxaca,Santo Domingo Xagacia,resolved,exact_same_state,Oaxaca,Santo Domingo Xagacia,1,Oaxaca,NA
Oaxaca,Santo Domingo Yanhuitlan,resolved,exact_same_state,Oaxaca,Santo Domingo Yanhuitlan,1,Oaxaca,NA
Oaxaca,Santo Domingo Yodohino,resolved,exact_same_state,Oaxaca,Santo Domingo Yodohino,1,Oaxaca,NA
Oaxaca,Santo Domingo Zanatepec,resolved,exact_same_state,Oaxaca,Santo Domingo Zanatepec,1,Oaxaca,NA
Oaxaca,Santo Tomas Jalieza,resolved,exact_same_state,Oaxaca,Santo Tomas Jalieza,1,Oaxaca,NA
Oaxaca,Santo Tomas Mazaltepec,resolved,exact_same_state,Oaxaca,Santo Tomas Mazaltepec,1,Oaxaca,NA
Oaxaca,Santo Tomas Ocotepec,resolved,exact_same_state,Oaxaca,Santo Tomas Ocotepec,1,Oaxaca,NA
Oaxaca,Santo Tomas Tamazulapan,resolved,exact_same_state,Oaxaca,Santo Tomas Tamazulapan,1,Oaxaca,NA
Oaxaca,Santos Reyes Nopala,resolved,exact_same_state,Oaxaca,Santos Reyes Nopala,1,Oaxaca,NA
