period_date,year,quarter,year_quarter,mx_state,mx_municipality,remittances_musd
2018-04-01,2018,2,2018Q2,Oaxaca,Miahuatlan De Porfirio Diaz,19.493053
2018-04-01,2018,2,2018Q2,Oaxaca,San Blas Atempa,0.007092
2018-04-01,2018,2,2018Q2,Oaxaca,San Juan Mixtepec - Distr. 08 -,0.01238
2018-04-01,2018,2,2018Q2,Oaxaca,San Juan Mixtepec - Distr. 26 -,0
2018-04-01,2018,2,2018Q2,Oaxaca,San Martin De Los Cansecos,0
2018-04-01,2018,2,2018Q2,Oaxaca,San Pedro Mixtepec - Distr. 22 -,16.617084
2018-04-01,2018,2,2018Q2,Oaxaca,San Pedro Mixtepec - Distr. 26 -,0.142914
2018-04-01,2018,2,2018Q2,Oaxaca,Santiago Chazumba,0.515689
2018-04-01,2018,2,2018Q2,Oaxaca,Villa Hidalgo,0.582975
2018-04-01,2018,2,2018Q2,Oaxaca,Zapotitlan Del Rio,0
2018-04-01,2018,2,2018Q2,San Luis Potosi,Ahualulco,2.53312
2018-07-01,2018,3,2018Q3,Chiapas,Cintalapa,2.979185
2018-07-01,2018,3,2018Q3,Chihuahua,Rosario,0
2018-07-01,2018,3,2018Q3,Guanajuato,Dolores Hidalgo Cuna De La Independencia Nal.,42.571772
2018-07-01,2018,3,2018Q3,Guerrero,Apaxtla,0.946428
2018-07-01,2018,3,2018Q3,Oaxaca,Miahuatlan De Porfirio Diaz,18.356073
2018-07-01,2018,3,2018Q3,Oaxaca,San Blas Atempa,0.005302
2018-07-01,2018,3,2018Q3,Oaxaca,San Juan Mixtepec - Distr. 08 -,0.013811
2018-07-01,2018,3,2018Q3,Oaxaca,San Juan Mixtepec - Distr. 26 -,0
2018-07-01,2018,3,2018Q3,Oaxaca,San Martin De Los Cansecos,0
2018-07-01,2018,3,2018Q3,Oaxaca,San Pedro Mixtepec - Distr. 22 -,15.416866
2018-07-01,2018,3,2018Q3,Oaxaca,San Pedro Mixtepec - Distr. 26 -,0.090946
2018-07-01,2018,3,2018Q3,Oaxaca,Santiago Chazumba,0.479575
2018-07-01,2018,3,2018Q3,Oaxaca,Villa Hidalgo,0.488409
2018-07-01,2018,3,2018Q3,Oaxaca,Zapotitlan Del Rio,0
2018-07-01,2018,3,2018Q3,San Luis Potosi,Ahualulco,2.551656
2018-10-01,2018,4,2018Q4,Chiapas,Cintalapa,2.797921
2018-10-01,2018,4,2018Q4,Chihuahua,Rosario,0
2018-10-01,2018,4,2018Q4,Guanajuato,Dolores Hidalgo Cuna De La Independencia Nal.,38.516266
2018-10-01,2018,4,2018Q4,Guerrero,Apaxtla,1.05107
2018-10-01,2018,4,2018Q4,Oaxaca,Miahuatlan De Porfirio Diaz,18.847093
2018-10-01,2018,4,2018Q4,Oaxaca,San Blas Atempa,0.003806
2018-10-01,2018,4,2018Q4,Oaxaca,San Juan Mixtepec - Distr. 08 -,0.022102
2018-10-01,2018,4,2018Q4,Oaxaca,San Juan Mixtepec - Distr. 26 -,0
2018-10-01,2018,4,2018Q4,Oaxaca,San Martin De Los Cansecos,0
2018-10-01,2018,4,2018Q4,Oaxaca,San Pedro Mixtepec - Distr. 22 -,15.810944
2018-10-01,2018,4,2018Q4,Oaxaca,San Pedro Mixtepec - Distr. 26 -,0.044301
2018-10-01,2018,4,2018Q4,Oaxaca,Santiago Chazumba,0.553264
2018-10-01,2018,4,2018Q4,Oaxaca,Villa Hidalgo,0.428773
2018-10-01,2018,4,2018Q4,Oaxaca,Zapotitlan Del Rio,0
2018-10-01,2018,4,2018Q4,San Luis Potosi,Ahualulco,2.500848
2019-01-01,2019,1,2019Q1,Chiapas,Cintalapa,2.710372
2019-01-01,2019,1,2019Q1,Chihuahua,Rosario,0
2019-01-01,2019,1,2019Q1,Guanajuato,Dolores Hidalgo Cuna De La Independencia Nal.,35.899329
2019-01-01,2019,1,2019Q1,Guerrero,Apaxtla,1.25403
2019-01-01,2019,1,2019Q1,Oaxaca,Miahuatlan De Porfirio Diaz,15.658748
2019-01-01,2019,1,2019Q1,Oaxaca,San Blas Atempa,0.002705
2019-01-01,2019,1,2019Q1,Oaxaca,San Juan Mixtepec - Distr. 08 -,0.024018
2019-01-01,2019,1,2019Q1,Oaxaca,San Juan Mixtepec - Distr. 26 -,0.001641
2019-01-01,2019,1,2019Q1,Oaxaca,San Martin De Los Cansecos,0
2019-01-01,2019,1,2019Q1,Oaxaca,San Pedro Mixtepec - Distr. 22 -,15.782941
2019-01-01,2019,1,2019Q1,Oaxaca,San Pedro Mixtepec - Distr. 26 -,0.068965
2019-01-01,2019,1,2019Q1,Oaxaca,Santiago Chazumba,0.46348
2019-01-01,2019,1,2019Q1,Oaxaca,Villa Hidalgo,0.383712
2019-01-01,2019,1,2019Q1,Oaxaca,Zapotitlan Del Rio,0
2019-01-01,2019,1,2019Q1,San Luis Potosi,Ahualulco,2.191152
2019-04-01,2019,2,2019Q2,Chiapas,Cintalapa,3.368059
2019-04-01,2019,2,2019Q2,Chihuahua,Rosario,0
2019-04-01,2019,2,2019Q2,Guanajuato,Dolores Hidalgo Cuna De La Independencia Nal.,49.109113
2019-04-01,2019,2,2019Q2,Guerrero,Apaxtla,1.408898
2019-04-01,2019,2,2019Q2,Oaxaca,Miahuatlan De Porfirio Diaz,18.83643
2019-04-01,2019,2,2019Q2,Oaxaca,San Blas Atempa,0.006401
2019-04-01,2019,2,2019Q2,Oaxaca,San Juan Mixtepec - Distr. 08 -,0.018827
2019-04-01,2019,2,2019Q2,Oaxaca,San Juan Mixtepec - Distr. 26 -,0.03606
2019-04-01,2019,2,2019Q2,Oaxaca,San Martin De Los Cansecos,0
2019-04-01,2019,2,2019Q2,Oaxaca,San Pedro Mixtepec - Distr. 22 -,18.920388
2019-04-01,2019,2,2019Q2,Oaxaca,San Pedro Mixtepec - Distr. 26 -,0.074661
2019-04-01,2019,2,2019Q2,Oaxaca,Santiago Chazumba,0.496254
2019-04-01,2019,2,2019Q2,Oaxaca,Villa Hidalgo,0.455657
2019-04-01,2019,2,2019Q2,Oaxaca,Zapotitlan Del Rio,0
2019-04-01,2019,2,2019Q2,San Luis Potosi,Ahualulco,2.895781
2019-07-01,2019,3,2019Q3,Chiapas,Cintalapa,3.686559
2019-07-01,2019,3,2019Q3,Chihuahua,Rosario,0.00247
2019-07-01,2019,3,2019Q3,Guanajuato,Dolores Hidalgo Cuna De La Independencia Nal.,52.951843
2019-07-01,2019,3,2019Q3,Guerrero,Apaxtla,1.355998
2019-07-01,2019,3,2019Q3,Oaxaca,Miahuatlan De Porfirio Diaz,21.100487
2019-07-01,2019,3,2019Q3,Oaxaca,San Blas Atempa,0.006103
2019-07-01,2019,3,2019Q3,Oaxaca,San Juan Mixtepec - Distr. 08 -,0.03352
2019-07-01,2019,3,2019Q3,Oaxaca,San Juan Mixtepec - Distr. 26 -,0.023
2019-07-01,2019,3,2019Q3,Oaxaca,San Martin De Los Cansecos,0
2019-07-01,2019,3,2019Q3,Oaxaca,San Pedro Mixtepec - Distr. 22 -,20.237263
2019-07-01,2019,3,2019Q3,Oaxaca,San Pedro Mixtepec - Distr. 26 -,0.062257
2019-07-01,2019,3,2019Q3,Oaxaca,Santiago Chazumba,0.562306
2019-07-01,2019,3,2019Q3,Oaxaca,Villa Hidalgo,0.540916
2019-07-01,2019,3,2019Q3,Oaxaca,Zapotitlan Del Rio,0
2019-07-01,2019,3,2019Q3,San Luis Potosi,Ahualulco,3.134768
2019-10-01,2019,4,2019Q4,Chiapas,Cintalapa,3.173242
2019-10-01,2019,4,2019Q4,Chihuahua,Rosario,0.002349
2019-10-01,2019,4,2019Q4,Guanajuato,Dolores Hidalgo Cuna De La Independencia Nal.,49.432971
2019-10-01,2019,4,2019Q4,Guerrero,Apaxtla,1.309835
2019-10-01,2019,4,2019Q4,Oaxaca,Miahuatlan De Porfirio Diaz,16.904977
2019-10-01,2019,4,2019Q4,Oaxaca,San Blas Atempa,0.00908
2019-10-01,2019,4,2019Q4,Oaxaca,San Juan Mixtepec - Distr. 08 -,0.052723
2019-10-01,2019,4,2019Q4,Oaxaca,San Juan Mixtepec - Distr. 26 -,0.021844
2019-10-01,2019,4,2019Q4,Oaxaca,San Martin De Los Cansecos,0.011998
2019-10-01,2019,4,2019Q4,Oaxaca,San Pedro Mixtepec - Distr. 22 -,18.354284
2019-10-01,2019,4,2019Q4,Oaxaca,San Pedro Mixtepec - Distr. 26 -,0.046843
2019-10-01,2019,4,2019Q4,Oaxaca,Santiago Chazumba,0.513037
2019-10-01,2019,4,2019Q4,Oaxaca,Villa Hidalgo,0.389092
2019-10-01,2019,4,2019Q4,Oaxaca,Zapotitlan Del Rio,0.025311
2019-10-01,2019,4,2019Q4,San Luis Potosi,Ahualulco,2.730507
2020-01-01,2020,1,2020Q1,Chiapas,Cintalapa,3.436127
2020-01-01,2020,1,2020Q1,Chihuahua,Rosario,7.69e-4
2020-01-01,2020,1,2020Q1,Guanajuato,Dolores Hidalgo Cuna De La Independencia Nal.,47.505757
2020-01-01,2020,1,2020Q1,Guerrero,Apaxtla,1.444361
2020-01-01,2020,1,2020Q1,Oaxaca,Miahuatlan De Porfirio Diaz,19.135696
2020-01-01,2020,1,2020Q1,Oaxaca,San Blas Atempa,0.004888
2020-01-01,2020,1,2020Q1,Oaxaca,San Juan Mixtepec - Distr. 08 -,0.075417
2020-01-01,2020,1,2020Q1,Oaxaca,San Juan Mixtepec - Distr. 26 -,0.046067
2020-01-01,2020,1,2020Q1,Oaxaca,San Martin De Los Cansecos,1.93e-4
2020-01-01,2020,1,2020Q1,Oaxaca,San Pedro Mixtepec - Distr. 22 -,20.094847
2020-01-01,2020,1,2020Q1,Oaxaca,San Pedro Mixtepec - Distr. 26 -,0.045735
2020-01-01,2020,1,2020Q1,Oaxaca,Santiago Chazumba,0.528432
2020-01-01,2020,1,2020Q1,Oaxaca,Villa Hidalgo,0.483417
2020-01-01,2020,1,2020Q1,Oaxaca,Zapotitlan Del Rio,0.003823
2020-01-01,2020,1,2020Q1,San Luis Potosi,Ahualulco,2.875708
2020-04-01,2020,2,2020Q2,Chiapas,Cintalapa,3.197497
2020-04-01,2020,2,2020Q2,Chihuahua,Rosario,0.004886
2020-04-01,2020,2,2020Q2,Guanajuato,Dolores Hidalgo Cuna De La Independencia Nal.,53.850808
2020-04-01,2020,2,2020Q2,Guerrero,Apaxtla,1.644668
2020-04-01,2020,2,2020Q2,Oaxaca,Miahuatlan De Porfirio Diaz,17.788196
2020-04-01,2020,2,2020Q2,Oaxaca,San Blas Atempa,0.003778
2020-04-01,2020,2,2020Q2,Oaxaca,San Juan Mixtepec - Distr. 08 -,0.037084
2020-04-01,2020,2,2020Q2,Oaxaca,San Juan Mixtepec - Distr. 26 -,0.051192
2020-04-01,2020,2,2020Q2,Oaxaca,San Martin De Los Cansecos,0
2020-04-01,2020,2,2020Q2,Oaxaca,San Pedro Mixtepec - Distr. 22 -,17.44169
2020-04-01,2020,2,2020Q2,Oaxaca,San Pedro Mixtepec - Distr. 26 -,0.050848
2020-04-01,2020,2,2020Q2,Oaxaca,Santiago Chazumba,0.489353
2020-04-01,2020,2,2020Q2,Oaxaca,Villa Hidalgo,0.277882
2020-04-01,2020,2,2020Q2,Oaxaca,Zapotitlan Del Rio,0.001837
2020-04-01,2020,2,2020Q2,San Luis Potosi,Ahualulco,2.587052
2020-07-01,2020,3,2020Q3,Chiapas,Cintalapa,2.960393
2020-07-01,2020,3,2020Q3,Chihuahua,Rosario,0.003949
2020-07-01,2020,3,2020Q3,Guanajuato,Dolores Hidalgo Cuna De La Independencia Nal.,45.319495
2020-07-01,2020,3,2020Q3,Guerrero,Apaxtla,1.567178
2020-07-01,2020,3,2020Q3,Oaxaca,Miahuatlan De Porfirio Diaz,21.394431
2020-07-01,2020,3,2020Q3,Oaxaca,San Blas Atempa,0.008653
2020-07-01,2020,3,2020Q3,Oaxaca,San Juan Mixtepec - Distr. 08 -,0.053278
2020-07-01,2020,3,2020Q3,Oaxaca,San Juan Mixtepec - Distr. 26 -,0.039792
2020-07-01,2020,3,2020Q3,Oaxaca,San Martin De Los Cansecos,0
2020-07-01,2020,3,2020Q3,Oaxaca,San Pedro Mixtepec - Distr. 22 -,19.938591
2020-07-01,2020,3,2020Q3,Oaxaca,San Pedro Mixtepec - Distr. 26 -,0.072677
2020-07-01,2020,3,2020Q3,Oaxaca,Santiago Chazumba,1.102735
2020-07-01,2020,3,2020Q3,Oaxaca,Villa Hidalgo,0.357756
2020-07-01,2020,3,2020Q3,Oaxaca,Zapotitlan Del Rio,9.87e-4
2020-07-01,2020,3,2020Q3,San Luis Potosi,Ahualulco,3.052569
2020-10-01,2020,4,2020Q4,Chiapas,Cintalapa,3.014516
2020-10-01,2020,4,2020Q4,Chihuahua,Rosario,0.004388
2020-10-01,2020,4,2020Q4,Guanajuato,Dolores Hidalgo Cuna De La Independencia Nal.,54.931942
2020-10-01,2020,4,2020Q4,Guerrero,Apaxtla,1.580811
2020-10-01,2020,4,2020Q4,Oaxaca,Miahuatlan De Porfirio Diaz,20.824658
2020-10-01,2020,4,2020Q4,Oaxaca,San Blas Atempa,0.007692
2020-10-01,2020,4,2020Q4,Oaxaca,San Juan Mixtepec - Distr. 08 -,0.063207
2020-10-01,2020,4,2020Q4,Oaxaca,San Juan Mixtepec - Distr. 26 -,0.063109
2020-10-01,2020,4,2020Q4,Oaxaca,San Martin De Los Cansecos,0.002858
2020-10-01,2020,4,2020Q4,Oaxaca,San Pedro Mixtepec - Distr. 22 -,21.776906
2020-10-01,2020,4,2020Q4,Oaxaca,San Pedro Mixtepec - Distr. 26 -,0.087089
2020-10-01,2020,4,2020Q4,Oaxaca,Santiago Chazumba,0.710514
2020-10-01,2020,4,2020Q4,Oaxaca,Villa Hidalgo,0.358373
2020-10-01,2020,4,2020Q4,Oaxaca,Zapotitlan Del Rio,0
2020-10-01,2020,4,2020Q4,San Luis Potosi,Ahualulco,3.136701
2021-01-01,2021,1,2021Q1,Chiapas,Cintalapa,3.178158
2021-01-01,2021,1,2021Q1,Chihuahua,Rosario,0.013292
2021-01-01,2021,1,2021Q1,Guanajuato,Dolores Hidalgo Cuna De La Independencia Nal.,52.722105
2021-01-01,2021,1,2021Q1,Guerrero,Apaxtla,1.524079
2021-01-01,2021,1,2021Q1,Oaxaca,Miahuatlan De Porfirio Diaz,19.543098
2021-01-01,2021,1,2021Q1,Oaxaca,San Blas Atempa,0.006482
2021-01-01,2021,1,2021Q1,Oaxaca,San Juan Mixtepec - Distr. 08 -,0.037263
2021-01-01,2021,1,2021Q1,Oaxaca,San Juan Mixtepec - Distr. 26 -,0.073109
2021-01-01,2021,1,2021Q1,Oaxaca,San Martin De Los Cansecos,0.004928
2021-01-01,2021,1,2021Q1,Oaxaca,San Pedro Mixtepec - Distr. 22 -,22.240518
2021-01-01,2021,1,2021Q1,Oaxaca,San Pedro Mixtepec - Distr. 26 -,0.108003
2021-01-01,2021,1,2021Q1,Oaxaca,Santiago Chazumba,0.659028
2021-01-01,2021,1,2021Q1,Oaxaca,Villa Hidalgo,0.455298
2021-01-01,2021,1,2021Q1,Oaxaca,Zapotitlan Del Rio,0
2021-01-01,2021,1,2021Q1,San Luis Potosi,Ahualulco,2.613369
2021-04-01,2021,2,2021Q2,Chiapas,Cintalapa,3.764451
2021-04-01,2021,2,2021Q2,Chihuahua,Rosario,0.008576
2021-04-01,2021,2,2021Q2,Guanajuato,Dolores Hidalgo Cuna De La Independencia Nal.,68.750433
2021-04-01,2021,2,2021Q2,Guerrero,Apaxtla,1.931742
2021-04-01,2021,2,2021Q2,Oaxaca,Miahuatlan De Porfirio Diaz,23.486006
2021-04-01,2021,2,2021Q2,Oaxaca,San Blas Atempa,0.02306
2021-04-01,2021,2,2021Q2,Oaxaca,San Juan Mixtepec - Distr. 08 -,0.053246
2021-04-01,2021,2,2021Q2,Oaxaca,San Juan Mixtepec - Distr. 26 -,0.152013
2021-04-01,2021,2,2021Q2,Oaxaca,San Martin De Los Cansecos,0.010156
2021-04-01,2021,2,2021Q2,Oaxaca,San Pedro Mixtepec - Distr. 22 -,26.480049
2021-04-01,2021,2,2021Q2,Oaxaca,San Pedro Mixtepec - Distr. 26 -,0.095007
2021-04-01,2021,2,2021Q2,Oaxaca,Santiago Chazumba,0.80325
2021-04-01,2021,2,2021Q2,Oaxaca,Villa Hidalgo,0.479549
2021-04-01,2021,2,2021Q2,Oaxaca,Zapotitlan Del Rio,0
2021-04-01,2021,2,2021Q2,San Luis Potosi,Ahualulco,4.161171
2021-07-01,2021,3,2021Q3,Chiapas,Cintalapa,4.678811
2021-07-01,2021,3,2021Q3,Chihuahua,Rosario,0.01591
2021-07-01,2021,3,2021Q3,Guanajuato,Dolores Hidalgo Cuna De La Independencia Nal.,70.871401
2021-07-01,2021,3,2021Q3,Guerrero,Apaxtla,1.717366
2021-07-01,2021,3,2021Q3,Oaxaca,Miahuatlan De Porfirio Diaz,25.2544
2021-07-01,2021,3,2021Q3,Oaxaca,San Blas Atempa,0.03035
2021-07-01,2021,3,2021Q3,Oaxaca,San Juan Mixtepec - Distr. 08 -,0.085156
2021-07-01,2021,3,2021Q3,Oaxaca,San Juan Mixtepec - Distr. 26 -,0.238712
2021-07-01,2021,3,2021Q3,Oaxaca,San Martin De Los Cansecos,0.001047
2021-07-01,2021,3,2021Q3,Oaxaca,San Pedro Mixtepec - Distr. 22 -,25.57193
2021-07-01,2021,3,2021Q3,Oaxaca,San Pedro Mixtepec - Distr. 26 -,0.090289
2021-07-01,2021,3,2021Q3,Oaxaca,Santiago Chazumba,0.772602
2021-07-01,2021,3,2021Q3,Oaxaca,Villa Hidalgo,0.517809
2021-07-01,2021,3,2021Q3,Oaxaca,Zapotitlan Del Rio,0
2021-07-01,2021,3,2021Q3,San Luis Potosi,Ahualulco,4.027146
2021-10-01,2021,4,2021Q4,Chiapas,Cintalapa,5.034601
2021-10-01,2021,4,2021Q4,Chihuahua,Rosario,0.025608
2021-10-01,2021,4,2021Q4,Guanajuato,Dolores Hidalgo Cuna De La Independencia Nal.,74.081438
2021-10-01,2021,4,2021Q4,Guerrero,Apaxtla,1.884654
2021-10-01,2021,4,2021Q4,Oaxaca,Miahuatlan De Porfirio Diaz,25.460571
2021-10-01,2021,4,2021Q4,Oaxaca,San Blas Atempa,0.01853
2021-10-01,2021,4,2021Q4,Oaxaca,San Juan Mixtepec - Distr. 08 -,0.141153
2021-10-01,2021,4,2021Q4,Oaxaca,San Juan Mixtepec - Distr. 26 -,0.217038
2021-10-01,2021,4,2021Q4,Oaxaca,San Martin De Los Cansecos,0.00504
2021-10-01,2021,4,2021Q4,Oaxaca,San Pedro Mixtepec - Distr. 22 -,28.345006
2021-10-01,2021,4,2021Q4,Oaxaca,San Pedro Mixtepec - Distr. 26 -,0.115917
2021-10-01,2021,4,2021Q4,Oaxaca,Santiago Chazumba,0.91278
2021-10-01,2021,4,2021Q4,Oaxaca,Villa Hidalgo,0.549681
2021-10-01,2021,4,2021Q4,Oaxaca,Zapotitlan Del Rio,0.003797
2021-10-01,2021,4,2021Q4,San Luis Potosi,Ahualulco,4.294365
2022-01-01,2022,1,2022Q1,Chiapas,Cintalapa,5.220511
2022-01-01,2022,1,2022Q1,Chihuahua,Rosario,0.013588
2022-01-01,2022,1,2022Q1,Guanajuato,Dolores Hidalgo Cuna De La Independencia Nal.,62.215421
2022-01-01,2022,1,2022Q1,Guerrero,Apaxtla,1.858782
2022-01-01,2022,1,2022Q1,Oaxaca,Miahuatlan De Porfirio Diaz,21.823267
2022-01-01,2022,1,2022Q1,Oaxaca,San Blas Atempa,0.018661
2022-01-01,2022,1,2022Q1,Oaxaca,San Juan Mixtepec - Distr. 08 -,0.117337
2022-01-01,2022,1,2022Q1,Oaxaca,San Juan Mixtepec - Distr. 26 -,0.188536
2022-01-01,2022,1,2022Q1,Oaxaca,San Martin De Los Cansecos,0.004707
2022-01-01,2022,1,2022Q1,Oaxaca,San Pedro Mixtepec - Distr. 22 -,26.700352
2022-01-01,2022,1,2022Q1,Oaxaca,San Pedro Mixtepec - Distr. 26 -,0.106612
2022-01-01,2022,1,2022Q1,Oaxaca,Santiago Chazumba,0.757851
2022-01-01,2022,1,2022Q1,Oaxaca,Villa Hidalgo,0.505928
2022-01-01,2022,1,2022Q1,Oaxaca,Zapotitlan Del Rio,0.010496
2022-01-01,2022,1,2022Q1,San Luis Potosi,Ahualulco,3.968905
2022-04-01,2022,2,2022Q2,Chiapas,Cintalapa,6.705692
2022-04-01,2022,2,2022Q2,Chihuahua,Rosario,0.022089
2022-04-01,2022,2,2022Q2,Guanajuato,Dolores Hidalgo Cuna De La Independencia Nal.,78.857398
2022-04-01,2022,2,2022Q2,Guerrero,Apaxtla,2.063709
2022-04-01,2022,2,2022Q2,Oaxaca,Miahuatlan De Porfirio Diaz,25.838595
2022-04-01,2022,2,2022Q2,Oaxaca,San Blas Atempa,0.027214
2022-04-01,2022,2,2022Q2,Oaxaca,San Juan Mixtepec - Distr. 08 -,0.266126
2022-04-01,2022,2,2022Q2,Oaxaca,San Juan Mixtepec - Distr. 26 -,0.247906
2022-04-01,2022,2,2022Q2,Oaxaca,San Martin De Los Cansecos,0.004611
2022-04-01,2022,2,2022Q2,Oaxaca,San Pedro Mixtepec - Distr. 22 -,31.214419
2022-04-01,2022,2,2022Q2,Oaxaca,San Pedro Mixtepec - Distr. 26 -,0.138893
2022-04-01,2022,2,2022Q2,Oaxaca,Santiago Chazumba,0.900249
2022-04-01,2022,2,2022Q2,Oaxaca,Villa Hidalgo,0.608907
2022-04-01,2022,2,2022Q2,Oaxaca,Zapotitlan Del Rio,0.00796
2022-04-01,2022,2,2022Q2,San Luis Potosi,Ahualulco,4.90115
2022-07-01,2022,3,2022Q3,Chiapas,Cintalapa,7.236824
2022-07-01,2022,3,2022Q3,Chihuahua,Rosario,0
2022-07-01,2022,3,2022Q3,Guanajuato,Dolores Hidalgo Cuna De La Independencia Nal.,78.66111
2022-07-01,2022,3,2022Q3,Guerrero,Apaxtla,1.906337
2022-07-01,2022,3,2022Q3,Oaxaca,Miahuatlan De Porfirio Diaz,29.334575
2022-07-01,2022,3,2022Q3,Oaxaca,San Blas Atempa,0
2022-07-01,2022,3,2022Q3,Oaxaca,San Juan Mixtepec - Distr. 08 -,0.080372
2022-07-01,2022,3,2022Q3,Oaxaca,San Juan Mixtepec - Distr. 26 -,0.090626
2022-07-01,2022,3,2022Q3,Oaxaca,San Martin De Los Cansecos,0
2022-07-01,2022,3,2022Q3,Oaxaca,San Pedro Mixtepec - Distr. 22 -,33.733354
2022-07-01,2022,3,2022Q3,Oaxaca,San Pedro Mixtepec - Distr. 26 -,0.12609
2022-07-01,2022,3,2022Q3,Oaxaca,Santiago Chazumba,0.836538
2022-07-01,2022,3,2022Q3,Oaxaca,Villa Hidalgo,0.570672
2022-07-01,2022,3,2022Q3,Oaxaca,Zapotitlan Del Rio,0
2022-07-01,2022,3,2022Q3,San Luis Potosi,Ahualulco,4.722185
2022-10-01,2022,4,2022Q4,Chiapas,Cintalapa,8.296398
2022-10-01,2022,4,2022Q4,Chihuahua,Rosario,0
2022-10-01,2022,4,2022Q4,Guanajuato,Dolores Hidalgo Cuna De La Independencia Nal.,76.021113
2022-10-01,2022,4,2022Q4,Guerrero,Apaxtla,2.032203
2022-10-01,2022,4,2022Q4,Oaxaca,Miahuatlan De Porfirio Diaz,25.842292
2022-10-01,2022,4,2022Q4,Oaxaca,San Blas Atempa,0
2022-10-01,2022,4,2022Q4,Oaxaca,San Juan Mixtepec - Distr. 08 -,0.088836
2022-10-01,2022,4,2022Q4,Oaxaca,San Juan Mixtepec - Distr. 26 -,0.171959
2022-10-01,2022,4,2022Q4,Oaxaca,San Martin De Los Cansecos,0
2022-10-01,2022,4,2022Q4,Oaxaca,San Pedro Mixtepec - Distr. 22 -,23.828413
2022-10-01,2022,4,2022Q4,Oaxaca,San Pedro Mixtepec - Distr. 26 -,0.099011
2022-10-01,2022,4,2022Q4,Oaxaca,Santiago Chazumba,0.954515
2022-10-01,2022,4,2022Q4,Oaxaca,Villa Hidalgo,0.57435
2022-10-01,2022,4,2022Q4,Oaxaca,Zapotitlan Del Rio,0
2022-10-01,2022,4,2022Q4,San Luis Potosi,Ahualulco,4.708295
2023-01-01,2023,1,2023Q1,Chiapas,Cintalapa,7.94125
2023-01-01,2023,1,2023Q1,Chihuahua,Rosario,0
2023-01-01,2023,1,2023Q1,Guanajuato,Dolores Hidalgo Cuna De La Independencia Nal.,64.710815
2023-01-01,2023,1,2023Q1,Guerrero,Apaxtla,1.765446
2023-01-01,2023,1,2023Q1,Oaxaca,Miahuatlan De Porfirio Diaz,25.091474
2023-01-01,2023,1,2023Q1,Oaxaca,San Blas Atempa,7.6e-5
2023-01-01,2023,1,2023Q1,Oaxaca,San Juan Mixtepec - Distr. 08 -,0.082888
2023-01-01,2023,1,2023Q1,Oaxaca,San Juan Mixtepec - Distr. 26 -,0.127337
2023-01-01,2023,1,2023Q1,Oaxaca,San Martin De Los Cansecos,0
2023-01-01,2023,1,2023Q1,Oaxaca,San Pedro Mixtepec - Distr. 22 -,31.797008
2023-01-01,2023,1,2023Q1,Oaxaca,San Pedro Mixtepec - Distr. 26 -,0.111737
2023-01-01,2023,1,2023Q1,Oaxaca,Santiago Chazumba,0.860804
2023-01-01,2023,1,2023Q1,Oaxaca,Villa Hidalgo,0.504324
2023-01-01,2023,1,2023Q1,Oaxaca,Zapotitlan Del Rio,0
2023-01-01,2023,1,2023Q1,San Luis Potosi,Ahualulco,3.681371
2023-04-01,2023,2,2023Q2,Chiapas,Cintalapa,9.397956
2023-04-01,2023,2,2023Q2,Chihuahua,Rosario,0.004628
2023-04-01,2023,2,2023Q2,Guanajuato,Dolores Hidalgo Cuna De La Independencia Nal.,79.445284
2023-04-01,2023,2,2023Q2,Guerrero,Apaxtla,1.704354
2023-04-01,2023,2,2023Q2,Oaxaca,Miahuatlan De Porfirio Diaz,30.52096
2023-04-01,2023,2,2023Q2,Oaxaca,San Blas Atempa,7.83e-4
2023-04-01,2023,2,2023Q2,Oaxaca,San Juan Mixtepec - Distr. 08 -,0.109095
2023-04-01,2023,2,2023Q2,Oaxaca,San Juan Mixtepec - Distr. 26 -,0.169109
2023-04-01,2023,2,2023Q2,Oaxaca,San Martin De Los Cansecos,0
2023-04-01,2023,2,2023Q2,Oaxaca,San Pedro Mixtepec - Distr. 22 -,36.216753
2023-04-01,2023,2,2023Q2,Oaxaca,San Pedro Mixtepec - Distr. 26 -,0.114472
2023-04-01,2023,2,2023Q2,Oaxaca,Santiago Chazumba,1.026692
2023-04-01,2023,2,2023Q2,Oaxaca,Villa Hidalgo,0.821657
2023-04-01,2023,2,2023Q2,Oaxaca,Zapotitlan Del Rio,4.6e-4
2023-04-01,2023,2,2023Q2,San Luis Potosi,Ahualulco,4.423974
2023-07-01,2023,3,2023Q3,Chiapas,Cintalapa,9.944014
2023-07-01,2023,3,2023Q3,Chihuahua,Rosario,0.014938
2023-07-01,2023,3,2023Q3,Guanajuato,Dolores Hidalgo Cuna De La Independencia Nal.,82.050024
2023-07-01,2023,3,2023Q3,Guerrero,Apaxtla,1.576357
2023-07-01,2023,3,2023Q3,Oaxaca,Miahuatlan De Porfirio Diaz,35.814498
2023-07-01,2023,3,2023Q3,Oaxaca,San Blas Atempa,9.9e-5
2023-07-01,2023,3,2023Q3,Oaxaca,San Juan Mixtepec - Distr. 08 -,0.07554
2023-07-01,2023,3,2023Q3,Oaxaca,San Juan Mixtepec - Distr. 26 -,0.178408
2023-07-01,2023,3,2023Q3,Oaxaca,San Martin De Los Cansecos,0
2023-07-01,2023,3,2023Q3,Oaxaca,San Pedro Mixtepec - Distr. 22 -,36.327618
