"date","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New Hampshire","New Jersey","New Mexico","New York","No identificado","North Carolina","North Dakota","Ohio","Oklahoma","Oregon","Pennsylvania","Puerto Rico","Rhode Island","South Carolina","South Dakota","Tennessee","Texas","Total","Utah","Vermont","Virginia","Washington","Washington DC","West Virginia","Wisconsin","Wyoming"
2019-10-01,63.364379,12.449093,286.131047,57.001973,2784.708832,280.569196,21.881733,12.533003,318.519248,292.02979,7.893722,43.856894,329.51,97.551058,44.201987,66.013858,63.568636,99.112027,6.023207,41.128562,24.438659,98.061664,206.005657,35.237359,67.601912,7.092694,51.494017,104.479935,7.699609,130.866518,67.703821,289.229718,26.399966,232.701436,35.392793,81.476423,68.492309,101.998063,73.66539,2.874132,5.043518,90.070537,11.223725,155.185806,1546.047757,8951.915675,72.501755,4.59489,94.032654,208.130519,3.102182,9.326749,97.772364,13.922899
2020-01-01,67.206147,14.275632,348.333201,53.275133,3094.547311,264.079189,19.648542,12.378516,376.595393,253.545094,8.037721,34.786315,339.310758,91.369403,39.987758,64.189891,48.303366,93.273684,2.836155,36.896793,21.616182,89.255161,119.513774,28.812948,57.718953,4.58683,46.777595,112.266499,6.163011,129.512397,70.775781,273.975106,191.049423,191.512588,20.591879,70.75998,66.741757,96.308807,62.810092,0.359154,4.539759,85.468599,8.112417,145.627749,1588.874858,9214.445036,72.656315,2.059559,83.670208,182.935501,2.638021,8.17404,94.264343,11.439748
2020-04-01,68.708719,20.84523,435.138906,62.140364,3252.491731,282.787406,18.770027,13.228277,327.758495,288.903232,7.881426,45.86119,308.936114,93.42003,44.031561,70.59939,53.315676,105.445847,4.020399,35.619691,18.940078,97.788155,123.651553,34.824735,71.706644,9.471631,51.642919,117.978938,7.527518,123.115162,79.596005,220.964406,182.618966,218.969416,26.55708,83.205123,72.737426,101.720764,67.260433,0.442167,3.973565,93.976883,10.159849,160.745939,1768.044188,9791.865051,81.602832,1.772271,89.256033,212.514272,1.711592,7.522713,97.316444,12.64564
2020-07-01,73.838964,23.395421,389.95361,69.606803,3568.875245,279.991825,20.642038,14.505098,327.498417,292.576988,8.46023,49.271931,342.201081,109.051282,52.385623,73.540233,65.737062,88.402361,10.380149,43.001239,23.482264,131.255435,146.731451,36.066883,84.377447,12.69994,52.922569,125.421662,8.459839,142.487951,79.56282,268.828439,186.659228,249.963334,33.971692,97.692611,74.282101,117.523345,79.712797,0.549047,5.384434,97.776602,13.174774,179.11194,1750.007809,10484.07438,84.560987,2.264039,104.530655,256.719803,2.572263,9.296517,108.47105,14.237052
2020-10-01,76.364698,19.668427,391.731351,65.087207,3646.357987,282.385428,20.623025,13.670749,343.837336,297.909216,8.135764,47.234672,348.47138,105.303161,48.2355,72.778543,62.043494,103.059851,5.233462,42.664595,24.253498,115.159805,166.620209,37.34568,75.751904,6.974771,48.661005,123.961576,7.744099,137.280774,69.439993,265.933689,185.173606,234.5134,24.513762,85.353991,72.680578,116.186634,74.511046,0.466409,5.088639,95.206711,10.931391,179.571492,1733.995324,10444.083966,85.209495,2.285901,106.118482,218.04364,2.613479,9.790319,108.770096,13.136722
2021-01-01,76.072578,12.350627,430.740971,55.714565,3769.545474,257.114459,19.359744,12.113188,399.471022,288.743847,8.541367,39.511363,357.888382,111.432317,43.74594,68.667313,50.264105,104.510219,3.59409,49.060123,26.95462,104.063966,173.179703,32.337943,66.541854,5.849539,48.808721,128.548193,7.084833,138.259444,72.599238,241.408536,184.764313,211.085919,14.982137,76.743614,69.81196,107.132947,65.21341,0.406768,5.026413,93.375864,8.288664,164.260987,1742.697507,10451.17296,85.496364,2.008033,100.125434,190.377052,2.576229,8.330527,102.453488,11.937046
2021-04-01,89.08712,9.847633,499.653231,77.727563,4471.374114,317.559005,25.610843,15.633648,470.71534,407.684997,11.067542,59.441076,412.726723,145.583625,56.535545,86.681372,67.456089,137.397377,4.659532,69.318847,37.504496,139.369065,223.744792,42.347364,90.809137,11.005978,58.79251,153.634302,11.119329,169.833099,89.985704,304.881622,172.396134,268.921711,34.651469,107.793335,85.947849,123.778635,93.25571,0.405369,6.199181,116.04134,11.991591,210.614252,2163.976403,12801.308215,104.882546,1.892098,127.75162,250.909512,2.873892,11.418258,121.537924,15.280766
2021-07-01,86.664484,13.665704,465.679483,80.582591,4456.135246,321.681897,28.648898,16.864751,416.501911,380.93907,12.351952,64.698054,426.260854,156.514327,64.680061,87.964339,77.050509,111.81575,14.706147,60.749005,40.054385,156.122956,252.230648,42.091525,95.020854,17.975581,65.236236,152.899902,12.175506,189.773865,92.354448,342.958202,265.560332,270.221878,57.162924,120.057392,83.52438,135.943774,106.730793,0.431452,6.956373,111.909618,16.269134,217.227257,2220.391307,13106.725751,107.504393,2.114702,134.277624,282.146489,3.488925,12.260103,130.698205,18.799555
2021-10-01,89.832254,10.529392,527.906819,78.56677,4850.478897,312.576051,24.622348,15.876439,447.13566,355.068259,12.928158,62.546985,448.801994,157.779878,61.126936,91.11738,76.786191,148.334432,7.44364,54.053125,37.54606,146.442547,248.346642,44.634719,88.412476,12.450068,64.261918,158.820832,11.451653,183.41711,90.539005,327.061338,263.897549,266.887336,39.008673,107.041523,88.210822,137.741574,103.331579,0.547909,6.195666,110.919382,13.412106,216.457261,2352.920426,13623.512424,110.410557,2.443996,130.857826,266.544074,3.608669,11.598898,127.96364,16.616982
2022-01-01,81.051959,8.974723,507.16609,61.404998,4405.881415,256.184814,19.633932,12.119845,455.230578,326.231974,11.644097,42.596893,402.645552,131.567078,46.738212,77.105359,59.685948,130.782613,3.798158,44.958092,30.267179,124.959786,202.028394,36.345305,73.708901,10.571526,53.381575,141.745937,8.62791,159.694008,81.151621,267.150811,238.6623,220.319666,22.610924,83.064703,72.396802,109.444151,77.933278,0.46863,5.15218,97.798695,7.947056,187.491963,2061.137954,12018.880652,96.35163,1.598392,104.062537,220.008422,3.081748,9.91593,110.497375,13.901033
2022-04-01,100.963696,10.186988,572.936972,90.297947,5078.237806,325.608451,27.242166,16.603668,492.908779,396.842231,14.096632,65.729885,448.651066,165.222193,63.177854,97.838163,75.619417,158.53409,6.633455,60.522718,38.99192,174.441118,250.140792,46.931718,99.507976,19.557026,61.530582,165.35301,12.619424,200.776186,97.801288,345.58499,296.434406,290.051477,42.691568,119.842226,87.814353,128.711756,111.25125,0.418681,6.476897,121.697529,14.466073,243.053072,2398.985385,14332.924046,123.992609,2.063445,133.519119,257.077376,3.670932,15.541181,136.44318,17.631324
2022-07-01,104.303933,15.059887,563.497228,104.996554,5207.380593,366.915975,29.003575,17.088344,476.590617,507.039709,14.800673,74.695538,486.989967,172.006524,73.087899,103.915425,85.573447,129.499453,15.890814,64.93293,41.287349,191.50538,199.433368,48.128196,116.570404,22.678915,71.393695,173.984446,16.02827,214.68021,109.618283,384.411721,318.258906,316.408198,71.960899,139.871405,86.542452,142.927382,129.667581,0.534447,6.751985,126.049795,21.785849,255.797124,2441.397788,15039.763159,129.044744,2.723941,142.169936,310.388463,3.682629,15.723617,154.404698,20.681998
2022-10-01,109.760533,10.705451,587.79704,96.933913,5362.212255,374.271584,32.335293,16.729525,523.594759,403.338615,17.734581,71.090192,492.390766,168.224917,69.189269,101.900364,84.028351,141.731221,9.607399,63.566503,39.244964,164.239753,174.487041,49.47676,98.859319,14.18502,67.503433,176.888756,18.001659,213.865669,101.628397,396.302251,285.653381,304.324002,63.617968,119.306851,89.44867,132.528464,118.75226,1.58246,6.914807,129.986717,16.980671,248.142578,2444.061654,14975.176479,126.846061,3.676723,136.579758,308.057898,5.59284,15.570354,146.606132,19.120677
2023-01-01,84.876883,22.535262,539.515689,85.646229,4932.040946,287.304528,25.170124,12.064321,354.484546,457.13817,59.009815,44.456278,423.931968,130.193737,97.356784,102.926324,59.884125,120.605173,20.226625,47.493553,42.78446,134.106683,148.385965,44.471096,82.6811,15.827647,52.094318,192.666489,8.737441,173.93345,92.955113,278.118564,227.36714,220.425931,48.174906,219.821787,82.690787,109.47672,94.843835,13.105827,6.63172,117.70948,11.128576,216.411239,2199.579874,13419.71969,103.92408,19.02669,98.752153,273.130882,15.011203,11.656512,126.590119,30.636823
2023-04-01,96.696331,26.010519,621.699957,121.126821,5546.597042,336.912807,28.769177,15.294376,366.308138,542.262562,71.552036,63.375112,501.69298,158.711893,127.107981,126.614646,79.200597,145.353563,25.164094,57.736657,51.575914,172.660445,178.906184,59.764201,111.621614,26.801492,63.406813,225.710871,13.870643,207.640041,110.921556,351.752061,238.13367,270.578935,74.745057,280.804058,101.990146,128.393678,129.387606,16.811773,6.889416,139.650931,18.172249,261.365392,2557.444047,15674.658409,125.511647,22.64948,123.323404,325.198737,17.675637,14.357534,149.887086,38.868802
2023-07-01,175.310361,26.645327,300.641733,117.467704,4870.734295,680.049962,50.70403,39.254235,568.498005,674.605964,63.296369,96.049981,603.100034,221.189081,142.505637,128.788927,132.289707,109.882541,22.653175,100.972036,54.01726,187.668072,169.177222,85.833723,114.037906,26.68421,67.674759,222.188911,9.739954,381.867226,99.084208,521.824957,147.326214,474.717047,27.992824,344.09167,135.085204,216.064652,169.361696,16.915816,8.545414,243.177702,19.647969,308.70496,2248.376633,16253.966719,159.636917,24.944669,179.380275,247.069797,20.030939,16.484108,141.944148,40.030553
2023-10-01,152.364136,22.620251,286.063706,103.44271,5345.553815,587.066741,43.587426,32.209757,565.950769,601.745621,60.566179,86.838137,546.675488,183.916455,127.230239,117.496728,111.823476,106.495032,19.004386,84.422923,50.633327,146.862643,149.994315,76.391995,99.811702,19.919585,59.79105,204.525275,8.165663,348.66459,88.959409,450.474165,72.320347,388.492577,23.962015,301.200136,123.042916,184.98007,144.002085,16.069443,7.979983,207.645297,16.549576,273.13047,2240.717868,15576.722063,141.792411,23.593577,123.035083,201.894628,25.221334,11.004329,125.050264,35.76996
2024-01-01,136.471239,19.95656,282.839012,87.139962,4581.879283,513.568306,40.430565,27.933208,554.465248,525.518115,55.727785,67.42031,500.077455,155.131832,107.968086,101.589047,90.432856,85.491439,16.815759,70.471352,46.734976,120.361884,123.332463,63.74272,84.243285,17.353625,51.895803,187.012667,9.018502,305.272677,89.455716,409.358852,47.83903,323.947476,22.04529,260.25771,105.397282,155.048381,123.527718,14.499765,9.136713,187.379377,16.494055,243.786798,1913.821809,13557.864211,118.467417,23.957908,110.596953,160.253061,37.565727,8.800279,114.535734,31.395139
2024-04-01,172.954735,22.214042,341.774129,115.658326,5502.688002,654.013517,49.970915,36.057746,606.617734,674.9119,63.279951,87.569186,598.678978,194.052597,131.914234,128.848068,118.735799,114.979098,19.513132,92.105538,50.907897,167.012899,130.258561,83.692564,115.592575,22.475338,65.228059,228.063046,8.379395,387.605711,101.17256,478.642288,59.991216,436.367532,27.142515,330.089531,130.512577,201.891579,165.695059,16.521873,7.703777,243.725327,14.932596,287.43618,2394.5657,16638.939774,148.083392,23.306927,137.121398,222.281928,38.388334,11.834637,137.911134,37.868042
