date,year,quarter,mx_state,mx_muni,mx_state_norm,mx_muni_norm,remit_musd
2013-01-01,2013,1,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,40.690177
2013-04-01,2013,2,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,47.164073
2013-07-01,2013,3,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,44.001068
2013-10-01,2013,4,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,46.419031
2014-01-01,2014,1,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,46.458792
2014-04-01,2014,2,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,49.023317
2014-07-01,2014,3,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,46.008212
2014-10-01,2014,4,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,48.201841
2015-01-01,2015,1,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,47.967284
2015-04-01,2015,2,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,51.296273
2015-07-01,2015,3,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,52.315916
2015-10-01,2015,4,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,50.227159
2016-01-01,2016,1,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,52.842454
2016-04-01,2016,2,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,57.601149
2016-07-01,2016,3,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,59.16572
2016-10-01,2016,4,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,59.368743
2017-01-01,2017,1,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,57.980699
2017-04-01,2017,2,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,63.057783
2017-07-01,2017,3,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,61.756674
2017-10-01,2017,4,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,64.601995
2018-01-01,2018,1,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,60.96511
2018-04-01,2018,2,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,73.280705
2018-07-01,2018,3,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,69.217708
2018-10-01,2018,4,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,73.065541
2019-01-01,2019,1,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,66.217691
2019-04-01,2019,2,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,76.917815
2019-07-01,2019,3,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,80.325247
2019-10-01,2019,4,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,75.890028
2020-01-01,2020,1,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,73.811528
2020-04-01,2020,2,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,78.793024
2020-07-01,2020,3,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,76.604099
2020-10-01,2020,4,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,82.348782
2021-01-01,2021,1,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,82.405254
2021-04-01,2021,2,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,103.173135
2021-07-01,2021,3,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,102.919476
2021-10-01,2021,4,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,108.901307
2022-01-01,2022,1,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,102.83366
2022-04-01,2022,2,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,130.262718
2022-07-01,2022,3,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,139.269469
2022-10-01,2022,4,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,140.740351
2023-01-01,2023,1,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,130.011696
2023-04-01,2023,2,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,151.723333
2023-07-01,2023,3,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,146.955423
2023-10-01,2023,4,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,142.420138
2024-01-01,2024,1,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,126.789255
2024-04-01,2024,2,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,153.299347
2024-07-01,2024,3,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,152.611875
2024-10-01,2024,4,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,146.013213
2025-01-01,2025,1,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,129.440379
2025-04-01,2025,2,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,139.14422
2025-07-01,2025,3,Aguascalientes,Aguascalientes,aguascalientes,aguascalientes,143.836046
2013-01-01,2013,1,Aguascalientes,Asientos,aguascalientes,asientos,1.275886
2013-04-01,2013,2,Aguascalientes,Asientos,aguascalientes,asientos,1.606246
2013-07-01,2013,3,Aguascalientes,Asientos,aguascalientes,asientos,1.502257
2013-10-01,2013,4,Aguascalientes,Asientos,aguascalientes,asientos,1.388162
2014-01-01,2014,1,Aguascalientes,Asientos,aguascalientes,asientos,1.429231
2014-04-01,2014,2,Aguascalientes,Asientos,aguascalientes,asientos,1.631231
2014-07-01,2014,3,Aguascalientes,Asientos,aguascalientes,asientos,1.631423
2014-10-01,2014,4,Aguascalientes,Asientos,aguascalientes,asientos,1.431992
2015-01-01,2015,1,Aguascalientes,Asientos,aguascalientes,asientos,1.190699
2015-04-01,2015,2,Aguascalientes,Asientos,aguascalientes,asientos,1.355659
2015-07-01,2015,3,Aguascalientes,Asientos,aguascalientes,asientos,1.583431
2015-10-01,2015,4,Aguascalientes,Asientos,aguascalientes,asientos,1.465107
2016-01-01,2016,1,Aguascalientes,Asientos,aguascalientes,asientos,1.362542
2016-04-01,2016,2,Aguascalientes,Asientos,aguascalientes,asientos,1.511175
2016-07-01,2016,3,Aguascalientes,Asientos,aguascalientes,asientos,1.518016
2016-10-01,2016,4,Aguascalientes,Asientos,aguascalientes,asientos,1.457666
2017-01-01,2017,1,Aguascalientes,Asientos,aguascalientes,asientos,1.492826
2017-04-01,2017,2,Aguascalientes,Asientos,aguascalientes,asientos,1.660461
2017-07-01,2017,3,Aguascalientes,Asientos,aguascalientes,asientos,1.737887
2017-10-01,2017,4,Aguascalientes,Asientos,aguascalientes,asientos,1.57892
2018-01-01,2018,1,Aguascalientes,Asientos,aguascalientes,asientos,1.325843
2018-04-01,2018,2,Aguascalientes,Asientos,aguascalientes,asientos,1.877705
2018-07-01,2018,3,Aguascalientes,Asientos,aguascalientes,asientos,1.789423
2018-10-01,2018,4,Aguascalientes,Asientos,aguascalientes,asientos,1.754841
2019-01-01,2019,1,Aguascalientes,Asientos,aguascalientes,asientos,1.597535
2019-04-01,2019,2,Aguascalientes,Asientos,aguascalientes,asientos,2.020864
2019-07-01,2019,3,Aguascalientes,Asientos,aguascalientes,asientos,2.23902
2019-10-01,2019,4,Aguascalientes,Asientos,aguascalientes,asientos,2.069569
2020-01-01,2020,1,Aguascalientes,Asientos,aguascalientes,asientos,2.044574
2020-04-01,2020,2,Aguascalientes,Asientos,aguascalientes,asientos,1.576577
2020-07-01,2020,3,Aguascalientes,Asientos,aguascalientes,asientos,2.385082
2020-10-01,2020,4,Aguascalientes,Asientos,aguascalientes,asientos,2.431872
2021-01-01,2021,1,Aguascalientes,Asientos,aguascalientes,asientos,2.433211
2021-04-01,2021,2,Aguascalientes,Asientos,aguascalientes,asientos,3.212922
2021-07-01,2021,3,Aguascalientes,Asientos,aguascalientes,asientos,3.341644
2021-10-01,2021,4,Aguascalientes,Asientos,aguascalientes,asientos,3.513433
2022-01-01,2022,1,Aguascalientes,Asientos,aguascalientes,asientos,3.207481
2022-04-01,2022,2,Aguascalientes,Asientos,aguascalientes,asientos,4.238066
2022-07-01,2022,3,Aguascalientes,Asientos,aguascalientes,asientos,2.794456
2022-10-01,2022,4,Aguascalientes,Asientos,aguascalientes,asientos,2.609508
2023-01-01,2023,1,Aguascalientes,Asientos,aguascalientes,asientos,2.110338
2023-04-01,2023,2,Aguascalientes,Asientos,aguascalientes,asientos,2.487301
2023-07-01,2023,3,Aguascalientes,Asientos,aguascalientes,asientos,2.5562
2023-10-01,2023,4,Aguascalientes,Asientos,aguascalientes,asientos,2.595739
2024-01-01,2024,1,Aguascalientes,Asientos,aguascalientes,asientos,2.061161
2024-04-01,2024,2,Aguascalientes,Asientos,aguascalientes,asientos,2.60222
2024-07-01,2024,3,Aguascalientes,Asientos,aguascalientes,asientos,2.701753
2024-10-01,2024,4,Aguascalientes,Asientos,aguascalientes,asientos,2.542689
2025-01-01,2025,1,Aguascalientes,Asientos,aguascalientes,asientos,2.146409
2025-04-01,2025,2,Aguascalientes,Asientos,aguascalientes,asientos,2.555421
2025-07-01,2025,3,Aguascalientes,Asientos,aguascalientes,asientos,2.306994
2013-01-01,2013,1,Aguascalientes,Calvillo,aguascalientes,calvillo,10.178654
2013-04-01,2013,2,Aguascalientes,Calvillo,aguascalientes,calvillo,13.007311
2013-07-01,2013,3,Aguascalientes,Calvillo,aguascalientes,calvillo,13.560433
2013-10-01,2013,4,Aguascalientes,Calvillo,aguascalientes,calvillo,12.255393
2014-01-01,2014,1,Aguascalientes,Calvillo,aguascalientes,calvillo,12.457806
2014-04-01,2014,2,Aguascalientes,Calvillo,aguascalientes,calvillo,15.183738
2014-07-01,2014,3,Aguascalientes,Calvillo,aguascalientes,calvillo,16.484665
2014-10-01,2014,4,Aguascalientes,Calvillo,aguascalientes,calvillo,16.178299
2015-01-01,2015,1,Aguascalientes,Calvillo,aguascalientes,calvillo,14.820626
2015-04-01,2015,2,Aguascalientes,Calvillo,aguascalientes,calvillo,16.968338
2015-07-01,2015,3,Aguascalientes,Calvillo,aguascalientes,calvillo,19.539108
2015-10-01,2015,4,Aguascalientes,Calvillo,aguascalientes,calvillo,17.466998
2016-01-01,2016,1,Aguascalientes,Calvillo,aguascalientes,calvillo,17.236465
2016-04-01,2016,2,Aguascalientes,Calvillo,aguascalientes,calvillo,20.321942
2016-07-01,2016,3,Aguascalientes,Calvillo,aguascalientes,calvillo,21.24425
2016-10-01,2016,4,Aguascalientes,Calvillo,aguascalientes,calvillo,20.426799
2017-01-01,2017,1,Aguascalientes,Calvillo,aguascalientes,calvillo,19.565801
2017-04-01,2017,2,Aguascalientes,Calvillo,aguascalientes,calvillo,21.678634
2017-07-01,2017,3,Aguascalientes,Calvillo,aguascalientes,calvillo,23.301668
2017-10-01,2017,4,Aguascalientes,Calvillo,aguascalientes,calvillo,21.881016
2018-01-01,2018,1,Aguascalientes,Calvillo,aguascalientes,calvillo,18.291227
2018-04-01,2018,2,Aguascalientes,Calvillo,aguascalientes,calvillo,24.435202
2018-07-01,2018,3,Aguascalientes,Calvillo,aguascalientes,calvillo,22.897106
2018-10-01,2018,4,Aguascalientes,Calvillo,aguascalientes,calvillo,24.54882
2019-01-01,2019,1,Aguascalientes,Calvillo,aguascalientes,calvillo,19.661748
2019-04-01,2019,2,Aguascalientes,Calvillo,aguascalientes,calvillo,23.824148
2019-07-01,2019,3,Aguascalientes,Calvillo,aguascalientes,calvillo,26.738122
2019-10-01,2019,4,Aguascalientes,Calvillo,aguascalientes,calvillo,24.396324
2020-01-01,2020,1,Aguascalientes,Calvillo,aguascalientes,calvillo,24.997722
2020-04-01,2020,2,Aguascalientes,Calvillo,aguascalientes,calvillo,24.401831
2020-07-01,2020,3,Aguascalientes,Calvillo,aguascalientes,calvillo,22.695943
2020-10-01,2020,4,Aguascalientes,Calvillo,aguascalientes,calvillo,24.641266
2021-01-01,2021,1,Aguascalientes,Calvillo,aguascalientes,calvillo,23.922551
2021-04-01,2021,2,Aguascalientes,Calvillo,aguascalientes,calvillo,31.256883
2021-07-01,2021,3,Aguascalientes,Calvillo,aguascalientes,calvillo,31.681861
2021-10-01,2021,4,Aguascalientes,Calvillo,aguascalientes,calvillo,32.795604
2022-01-01,2022,1,Aguascalientes,Calvillo,aguascalientes,calvillo,25.41826
2022-04-01,2022,2,Aguascalientes,Calvillo,aguascalientes,calvillo,30.942361
2022-07-01,2022,3,Aguascalientes,Calvillo,aguascalientes,calvillo,34.035223
2022-10-01,2022,4,Aguascalientes,Calvillo,aguascalientes,calvillo,33.246612
2023-01-01,2023,1,Aguascalientes,Calvillo,aguascalientes,calvillo,28.156394
2023-04-01,2023,2,Aguascalientes,Calvillo,aguascalientes,calvillo,33.876008
2023-07-01,2023,3,Aguascalientes,Calvillo,aguascalientes,calvillo,35.849537
2023-10-01,2023,4,Aguascalientes,Calvillo,aguascalientes,calvillo,33.154972
2024-01-01,2024,1,Aguascalientes,Calvillo,aguascalientes,calvillo,27.632892
2024-04-01,2024,2,Aguascalientes,Calvillo,aguascalientes,calvillo,36.543144
2024-07-01,2024,3,Aguascalientes,Calvillo,aguascalientes,calvillo,39.715545
2024-10-01,2024,4,Aguascalientes,Calvillo,aguascalientes,calvillo,36.61137
2025-01-01,2025,1,Aguascalientes,Calvillo,aguascalientes,calvillo,31.107611
2025-04-01,2025,2,Aguascalientes,Calvillo,aguascalientes,calvillo,35.324419
2025-07-01,2025,3,Aguascalientes,Calvillo,aguascalientes,calvillo,38.071048
2013-01-01,2013,1,Aguascalientes,Cosío,aguascalientes,cosio,0.381639
2013-04-01,2013,2,Aguascalientes,Cosío,aguascalientes,cosio,0.418806
2013-07-01,2013,3,Aguascalientes,Cosío,aguascalientes,cosio,0.450624
2013-10-01,2013,4,Aguascalientes,Cosío,aguascalientes,cosio,0.415966
2014-01-01,2014,1,Aguascalientes,Cosío,aguascalientes,cosio,0.382609
2014-04-01,2014,2,Aguascalientes,Cosío,aguascalientes,cosio,0.516586
2014-07-01,2014,3,Aguascalientes,Cosío,aguascalientes,cosio,0.437124
2014-10-01,2014,4,Aguascalientes,Cosío,aguascalientes,cosio,0.474983
2015-01-01,2015,1,Aguascalientes,Cosío,aguascalientes,cosio,0.425509
2015-04-01,2015,2,Aguascalientes,Cosío,aguascalientes,cosio,0.504558
2015-07-01,2015,3,Aguascalientes,Cosío,aguascalientes,cosio,0.489504
2015-10-01,2015,4,Aguascalientes,Cosío,aguascalientes,cosio,0.458668
2016-01-01,2016,1,Aguascalientes,Cosío,aguascalientes,cosio,0.400584
2016-04-01,2016,2,Aguascalientes,Cosío,aguascalientes,cosio,0.527346
2016-07-01,2016,3,Aguascalientes,Cosío,aguascalientes,cosio,0.532115
2016-10-01,2016,4,Aguascalientes,Cosío,aguascalientes,cosio,0.49769
2017-01-01,2017,1,Aguascalientes,Cosío,aguascalientes,cosio,0.455583
2017-04-01,2017,2,Aguascalientes,Cosío,aguascalientes,cosio,0.592531
2017-07-01,2017,3,Aguascalientes,Cosío,aguascalientes,cosio,0.569799
2017-10-01,2017,4,Aguascalientes,Cosío,aguascalientes,cosio,0.480784
2018-01-01,2018,1,Aguascalientes,Cosío,aguascalientes,cosio,0.477717
2018-04-01,2018,2,Aguascalientes,Cosío,aguascalientes,cosio,0.55868
2018-07-01,2018,3,Aguascalientes,Cosío,aguascalientes,cosio,0.513314
2018-10-01,2018,4,Aguascalientes,Cosío,aguascalientes,cosio,0.529762
2019-01-01,2019,1,Aguascalientes,Cosío,aguascalientes,cosio,0.51631
2019-04-01,2019,2,Aguascalientes,Cosío,aguascalientes,cosio,0.600788
2019-07-01,2019,3,Aguascalientes,Cosío,aguascalientes,cosio,0.653958
2019-10-01,2019,4,Aguascalientes,Cosío,aguascalientes,cosio,0.627819
2020-01-01,2020,1,Aguascalientes,Cosío,aguascalientes,cosio,0.596901
2020-04-01,2020,2,Aguascalientes,Cosío,aguascalientes,cosio,0.678277
2020-07-01,2020,3,Aguascalientes,Cosío,aguascalientes,cosio,0.739281
2020-10-01,2020,4,Aguascalientes,Cosío,aguascalientes,cosio,0.767108
2021-01-01,2021,1,Aguascalientes,Cosío,aguascalientes,cosio,0.611792
2021-04-01,2021,2,Aguascalientes,Cosío,aguascalientes,cosio,1.002697
2021-07-01,2021,3,Aguascalientes,Cosío,aguascalientes,cosio,1.006253
2021-10-01,2021,4,Aguascalientes,Cosío,aguascalientes,cosio,1.084044
2022-01-01,2022,1,Aguascalientes,Cosío,aguascalientes,cosio,0.886365
2022-04-01,2022,2,Aguascalientes,Cosío,aguascalientes,cosio,1.157106
2022-07-01,2022,3,Aguascalientes,Cosío,aguascalientes,cosio,0.972692
2022-10-01,2022,4,Aguascalientes,Cosío,aguascalientes,cosio,0.965481
2023-01-01,2023,1,Aguascalientes,Cosío,aguascalientes,cosio,0.856711
2023-04-01,2023,2,Aguascalientes,Cosío,aguascalientes,cosio,0.991971
2023-07-01,2023,3,Aguascalientes,Cosío,aguascalientes,cosio,1.059245
2023-10-01,2023,4,Aguascalientes,Cosío,aguascalientes,cosio,0.979019
2024-01-01,2024,1,Aguascalientes,Cosío,aguascalientes,cosio,0.822001
2024-04-01,2024,2,Aguascalientes,Cosío,aguascalientes,cosio,0.993196
2024-07-01,2024,3,Aguascalientes,Cosío,aguascalientes,cosio,0.932156
2024-10-01,2024,4,Aguascalientes,Cosío,aguascalientes,cosio,0.772979
2025-01-01,2025,1,Aguascalientes,Cosío,aguascalientes,cosio,0.748116
2025-04-01,2025,2,Aguascalientes,Cosío,aguascalientes,cosio,0.78485
2025-07-01,2025,3,Aguascalientes,Cosío,aguascalientes,cosio,0.650252
2013-01-01,2013,1,Aguascalientes,El Llano,aguascalientes,el llano,1.288662
2013-04-01,2013,2,Aguascalientes,El Llano,aguascalientes,el llano,1.643225
2013-07-01,2013,3,Aguascalientes,El Llano,aguascalientes,el llano,1.276505
2013-10-01,2013,4,Aguascalientes,El Llano,aguascalientes,el llano,1.090384
2014-01-01,2014,1,Aguascalientes,El Llano,aguascalientes,el llano,0.183558
2014-04-01,2014,2,Aguascalientes,El Llano,aguascalientes,el llano,0.02954
2014-07-01,2014,3,Aguascalientes,El Llano,aguascalientes,el llano,0.056813
2014-10-01,2014,4,Aguascalientes,El Llano,aguascalientes,el llano,0.029892
2015-01-01,2015,1,Aguascalientes,El Llano,aguascalientes,el llano,0.191741
2015-04-01,2015,2,Aguascalientes,El Llano,aguascalientes,el llano,0.174593
2015-07-01,2015,3,Aguascalientes,El Llano,aguascalientes,el llano,0.167924
2015-10-01,2015,4,Aguascalientes,El Llano,aguascalientes,el llano,0.184848
2016-01-01,2016,1,Aguascalientes,El Llano,aguascalientes,el llano,0.079373
2016-04-01,2016,2,Aguascalientes,El Llano,aguascalientes,el llano,0.09794
2016-07-01,2016,3,Aguascalientes,El Llano,aguascalientes,el llano,0.11204
2016-10-01,2016,4,Aguascalientes,El Llano,aguascalientes,el llano,0.110323
2017-01-01,2017,1,Aguascalientes,El Llano,aguascalientes,el llano,0.207134
2017-04-01,2017,2,Aguascalientes,El Llano,aguascalientes,el llano,0.221335
2017-07-01,2017,3,Aguascalientes,El Llano,aguascalientes,el llano,0.214779
2017-10-01,2017,4,Aguascalientes,El Llano,aguascalientes,el llano,0.223122
2018-01-01,2018,1,Aguascalientes,El Llano,aguascalientes,el llano,0.319698
2018-04-01,2018,2,Aguascalientes,El Llano,aguascalientes,el llano,0.420205
2018-07-01,2018,3,Aguascalientes,El Llano,aguascalientes,el llano,0.386952
2018-10-01,2018,4,Aguascalientes,El Llano,aguascalientes,el llano,0.357499
2019-01-01,2019,1,Aguascalientes,El Llano,aguascalientes,el llano,0.395831
2019-04-01,2019,2,Aguascalientes,El Llano,aguascalientes,el llano,0.527647
2019-07-01,2019,3,Aguascalientes,El Llano,aguascalientes,el llano,0.354607
2019-10-01,2019,4,Aguascalientes,El Llano,aguascalientes,el llano,0.227052
2020-01-01,2020,1,Aguascalientes,El Llano,aguascalientes,el llano,0.216411
2020-04-01,2020,2,Aguascalientes,El Llano,aguascalientes,el llano,0.268053
2020-07-01,2020,3,Aguascalientes,El Llano,aguascalientes,el llano,0.301255
2020-10-01,2020,4,Aguascalientes,El Llano,aguascalientes,el llano,0.282604
2021-01-01,2021,1,Aguascalientes,El Llano,aguascalientes,el llano,0.384669
2021-04-01,2021,2,Aguascalientes,El Llano,aguascalientes,el llano,0.58996
2021-07-01,2021,3,Aguascalientes,El Llano,aguascalientes,el llano,0.595976
2021-10-01,2021,4,Aguascalientes,El Llano,aguascalientes,el llano,0.686925
2022-01-01,2022,1,Aguascalientes,El Llano,aguascalientes,el llano,0.652568
2022-04-01,2022,2,Aguascalientes,El Llano,aguascalientes,el llano,1.097635
2022-07-01,2022,3,Aguascalientes,El Llano,aguascalientes,el llano,0.325136
2022-10-01,2022,4,Aguascalientes,El Llano,aguascalientes,el llano,0.347641
2023-01-01,2023,1,Aguascalientes,El Llano,aguascalientes,el llano,0.314522
2023-04-01,2023,2,Aguascalientes,El Llano,aguascalientes,el llano,0.411424
2023-07-01,2023,3,Aguascalientes,El Llano,aguascalientes,el llano,0.398391
2023-10-01,2023,4,Aguascalientes,El Llano,aguascalientes,el llano,0.273385
2024-01-01,2024,1,Aguascalientes,El Llano,aguascalientes,el llano,0.21811
2024-04-01,2024,2,Aguascalientes,El Llano,aguascalientes,el llano,0.306182
2024-07-01,2024,3,Aguascalientes,El Llano,aguascalientes,el llano,0.25445
2024-10-01,2024,4,Aguascalientes,El Llano,aguascalientes,el llano,0.225846
2025-01-01,2025,1,Aguascalientes,El Llano,aguascalientes,el llano,0.246754
2025-04-01,2025,2,Aguascalientes,El Llano,aguascalientes,el llano,0.303163
2025-07-01,2025,3,Aguascalientes,El Llano,aguascalientes,el llano,0.241088
2013-01-01,2013,1,Aguascalientes,Jesús María,aguascalientes,jesus maria,2.214437
2013-04-01,2013,2,Aguascalientes,Jesús María,aguascalientes,jesus maria,2.927256
2013-07-01,2013,3,Aguascalientes,Jesús María,aguascalientes,jesus maria,2.541153
2013-10-01,2013,4,Aguascalientes,Jesús María,aguascalientes,jesus maria,2.595454
2014-01-01,2014,1,Aguascalientes,Jesús María,aguascalientes,jesus maria,2.38908
2014-04-01,2014,2,Aguascalientes,Jesús María,aguascalientes,jesus maria,2.607322
2014-07-01,2014,3,Aguascalientes,Jesús María,aguascalientes,jesus maria,2.226213
2014-10-01,2014,4,Aguascalientes,Jesús María,aguascalientes,jesus maria,2.380224
2015-01-01,2015,1,Aguascalientes,Jesús María,aguascalientes,jesus maria,2.181735
2015-04-01,2015,2,Aguascalientes,Jesús María,aguascalientes,jesus maria,2.312979
2015-07-01,2015,3,Aguascalientes,Jesús María,aguascalientes,jesus maria,2.316894
2015-10-01,2015,4,Aguascalientes,Jesús María,aguascalientes,jesus maria,2.249082
2016-01-01,2016,1,Aguascalientes,Jesús María,aguascalientes,jesus maria,2.178716
2016-04-01,2016,2,Aguascalientes,Jesús María,aguascalientes,jesus maria,2.512247
2016-07-01,2016,3,Aguascalientes,Jesús María,aguascalientes,jesus maria,2.516203
2016-10-01,2016,4,Aguascalientes,Jesús María,aguascalientes,jesus maria,2.388997
2017-01-01,2017,1,Aguascalientes,Jesús María,aguascalientes,jesus maria,2.495522
2017-04-01,2017,2,Aguascalientes,Jesús María,aguascalientes,jesus maria,2.828343
2017-07-01,2017,3,Aguascalientes,Jesús María,aguascalientes,jesus maria,3.020154
2017-10-01,2017,4,Aguascalientes,Jesús María,aguascalientes,jesus maria,3.032564
2018-01-01,2018,1,Aguascalientes,Jesús María,aguascalientes,jesus maria,2.805621
2018-04-01,2018,2,Aguascalientes,Jesús María,aguascalientes,jesus maria,3.359961
2018-07-01,2018,3,Aguascalientes,Jesús María,aguascalientes,jesus maria,2.967089
2018-10-01,2018,4,Aguascalientes,Jesús María,aguascalientes,jesus maria,3.065751
2019-01-01,2019,1,Aguascalientes,Jesús María,aguascalientes,jesus maria,2.728974
2019-04-01,2019,2,Aguascalientes,Jesús María,aguascalientes,jesus maria,3.386956
2019-07-01,2019,3,Aguascalientes,Jesús María,aguascalientes,jesus maria,3.663664
2019-10-01,2019,4,Aguascalientes,Jesús María,aguascalientes,jesus maria,3.401843
2020-01-01,2020,1,Aguascalientes,Jesús María,aguascalientes,jesus maria,3.458832
2020-04-01,2020,2,Aguascalientes,Jesús María,aguascalientes,jesus maria,3.843763
2020-07-01,2020,3,Aguascalientes,Jesús María,aguascalientes,jesus maria,5.930544
2020-10-01,2020,4,Aguascalientes,Jesús María,aguascalientes,jesus maria,4.431108
2021-01-01,2021,1,Aguascalientes,Jesús María,aguascalientes,jesus maria,4.440101
2021-04-01,2021,2,Aguascalientes,Jesús María,aguascalientes,jesus maria,5.599753
2021-07-01,2021,3,Aguascalientes,Jesús María,aguascalientes,jesus maria,6.292758
2021-10-01,2021,4,Aguascalientes,Jesús María,aguascalientes,jesus maria,6.464137
2022-01-01,2022,1,Aguascalientes,Jesús María,aguascalientes,jesus maria,5.618297
2022-04-01,2022,2,Aguascalientes,Jesús María,aguascalientes,jesus maria,7.105227
2022-07-01,2022,3,Aguascalientes,Jesús María,aguascalientes,jesus maria,7.076796
2022-10-01,2022,4,Aguascalientes,Jesús María,aguascalientes,jesus maria,7.391907
2023-01-01,2023,1,Aguascalientes,Jesús María,aguascalientes,jesus maria,6.593382
2023-04-01,2023,2,Aguascalientes,Jesús María,aguascalientes,jesus maria,7.808476
2023-07-01,2023,3,Aguascalientes,Jesús María,aguascalientes,jesus maria,8.080289
2023-10-01,2023,4,Aguascalientes,Jesús María,aguascalientes,jesus maria,7.580667
2024-01-01,2024,1,Aguascalientes,Jesús María,aguascalientes,jesus maria,6.644803
2024-04-01,2024,2,Aguascalientes,Jesús María,aguascalientes,jesus maria,8.326401
2024-07-01,2024,3,Aguascalientes,Jesús María,aguascalientes,jesus maria,7.852106
2024-10-01,2024,4,Aguascalientes,Jesús María,aguascalientes,jesus maria,8.901689
2025-01-01,2025,1,Aguascalientes,Jesús María,aguascalientes,jesus maria,8.096684
2025-04-01,2025,2,Aguascalientes,Jesús María,aguascalientes,jesus maria,7.793336
2025-07-01,2025,3,Aguascalientes,Jesús María,aguascalientes,jesus maria,6.901764
2013-01-01,2013,1,Aguascalientes,No identificado,aguascalientes,no identificado,0.041156
2013-04-01,2013,2,Aguascalientes,No identificado,aguascalientes,no identificado,0.0
2013-07-01,2013,3,Aguascalientes,No identificado,aguascalientes,no identificado,0.0
2013-10-01,2013,4,Aguascalientes,No identificado,aguascalientes,no identificado,0.0
2014-01-01,2014,1,Aguascalientes,No identificado,aguascalientes,no identificado,0.000132
2014-04-01,2014,2,Aguascalientes,No identificado,aguascalientes,no identificado,0.0
2014-07-01,2014,3,Aguascalientes,No identificado,aguascalientes,no identificado,0.0
2014-10-01,2014,4,Aguascalientes,No identificado,aguascalientes,no identificado,0.0
2015-01-01,2015,1,Aguascalientes,No identificado,aguascalientes,no identificado,0.0
2015-04-01,2015,2,Aguascalientes,No identificado,aguascalientes,no identificado,0.0
2015-07-01,2015,3,Aguascalientes,No identificado,aguascalientes,no identificado,0.0
2015-10-01,2015,4,Aguascalientes,No identificado,aguascalientes,no identificado,0.0
2016-01-01,2016,1,Aguascalientes,No identificado,aguascalientes,no identificado,0.0
2016-04-01,2016,2,Aguascalientes,No identificado,aguascalientes,no identificado,0.0
2016-07-01,2016,3,Aguascalientes,No identificado,aguascalientes,no identificado,0.0
2016-10-01,2016,4,Aguascalientes,No identificado,aguascalientes,no identificado,0.0
2017-01-01,2017,1,Aguascalientes,No identificado,aguascalientes,no identificado,0.0
2017-04-01,2017,2,Aguascalientes,No identificado,aguascalientes,no identificado,0.0
2017-07-01,2017,3,Aguascalientes,No identificado,aguascalientes,no identificado,0.0
2017-10-01,2017,4,Aguascalientes,No identificado,aguascalientes,no identificado,0.0
