date,year,quarter,mx_state,mx_muni,mx_state_norm,mx_muni_norm,remit_musd
2015-07-01,2015,3,Guanajuato,Ocampo,guanajuato,ocampo,4.239616
2015-10-01,2015,4,Guanajuato,Ocampo,guanajuato,ocampo,3.991767
2016-01-01,2016,1,Guanajuato,Ocampo,guanajuato,ocampo,4.093114
2016-04-01,2016,2,Guanajuato,Ocampo,guanajuato,ocampo,1.890144
2016-07-01,2016,3,Guanajuato,Ocampo,guanajuato,ocampo,2.231955
2016-10-01,2016,4,Guanajuato,Ocampo,guanajuato,ocampo,2.389594
2017-01-01,2017,1,Guanajuato,Ocampo,guanajuato,ocampo,2.412617
2017-04-01,2017,2,Guanajuato,Ocampo,guanajuato,ocampo,2.773247
2017-07-01,2017,3,Guanajuato,Ocampo,guanajuato,ocampo,2.833601
2017-10-01,2017,4,Guanajuato,Ocampo,guanajuato,ocampo,2.988478
2018-01-01,2018,1,Guanajuato,Ocampo,guanajuato,ocampo,2.871848
2018-04-01,2018,2,Guanajuato,Ocampo,guanajuato,ocampo,3.925321
2018-07-01,2018,3,Guanajuato,Ocampo,guanajuato,ocampo,3.858822
2018-10-01,2018,4,Guanajuato,Ocampo,guanajuato,ocampo,4.244074
2019-01-01,2019,1,Guanajuato,Ocampo,guanajuato,ocampo,3.897689
2019-04-01,2019,2,Guanajuato,Ocampo,guanajuato,ocampo,5.19425
2019-07-01,2019,3,Guanajuato,Ocampo,guanajuato,ocampo,5.395019
2019-10-01,2019,4,Guanajuato,Ocampo,guanajuato,ocampo,5.245315
2020-01-01,2020,1,Guanajuato,Ocampo,guanajuato,ocampo,5.017907
2020-04-01,2020,2,Guanajuato,Ocampo,guanajuato,ocampo,5.898461
2020-07-01,2020,3,Guanajuato,Ocampo,guanajuato,ocampo,5.594512
2020-10-01,2020,4,Guanajuato,Ocampo,guanajuato,ocampo,6.033727
2021-01-01,2021,1,Guanajuato,Ocampo,guanajuato,ocampo,4.603256
2021-04-01,2021,2,Guanajuato,Ocampo,guanajuato,ocampo,6.76832
2021-07-01,2021,3,Guanajuato,Ocampo,guanajuato,ocampo,7.5514
2021-10-01,2021,4,Guanajuato,Ocampo,guanajuato,ocampo,6.81303
2022-01-01,2022,1,Guanajuato,Ocampo,guanajuato,ocampo,5.915964
2022-04-01,2022,2,Guanajuato,Ocampo,guanajuato,ocampo,7.040461
2022-07-01,2022,3,Guanajuato,Ocampo,guanajuato,ocampo,6.174803
2022-10-01,2022,4,Guanajuato,Ocampo,guanajuato,ocampo,5.42828
2023-01-01,2023,1,Guanajuato,Ocampo,guanajuato,ocampo,4.940995
2023-04-01,2023,2,Guanajuato,Ocampo,guanajuato,ocampo,6.498554
2023-07-01,2023,3,Guanajuato,Ocampo,guanajuato,ocampo,3.578207
2023-10-01,2023,4,Guanajuato,Ocampo,guanajuato,ocampo,3.054962
2024-01-01,2024,1,Guanajuato,Ocampo,guanajuato,ocampo,2.93492
2024-04-01,2024,2,Guanajuato,Ocampo,guanajuato,ocampo,4.139644
2024-07-01,2024,3,Guanajuato,Ocampo,guanajuato,ocampo,4.977013
2024-10-01,2024,4,Guanajuato,Ocampo,guanajuato,ocampo,6.11355
2025-01-01,2025,1,Guanajuato,Ocampo,guanajuato,ocampo,5.219535
2025-04-01,2025,2,Guanajuato,Ocampo,guanajuato,ocampo,6.509217
2025-07-01,2025,3,Guanajuato,Ocampo,guanajuato,ocampo,7.521551
2013-01-01,2013,1,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,4.611337
2013-04-01,2013,2,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,3.170056
2013-07-01,2013,3,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,1.637136
2013-10-01,2013,4,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,4.329543
2014-01-01,2014,1,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,4.396873
2014-04-01,2014,2,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,4.68249
2014-07-01,2014,3,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,4.203697
2014-10-01,2014,4,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,4.584192
2015-01-01,2015,1,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,4.840273
2015-04-01,2015,2,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,4.498027
2015-07-01,2015,3,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,4.739246
2015-10-01,2015,4,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,4.776906
2016-01-01,2016,1,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,4.616905
2016-04-01,2016,2,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,4.711795
2016-07-01,2016,3,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,4.676919
2016-10-01,2016,4,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,5.139655
2017-01-01,2017,1,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,5.228019
2017-04-01,2017,2,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,5.437539
2017-07-01,2017,3,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,5.133093
2017-10-01,2017,4,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,5.817046
2018-01-01,2018,1,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,5.082572
2018-04-01,2018,2,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,6.391983
2018-07-01,2018,3,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,5.448079
2018-10-01,2018,4,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,6.821761
2019-01-01,2019,1,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,6.048249
2019-04-01,2019,2,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,7.082662
2019-07-01,2019,3,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,7.081526
2019-10-01,2019,4,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,7.182091
2020-01-01,2020,1,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,7.498903
2020-04-01,2020,2,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,7.5225
2020-07-01,2020,3,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,7.223854
2020-10-01,2020,4,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,7.289296
2021-01-01,2021,1,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,6.532801
2021-04-01,2021,2,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,8.316932
2021-07-01,2021,3,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,8.100935
2021-10-01,2021,4,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,8.300109
2022-01-01,2022,1,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,6.589638
2022-04-01,2022,2,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,7.753071
2022-07-01,2022,3,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,8.428783
2022-10-01,2022,4,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,8.501356
2023-01-01,2023,1,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,7.518115
2023-04-01,2023,2,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,8.854041
2023-07-01,2023,3,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,7.732142
2023-10-01,2023,4,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,6.935228
2024-01-01,2024,1,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,6.456482
2024-04-01,2024,2,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,8.073344
2024-07-01,2024,3,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,7.93431
2024-10-01,2024,4,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,7.784224
2025-01-01,2025,1,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,7.057831
2025-04-01,2025,2,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,6.560688
2025-07-01,2025,3,Guanajuato,Pueblo Nuevo,guanajuato,pueblo nuevo,6.693285
2013-01-01,2013,1,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.603349
2013-04-01,2013,2,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.783344
2013-07-01,2013,3,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.654275
2013-10-01,2013,4,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.42605
2014-01-01,2014,1,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.664248
2014-04-01,2014,2,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.866631
2014-07-01,2014,3,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.799486
2014-10-01,2014,4,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.754565
2015-01-01,2015,1,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.841927
2015-04-01,2015,2,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.83884
2015-07-01,2015,3,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,1.006488
2015-10-01,2015,4,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.97259
2016-01-01,2016,1,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,1.099806
2016-04-01,2016,2,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,1.184319
2016-07-01,2016,3,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,1.125696
2016-10-01,2016,4,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,1.156928
2017-01-01,2017,1,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,1.227148
2017-04-01,2017,2,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,1.400108
2017-07-01,2017,3,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,1.542033
2017-10-01,2017,4,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,1.629448
2018-01-01,2018,1,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,1.55214
2018-04-01,2018,2,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,1.794859
2018-07-01,2018,3,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,1.569621
2018-10-01,2018,4,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,1.649306
2019-01-01,2019,1,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,1.48418
2019-04-01,2019,2,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,1.731947
2019-07-01,2019,3,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,1.823472
2019-10-01,2019,4,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,2.008325
2020-01-01,2020,1,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,2.06324
2020-04-01,2020,2,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,1.4453
2020-07-01,2020,3,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.723329
2020-10-01,2020,4,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.655912
2021-01-01,2021,1,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.720263
2021-04-01,2021,2,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.958747
2021-07-01,2021,3,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,1.060841
2021-10-01,2021,4,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,1.040624
2022-01-01,2022,1,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,1.011552
2022-04-01,2022,2,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,1.58784
2022-07-01,2022,3,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.523647
2022-10-01,2022,4,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.538836
2023-01-01,2023,1,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.473526
2023-04-01,2023,2,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.586025
2023-07-01,2023,3,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.475829
2023-10-01,2023,4,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.383258
2024-01-01,2024,1,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.354589
2024-04-01,2024,2,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.4537
2024-07-01,2024,3,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.522231
2024-10-01,2024,4,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,0.526991
2025-01-01,2025,1,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,1.810054
2025-04-01,2025,2,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,2.329993
2025-07-01,2025,3,Guanajuato,Purísima del Rincón,guanajuato,purisima del rincon,2.642622
2013-01-01,2013,1,Guanajuato,Pénjamo,guanajuato,penjamo,14.308769
2013-04-01,2013,2,Guanajuato,Pénjamo,guanajuato,penjamo,20.797229
2013-07-01,2013,3,Guanajuato,Pénjamo,guanajuato,penjamo,18.994878
2013-10-01,2013,4,Guanajuato,Pénjamo,guanajuato,penjamo,14.000774
2014-01-01,2014,1,Guanajuato,Pénjamo,guanajuato,penjamo,15.21863
2014-04-01,2014,2,Guanajuato,Pénjamo,guanajuato,penjamo,16.652224
2014-07-01,2014,3,Guanajuato,Pénjamo,guanajuato,penjamo,15.712006
2014-10-01,2014,4,Guanajuato,Pénjamo,guanajuato,penjamo,14.215227
2015-01-01,2015,1,Guanajuato,Pénjamo,guanajuato,penjamo,15.719099
2015-04-01,2015,2,Guanajuato,Pénjamo,guanajuato,penjamo,16.112198
2015-07-01,2015,3,Guanajuato,Pénjamo,guanajuato,penjamo,17.905882
2015-10-01,2015,4,Guanajuato,Pénjamo,guanajuato,penjamo,16.161686
2016-01-01,2016,1,Guanajuato,Pénjamo,guanajuato,penjamo,16.488105
2016-04-01,2016,2,Guanajuato,Pénjamo,guanajuato,penjamo,18.167145
2016-07-01,2016,3,Guanajuato,Pénjamo,guanajuato,penjamo,17.42564
2016-10-01,2016,4,Guanajuato,Pénjamo,guanajuato,penjamo,16.540553
2017-01-01,2017,1,Guanajuato,Pénjamo,guanajuato,penjamo,16.79799
2017-04-01,2017,2,Guanajuato,Pénjamo,guanajuato,penjamo,19.873574
2017-07-01,2017,3,Guanajuato,Pénjamo,guanajuato,penjamo,20.113839
2017-10-01,2017,4,Guanajuato,Pénjamo,guanajuato,penjamo,21.52187
2018-01-01,2018,1,Guanajuato,Pénjamo,guanajuato,penjamo,18.69528
2018-04-01,2018,2,Guanajuato,Pénjamo,guanajuato,penjamo,24.631119
2018-07-01,2018,3,Guanajuato,Pénjamo,guanajuato,penjamo,22.125372
2018-10-01,2018,4,Guanajuato,Pénjamo,guanajuato,penjamo,24.432084
2019-01-01,2019,1,Guanajuato,Pénjamo,guanajuato,penjamo,20.484437
2019-04-01,2019,2,Guanajuato,Pénjamo,guanajuato,penjamo,26.000573
2019-07-01,2019,3,Guanajuato,Pénjamo,guanajuato,penjamo,27.675254
2019-10-01,2019,4,Guanajuato,Pénjamo,guanajuato,penjamo,25.831055
2020-01-01,2020,1,Guanajuato,Pénjamo,guanajuato,penjamo,27.9972
2020-04-01,2020,2,Guanajuato,Pénjamo,guanajuato,penjamo,31.436415
2020-07-01,2020,3,Guanajuato,Pénjamo,guanajuato,penjamo,27.821429
2020-10-01,2020,4,Guanajuato,Pénjamo,guanajuato,penjamo,30.409985
2021-01-01,2021,1,Guanajuato,Pénjamo,guanajuato,penjamo,30.768336
2021-04-01,2021,2,Guanajuato,Pénjamo,guanajuato,penjamo,38.814509
2021-07-01,2021,3,Guanajuato,Pénjamo,guanajuato,penjamo,37.23216
2021-10-01,2021,4,Guanajuato,Pénjamo,guanajuato,penjamo,38.753037
2022-01-01,2022,1,Guanajuato,Pénjamo,guanajuato,penjamo,31.614
2022-04-01,2022,2,Guanajuato,Pénjamo,guanajuato,penjamo,40.207563
2022-07-01,2022,3,Guanajuato,Pénjamo,guanajuato,penjamo,37.973762
2022-10-01,2022,4,Guanajuato,Pénjamo,guanajuato,penjamo,37.622607
2023-01-01,2023,1,Guanajuato,Pénjamo,guanajuato,penjamo,32.909162
2023-04-01,2023,2,Guanajuato,Pénjamo,guanajuato,penjamo,40.068248
2023-07-01,2023,3,Guanajuato,Pénjamo,guanajuato,penjamo,39.93431
2023-10-01,2023,4,Guanajuato,Pénjamo,guanajuato,penjamo,37.587531
2024-01-01,2024,1,Guanajuato,Pénjamo,guanajuato,penjamo,31.880916
2024-04-01,2024,2,Guanajuato,Pénjamo,guanajuato,penjamo,42.397306
2024-07-01,2024,3,Guanajuato,Pénjamo,guanajuato,penjamo,42.479771
2024-10-01,2024,4,Guanajuato,Pénjamo,guanajuato,penjamo,41.054768
2025-01-01,2025,1,Guanajuato,Pénjamo,guanajuato,penjamo,33.753579
2025-04-01,2025,2,Guanajuato,Pénjamo,guanajuato,penjamo,38.439784
2025-07-01,2025,3,Guanajuato,Pénjamo,guanajuato,penjamo,40.18218
2013-01-01,2013,1,Guanajuato,Romita,guanajuato,romita,6.842312
2013-04-01,2013,2,Guanajuato,Romita,guanajuato,romita,8.052738
2013-07-01,2013,3,Guanajuato,Romita,guanajuato,romita,6.328583
2013-10-01,2013,4,Guanajuato,Romita,guanajuato,romita,5.106507
2014-01-01,2014,1,Guanajuato,Romita,guanajuato,romita,5.664905
2014-04-01,2014,2,Guanajuato,Romita,guanajuato,romita,6.724925
2014-07-01,2014,3,Guanajuato,Romita,guanajuato,romita,6.044895
2014-10-01,2014,4,Guanajuato,Romita,guanajuato,romita,5.233163
2015-01-01,2015,1,Guanajuato,Romita,guanajuato,romita,5.685254
2015-04-01,2015,2,Guanajuato,Romita,guanajuato,romita,5.719838
2015-07-01,2015,3,Guanajuato,Romita,guanajuato,romita,6.307729
2015-10-01,2015,4,Guanajuato,Romita,guanajuato,romita,5.482167
2016-01-01,2016,1,Guanajuato,Romita,guanajuato,romita,5.859055
2016-04-01,2016,2,Guanajuato,Romita,guanajuato,romita,6.441655
2016-07-01,2016,3,Guanajuato,Romita,guanajuato,romita,6.290717
2016-10-01,2016,4,Guanajuato,Romita,guanajuato,romita,6.186272
2017-01-01,2017,1,Guanajuato,Romita,guanajuato,romita,6.52987
2017-04-01,2017,2,Guanajuato,Romita,guanajuato,romita,7.785627
2017-07-01,2017,3,Guanajuato,Romita,guanajuato,romita,7.581446
2017-10-01,2017,4,Guanajuato,Romita,guanajuato,romita,8.292789
2018-01-01,2018,1,Guanajuato,Romita,guanajuato,romita,7.494392
2018-04-01,2018,2,Guanajuato,Romita,guanajuato,romita,10.122558
2018-07-01,2018,3,Guanajuato,Romita,guanajuato,romita,8.702113
2018-10-01,2018,4,Guanajuato,Romita,guanajuato,romita,9.670888
2019-01-01,2019,1,Guanajuato,Romita,guanajuato,romita,8.12957
2019-04-01,2019,2,Guanajuato,Romita,guanajuato,romita,10.156939
2019-07-01,2019,3,Guanajuato,Romita,guanajuato,romita,10.729793
2019-10-01,2019,4,Guanajuato,Romita,guanajuato,romita,10.011152
2020-01-01,2020,1,Guanajuato,Romita,guanajuato,romita,5.306441
2020-04-01,2020,2,Guanajuato,Romita,guanajuato,romita,6.027809
2020-07-01,2020,3,Guanajuato,Romita,guanajuato,romita,5.778074
2020-10-01,2020,4,Guanajuato,Romita,guanajuato,romita,5.164317
2021-01-01,2021,1,Guanajuato,Romita,guanajuato,romita,5.277959
2021-04-01,2021,2,Guanajuato,Romita,guanajuato,romita,6.637016
2021-07-01,2021,3,Guanajuato,Romita,guanajuato,romita,6.546788
2021-10-01,2021,4,Guanajuato,Romita,guanajuato,romita,6.768545
2022-01-01,2022,1,Guanajuato,Romita,guanajuato,romita,11.908402
2022-04-01,2022,2,Guanajuato,Romita,guanajuato,romita,18.278907
2022-07-01,2022,3,Guanajuato,Romita,guanajuato,romita,17.513134
2022-10-01,2022,4,Guanajuato,Romita,guanajuato,romita,16.569747
2023-01-01,2023,1,Guanajuato,Romita,guanajuato,romita,15.516733
2023-04-01,2023,2,Guanajuato,Romita,guanajuato,romita,18.764988
2023-07-01,2023,3,Guanajuato,Romita,guanajuato,romita,19.664494
2023-10-01,2023,4,Guanajuato,Romita,guanajuato,romita,18.533904
2024-01-01,2024,1,Guanajuato,Romita,guanajuato,romita,15.077429
2024-04-01,2024,2,Guanajuato,Romita,guanajuato,romita,19.697806
2024-07-01,2024,3,Guanajuato,Romita,guanajuato,romita,19.795204
2024-10-01,2024,4,Guanajuato,Romita,guanajuato,romita,17.384753
2025-01-01,2025,1,Guanajuato,Romita,guanajuato,romita,15.295564
2025-04-01,2025,2,Guanajuato,Romita,guanajuato,romita,18.234943
2025-07-01,2025,3,Guanajuato,Romita,guanajuato,romita,19.589502
2013-01-01,2013,1,Guanajuato,Salamanca,guanajuato,salamanca,15.649523
2013-04-01,2013,2,Guanajuato,Salamanca,guanajuato,salamanca,20.033114
2013-07-01,2013,3,Guanajuato,Salamanca,guanajuato,salamanca,17.86479
2013-10-01,2013,4,Guanajuato,Salamanca,guanajuato,salamanca,17.613006
2014-01-01,2014,1,Guanajuato,Salamanca,guanajuato,salamanca,17.599144
2014-04-01,2014,2,Guanajuato,Salamanca,guanajuato,salamanca,19.629666
2014-07-01,2014,3,Guanajuato,Salamanca,guanajuato,salamanca,18.836968
2014-10-01,2014,4,Guanajuato,Salamanca,guanajuato,salamanca,17.652325
2015-01-01,2015,1,Guanajuato,Salamanca,guanajuato,salamanca,17.538256
2015-04-01,2015,2,Guanajuato,Salamanca,guanajuato,salamanca,17.922012
2015-07-01,2015,3,Guanajuato,Salamanca,guanajuato,salamanca,20.516875
2015-10-01,2015,4,Guanajuato,Salamanca,guanajuato,salamanca,19.071929
2016-01-01,2016,1,Guanajuato,Salamanca,guanajuato,salamanca,18.874356
2016-04-01,2016,2,Guanajuato,Salamanca,guanajuato,salamanca,20.422923
2016-07-01,2016,3,Guanajuato,Salamanca,guanajuato,salamanca,20.409565
2016-10-01,2016,4,Guanajuato,Salamanca,guanajuato,salamanca,19.83047
2017-01-01,2017,1,Guanajuato,Salamanca,guanajuato,salamanca,19.862639
2017-04-01,2017,2,Guanajuato,Salamanca,guanajuato,salamanca,23.090958
2017-07-01,2017,3,Guanajuato,Salamanca,guanajuato,salamanca,23.018621
2017-10-01,2017,4,Guanajuato,Salamanca,guanajuato,salamanca,24.107493
2018-01-01,2018,1,Guanajuato,Salamanca,guanajuato,salamanca,20.986524
2018-04-01,2018,2,Guanajuato,Salamanca,guanajuato,salamanca,26.13494
2018-07-01,2018,3,Guanajuato,Salamanca,guanajuato,salamanca,24.953156
2018-10-01,2018,4,Guanajuato,Salamanca,guanajuato,salamanca,26.456976
2019-01-01,2019,1,Guanajuato,Salamanca,guanajuato,salamanca,22.088466
2019-04-01,2019,2,Guanajuato,Salamanca,guanajuato,salamanca,26.355768
2019-07-01,2019,3,Guanajuato,Salamanca,guanajuato,salamanca,27.26648
2019-10-01,2019,4,Guanajuato,Salamanca,guanajuato,salamanca,25.738169
2020-01-01,2020,1,Guanajuato,Salamanca,guanajuato,salamanca,25.601302
2020-04-01,2020,2,Guanajuato,Salamanca,guanajuato,salamanca,29.127891
2020-07-01,2020,3,Guanajuato,Salamanca,guanajuato,salamanca,28.856277
2020-10-01,2020,4,Guanajuato,Salamanca,guanajuato,salamanca,27.528116
2021-01-01,2021,1,Guanajuato,Salamanca,guanajuato,salamanca,26.577693
2021-04-01,2021,2,Guanajuato,Salamanca,guanajuato,salamanca,33.137412
2021-07-01,2021,3,Guanajuato,Salamanca,guanajuato,salamanca,34.134636
2021-10-01,2021,4,Guanajuato,Salamanca,guanajuato,salamanca,36.526733
2022-01-01,2022,1,Guanajuato,Salamanca,guanajuato,salamanca,31.57495
2022-04-01,2022,2,Guanajuato,Salamanca,guanajuato,salamanca,37.858688
2022-07-01,2022,3,Guanajuato,Salamanca,guanajuato,salamanca,37.826902
2022-10-01,2022,4,Guanajuato,Salamanca,guanajuato,salamanca,38.035559
2023-01-01,2023,1,Guanajuato,Salamanca,guanajuato,salamanca,33.480138
2023-04-01,2023,2,Guanajuato,Salamanca,guanajuato,salamanca,40.748736
2023-07-01,2023,3,Guanajuato,Salamanca,guanajuato,salamanca,39.990409
2023-10-01,2023,4,Guanajuato,Salamanca,guanajuato,salamanca,37.505924
2024-01-01,2024,1,Guanajuato,Salamanca,guanajuato,salamanca,30.856712
2024-04-01,2024,2,Guanajuato,Salamanca,guanajuato,salamanca,38.267976
2024-07-01,2024,3,Guanajuato,Salamanca,guanajuato,salamanca,38.45742
2024-10-01,2024,4,Guanajuato,Salamanca,guanajuato,salamanca,35.980332
2025-01-01,2025,1,Guanajuato,Salamanca,guanajuato,salamanca,31.103942
2025-04-01,2025,2,Guanajuato,Salamanca,guanajuato,salamanca,36.416044
2025-07-01,2025,3,Guanajuato,Salamanca,guanajuato,salamanca,41.058838
2013-01-01,2013,1,Guanajuato,Salvatierra,guanajuato,salvatierra,17.571983
2013-04-01,2013,2,Guanajuato,Salvatierra,guanajuato,salvatierra,21.816067
2013-07-01,2013,3,Guanajuato,Salvatierra,guanajuato,salvatierra,20.128982
2013-10-01,2013,4,Guanajuato,Salvatierra,guanajuato,salvatierra,20.111353
2014-01-01,2014,1,Guanajuato,Salvatierra,guanajuato,salvatierra,19.860518
2014-04-01,2014,2,Guanajuato,Salvatierra,guanajuato,salvatierra,21.658698
2014-07-01,2014,3,Guanajuato,Salvatierra,guanajuato,salvatierra,20.727168
2014-10-01,2014,4,Guanajuato,Salvatierra,guanajuato,salvatierra,20.417478
2015-01-01,2015,1,Guanajuato,Salvatierra,guanajuato,salvatierra,19.550842
2015-04-01,2015,2,Guanajuato,Salvatierra,guanajuato,salvatierra,19.638782
2015-07-01,2015,3,Guanajuato,Salvatierra,guanajuato,salvatierra,22.657564
2015-10-01,2015,4,Guanajuato,Salvatierra,guanajuato,salvatierra,21.744137
2016-01-01,2016,1,Guanajuato,Salvatierra,guanajuato,salvatierra,20.800531
2016-04-01,2016,2,Guanajuato,Salvatierra,guanajuato,salvatierra,23.006481
2016-07-01,2016,3,Guanajuato,Salvatierra,guanajuato,salvatierra,22.772468
2016-10-01,2016,4,Guanajuato,Salvatierra,guanajuato,salvatierra,22.842841
2017-01-01,2017,1,Guanajuato,Salvatierra,guanajuato,salvatierra,21.680541
2017-04-01,2017,2,Guanajuato,Salvatierra,guanajuato,salvatierra,24.279719
2017-07-01,2017,3,Guanajuato,Salvatierra,guanajuato,salvatierra,24.578407
2017-10-01,2017,4,Guanajuato,Salvatierra,guanajuato,salvatierra,25.407094
2018-01-01,2018,1,Guanajuato,Salvatierra,guanajuato,salvatierra,21.197164
2018-04-01,2018,2,Guanajuato,Salvatierra,guanajuato,salvatierra,27.720945
2018-07-01,2018,3,Guanajuato,Salvatierra,guanajuato,salvatierra,25.815324
2018-10-01,2018,4,Guanajuato,Salvatierra,guanajuato,salvatierra,28.881628
2019-01-01,2019,1,Guanajuato,Salvatierra,guanajuato,salvatierra,23.530066
2019-04-01,2019,2,Guanajuato,Salvatierra,guanajuato,salvatierra,28.781112
