"mx_state","mx_municipality","2013-01-01","2013-04-01","2013-07-01","2013-10-01","2014-01-01","2014-04-01","2014-07-01","2014-10-01","2015-01-01","2015-04-01","2015-07-01","2015-10-01","2016-01-01","2016-04-01","2016-07-01","2016-10-01","2017-01-01","2017-04-01","2017-07-01","2017-10-01","2018-01-01","2018-04-01","2018-07-01","2018-10-01","2019-01-01","2019-04-01","2019-07-01","2019-10-01","2020-01-01","2020-04-01","2020-07-01","2020-10-01","2021-01-01","2021-04-01","2021-07-01","2021-10-01","2022-01-01","2022-04-01","2022-07-01","2022-10-01","2023-01-01","2023-04-01","2023-07-01","2023-10-01","2024-01-01","2024-04-01","2024-07-01","2024-10-01","2025-01-01","2025-04-01","2025-07-01"
"Aguascalientes","Aguascalientes",23.5258761685033,28.3837361214193,25.0493260660498,25.6572404274047,22.3710827722809,23.647803826274,26.1094614019907,25.6734753531743,26.2123780681458,30.4348286152312,31.8210887455882,29.7321138275008,30.0653691224794,34.0287476286437,33.500125899893,33.6499663201513,33.7493799838313,37.3309505941762,37.4643439315825,38.8285349929811,34.7394851482184,44.5967542723328,41.3539009499732,43.335013126349,38.7086652250075,46.6233544354172,49.1047504303246,45.7698381505545,45.834306129491,49.1613660039264,52.516973675333,51.9627534738849,51.7040760607623,64.0250026436429,65.4831205712061,67.696179620826,59.1240717198797,70.9817691630832,74.8815478584217,74.5474719161237,66.1247602480191,78.0137820334017,84.3705516833413,79.7465205725983,69.1997648258674,85.3521548418768,85.7643972150912,82.2666731629713,70.636608149242,74.5531941635061,78.8151144915063
"Aguascalientes","Asientos",1.72706689953158,2.04966930663896,1.80057892456717,1.85014452993778,1.61529484917922,1.72397789350641,1.87716166119501,1.8572684934718,1.86557322859558,2.15875504670619,2.25879802402892,2.11329149096304,2.15785466976856,2.47194439980328,2.40650487190557,2.42292214505287,2.44438613575823,2.71475300882698,2.7123551510492,2.81714959812407,2.51659214212822,3.2196658069293,2.97639749759648,3.11907710419298,2.81075970706475,3.38146960379436,3.52102650339482,3.29771625577563,3.3118304185495,3.53621624088271,3.71219102386889,3.69652271342584,3.66314316588438,4.51474529279936,4.57445865915421,4.75170191879331,4.15492040457451,4.96352703162685,5.21704796973403,5.21700893311352,4.55260379937254,5.34609450900103,6.05832704891569,5.69848799222002,4.95211615638721,6.13388136978548,6.16135085452037,5.93092019892351,5.0645427329595,5.3106933479498,5.60037778743317
"Aguascalientes","Calvillo",5.98703105953548,7.20252817884372,6.43618618550946,6.48942511771888,5.61746264237311,5.95481572013134,6.58430180614473,6.43094209915393,6.53012179238772,7.60806506164452,8.05110427131207,7.49788652539996,7.37916875302571,8.24594055309486,8.18028701322008,8.18422308709991,8.15453787331244,9.07721897161652,9.13327264068544,9.42253370780005,8.27743301163302,10.7977742159615,10.0203432813763,10.4927146305572,9.36692975279754,11.2906144701129,11.6587354714031,10.7292804316829,10.5546773653798,11.3596198009679,12.1044117051954,11.9117207562253,11.6433425182722,14.4626598910985,14.8010234818477,15.1730212970584,13.0467974550541,15.8256558708068,16.9074829353009,16.7578869149993,14.947287581009,17.9049931579946,20.3983107618171,19.1077577004582,16.5809074457033,20.4588287636196,20.6273347101987,19.8077052172124,16.8620190587837,17.7272621423575,18.8375431404653
"Aguascalientes","Cosio",0.682099105770373,0.808996981647961,0.724528759056511,0.72500672085251,0.657158951416639,0.680480340702381,0.750334874560666,0.727329872278837,0.727710123446146,0.815146775535538,0.866663356613046,0.796723171361232,0.818963236745506,0.98400257522608,0.940771063442151,0.940569621499162,0.925420180465414,1.05986202031861,1.05124199193064,1.11728261590606,1.01663339916849,1.27984523087671,1.22492140610354,1.26332727977941,1.13114170186975,1.40471861669505,1.49918896398337,1.41329058754195,1.42145555668449,1.52502604850513,1.57751605148398,1.57250548315268,1.53461650086468,1.87495465296411,1.89030509246837,1.93174449684396,1.672182546497,2.0235204953991,2.17385645945015,2.19185015110572,1.90910653985951,2.22746148336862,2.91340107949075,2.68746828215594,2.35940328079299,2.93485215859693,3.03796558626079,2.86656610160351,2.31169659508397,2.11600736857082,2.24816654366307
"Aguascalientes","Delicias",0.000306440056805333,0.000350788062795176,0.000296541846624493,0.000305031771777575,0.00026160086997561,0.000298846545968333,0.000321122596452286,0.000328475291595854,0.000352274345845467,0.000399894194647173,0.000417491014982161,0.000394518264631003,0.000402742411613766,0.000430525586653596,0.00044352937160556,0.00045483087761138,0.000469099609761701,0.000528879622373031,0.00052528199239395,0.000551375259515459,0.000518702731147775,0.000633500905755152,0.000571265109215763,0.000605972108260045,0.000559358087311458,0.000659097417482989,0.000729786423947757,0.000707016110384995,0.000726601178330658,0.000808536294644717,0.000800288159703042,0.000792965562576893,0.000796945118543817,0.00098959826595704,0.00101539711066493,0.00107600340293752,0.000942569679756643,0.00109706916108747,0.00111646458536552,0.00111768278588318,0.00100587992832397,0.00116953317544718,0.001028194953582,0.00102469255838358,0.000875201199473138,0.00109504801492062,0.00108427052337347,0.00106227587855998,0.000913021781622095,0.00100445115052308,0.00105717633848777
"Aguascalientes","El Llano",0.433129819218546,0.531483426687249,0.457701150504917,0.467338564346591,0.402000075573319,0.430072918278568,0.471485503775789,0.464503705877243,0.444488610973955,0.529118354895464,0.53870243493068,0.51054030653899,0.524291462714327,0.661612041731199,0.572087365897022,0.581260649653429,0.604448413541135,0.65160344033253,0.639275945330571,0.666749432359994,0.605256341831973,0.779492648334136,0.708375196090606,0.744968835001956,0.673827351782422,0.80442887971733,0.820336884388379,0.763637479617831,0.779030492915737,0.798563713820703,0.848444214544314,0.846882864455586,0.875230243308567,1.08574491974114,1.08598701757381,1.12990130243681,1.00210525444936,1.19146761565356,1.22231710647849,1.24032270014129,1.00977883767209,1.17759512430615,1.45073334818561,1.34006844669643,1.18106278053877,1.429343276682,1.41383324571077,1.37772405330671,1.23692810405363,1.34101527772739,1.3981847924859
"Aguascalientes","Jesus Maria",2.17071097655053,2.5967487868983,2.33671128532818,2.4575907268597,2.17226220501518,2.21696419157824,2.50225543100009,2.4741431352798,2.45137642849549,2.78697955427054,2.92890217657857,2.70767962045731,2.7535730173004,3.13654415231572,3.09526240729682,3.10233842476825,3.08352611943511,3.43229010832658,3.45154329659757,3.5932190307107,3.24070150243924,4.12158854000287,3.87487989311125,4.03091959958772,3.58764268849345,4.36035530991307,4.62072953280923,4.29988158744036,4.23522965848408,4.54473961300701,4.85364482133646,4.80283450737915,4.73236156267913,5.83439707565663,5.99033764957561,6.14301108763766,5.32705740912859,6.43260874333894,6.8121207853248,6.76044256762384,6.02427459368708,7.1270160468249,8.1966646544357,7.64539855857804,6.65146867351537,8.18902201445425,8.33414254006933,7.93498541372751,6.66148172034816,6.73589100016687,7.16942847994304
"Aguascalientes","Pabellon De Arteaga",2.66839814174265,3.17746728259768,2.87355990392335,2.88913004245467,2.47762724627374,2.67333418718201,2.98366570044213,2.89713798871146,2.85478729856213,3.31739084113546,3.54311730609709,3.26753129988727,3.27534998838298,3.85862700831332,3.74440045104307,3.74803022465044,3.72124758948411,4.1845019052899,4.22163262696949,4.38966497065339,3.88872474322059,4.98891333510966,4.674382223815,4.86614622400376,4.32295957761784,5.26252440112515,5.59693275096685,5.23382033020875,5.18202406193718,5.61194179327596,5.89184573069753,5.81821198555641,5.67339207073217,7.02705122426277,7.17042446815415,7.40671752603198,6.40476999794083,7.6921494240457,8.15023286446614,8.15452401428451,7.20517743075103,8.53369353645331,9.78150454486096,9.13517141228519,7.89227101197617,9.84037319952846,9.99274414859584,9.56353659970461,8.03361679301876,8.30129807915385,8.81055317730734
"Aguascalientes","Rincon De Romos",4.58964526394628,5.4862471199183,5.02500767745903,4.92463549495778,4.25427581177462,4.56025846612902,5.13017528013536,4.91727843547502,4.82017624387031,5.61488442844272,6.02136717579647,5.5171114241193,5.52277179557919,6.47153524836691,6.31667917641497,6.30089188473817,6.20522313926855,7.04244567108786,7.05136824699133,7.35788866070448,6.4893027566098,8.39199144857079,7.88741474832216,8.17757750581593,7.29708642391725,8.94023160638949,9.37182712659605,8.74987648807632,8.60627467641043,9.37364406060899,9.79395614166493,9.651542354734,9.31716390287307,11.519230655642,11.6961984455526,11.9710635661821,10.2366321931978,12.4767033910754,13.2976290982933,13.254258905826,11.6711550603403,13.9332561843024,17.1199060450615,15.7533968701682,13.6417831320986,17.0340248099779,17.4586738590053,16.6065759661562,13.7181518737966,13.7732560753192,14.7212797254868
"Aguascalientes","San Francisco De Los Romo",0.528427723351921,0.63478764958856,0.584730007605728,0.614408450216381,0.517657226760531,0.54220676955944,0.617831517172234,0.6078028039161,0.569225374539417,0.657590833433806,0.716577122320644,0.65492804424798,0.649787746658012,0.788900383144829,0.750940152173283,0.75266962154041,0.734323711612815,0.819066269009035,0.841381182438644,0.86919321894413,0.740849503805248,0.963754880664486,0.91451588314292,0.954815550642385,0.826555585056469,1.00795921190721,1.08760187935701,0.995937408143393,0.951275612641035,1.01458267963402,1.10826393909238,1.08792636674157,1.03905487907474,1.29289425789461,1.34587759588539,1.37658567645748,1.17603513879053,1.42470037836061,1.53713339789092,1.52891047248191,1.32688886060989,1.60510473301218,1.9349015451063,1.76257826181122,1.51927673327067,1.89748357109602,1.94608364502982,1.85683224878605,1.56699831395385,1.66391410218145,1.78009046506467
