"adm2_name","adm2_name1","adm2_name2","adm2_name3","adm2_pcode","adm1_name","adm1_name1","adm1_name2","adm1_name3","adm1_pcode","adm0_name","adm0_name1","adm0_name2","adm0_name3","adm0_pcode","valid_on","valid_to","area_sqkm","version","lang","lang1","lang2","lang3","adm2_ref_n","center_lat","center_lon","mean_intensity","mean_pga"
"Asunción Cacalotepec",,,,"MX20003","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,76.31131302,"v02","es",,,,"Asuncion Cacalotepec",17.03831889,-95.92852788,,
"Asunción Cuyotepeji",,,,"MX20004","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,83.70415189,"v02","es",,,,"Asuncion Cuyotepeji",17.93099475,-97.65368655,3.76684906558373,1.28172148006276
"Asunción Ixtaltepec",,,,"MX20005","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,658.85084715,"v02","es",,,,"Asuncion Ixtaltepec",16.64421028,-94.92863504,,
"Asunción Nochixtlán",,,,"MX20006","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,343.41849194,"v02","es",,,,"Asuncion Nochixtlan",17.45175983,-97.18435442,3.56313435031204,0.860149247621423
"Asunción Ocotlán",,,,"MX20007","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,4.51852164,"v02","es",,,,"Asuncion Ocotlan",16.76202636,-96.72577092,3.44588616624748,0.695692578982682
"Asunción Tlacolulita",,,,"MX20008","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,189.93848184,"v02","es",,,,"Asuncion Tlacolulita",16.21041703,-95.76466805,,
"Atarjea",,,,"MX11006","Guanajuato",,,,"MX11","México",,,,"MX",2021-06-18,,314.07344343,"v02","es",,,,"Atarjea",21.27704253,-99.78149641,,
"Atemajac de Brizuela",,,,"MX14010","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,355.81371143,"v02","es",,,,"Atemajac de Brizuela",20.17952274,-103.74060005,,
"Atempan",,,,"MX21017","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,48.09334063,"v02","es",,,,"Atempan",19.80181342,-97.44192007,3.06735338865553,0.371772063825845
"Atenango del Río",,,,"MX12008","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,557.9913643,"v02","es",,,,"Atenango del Rio",18.13528133,-99.03374058,4.0989977515027,2.97329780995409
"Atenco",,,,"MX15011","México",,,,"MX15","México",,,,"MX",2021-06-18,,87.65288254,"v02","es",,,,"Atenco",19.5433961,-98.95685811,3.48181496847395,0.717811955243063
"Atengo",,,,"MX14011","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,440.56359235,"v02","es",,,,"Atengo",20.32034316,-104.28102621,,
"Atenguillo",,,,"MX14012","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,610.19787948,"v02","es",,,,"Atenguillo",20.33939022,-104.53021587,,
"Atexcal",,,,"MX21018","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,331.62038116,"v02","es",,,,"Atexcal",18.3755923,-97.68911839,3.62198857195405,0.97602432639479
"Atil",,,,"MX26007","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,300.43465255,"v02","es",,,,"Atil",30.8335595,-111.54704359,,
"Atitalaquia",,,,"MX13010","Hidalgo",,,,"MX13","México",,,,"MX",2021-06-18,,62.45009156,"v02","es",,,,"Atitalaquia",20.05973955,-99.21328825,3.23767533156617,0.478589775482573
"Atizapán",,,,"MX15012","México",,,,"MX15","México",,,,"MX",2021-06-18,,8.53595221,"v02","es",,,,"Atizapan",19.17490337,-99.49785053,3.70381642679388,1.140378748628
"Atizapán de Zaragoza",,,,"MX15013","México",,,,"MX15","México",,,,"MX",2021-06-18,,92.85433986,"v02","es",,,,"Atizapan de Zaragoza",19.56401712,-99.27953082,3.50458883431913,0.752039588492128
"Atlacomulco",,,,"MX15014","México",,,,"MX15","México",,,,"MX",2021-06-18,,257.75961033,"v02","es",,,,"Atlacomulco",19.8159192,-99.86811936,3.40373572189609,0.615904716472188
"Atlahuilco",,,,"MX30020","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,62.18712381,"v02","es",,,,"Atlahuilco",18.68565328,-97.09495936,3.29750214697802,0.5230252818304
"Atlamajalcingo del Monte",,,,"MX12009","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,146.51732273,"v02","es",,,,"Atlamajalcingo del Monte",17.2607466,-98.58235298,4.42616507184071,4.42952189153968
"Atlangatepec",,,,"MX29003","Tlaxcala",,,,"MX29","México",,,,"MX",2021-06-18,,108.15889083,"v02","es",,,,"Atlangatepec",19.54680012,-98.18654457,3.23485481032306,0.479579664503646
"Atlapexco",,,,"MX13011","Hidalgo",,,,"MX13","México",,,,"MX",2021-06-18,,142.64968612,"v02","es",,,,"Atlapexco",21.02074688,-98.37752837,,
"Atlatlahucan",,,,"MX17002","Morelos",,,,"MX17","México",,,,"MX",2021-06-18,,79.38003295,"v02","es",,,,"Atlatlahucan",18.94094723,-98.88710458,3.74758765683859,1.25298392580745
"Atlautla",,,,"MX15015","México",,,,"MX15","México",,,,"MX",2021-06-18,,167.70471751,"v02","es",,,,"Atlautla",19.01618338,-98.70553619,3.67763997868211,1.07639829684037
"Atlequizayan",,,,"MX21080","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,12.43406348,"v02","es",,,,"Atlequizayan",20.01595235,-97.62563492,2.8081170074117,0.25479075393616
"Atlixco",,,,"MX21019","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,293.20972982,"v02","es",,,,"Atlixco",18.90137086,-98.45315162,3.64829500279406,1.04020844168057
"Atlixtac",,,,"MX12010","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,573.46664937,"v02","es",,,,"Atlixtac",17.47483515,-98.84110812,4.65516322654531,5.42504164317958
"Atltzayanca",,,,"MX29004","Tlaxcala",,,,"MX29","México",,,,"MX",2021-06-18,,188.18343471,"v02","es",,,,"Atltzayanca",19.41228217,-97.7954958,3.2816436013863,0.514600612259368
"Atolinga",,,,"MX32003","Zacatecas",,,,"MX32","México",,,,"MX",2021-06-18,,281.22681226,"v02","es",,,,"Atolinga",21.76576094,-103.46554572,,
"Atotonilco de Tula",,,,"MX13013","Hidalgo",,,,"MX13","México",,,,"MX",2021-06-18,,122.32059939,"v02","es",,,,"Atotonilco de Tula",19.96030483,-99.23686126,3.28664040462395,0.515031590961565
"Atotonilco el Alto",,,,"MX14013","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,510.89107103,"v02","es",,,,"Atotonilco el Alto",20.54136924,-102.5175664,,
"Atotonilco el Grande",,,,"MX13012","Hidalgo",,,,"MX13","México",,,,"MX",2021-06-18,,458.51091568,"v02","es",,,,"Atotonilco el Grande",20.34092028,-98.67144384,,
"Atoyac",,,,"MX14014","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,451.53152697,"v02","es",,,,"Atoyac",20.00695777,-103.44728176,,
"Atoyac",,,,"MX30021","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,122.84267353,"v02","es",,,,"Atoyac",18.92433092,-96.79947951,3.03858895335463,0.358402630251563
"Atoyac de Álvarez",,,,"MX12011","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,1449.39136482,"v02","es",,,,"Atoyac de Alvarez",17.31055889,-100.34256988,5.37766306724972,9.03962935225285
"Atoyatempan",,,,"MX21020","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,26.9374711,"v02","es",,,,"Atoyatempan",18.80427965,-97.90792146,3.57777980170121,0.873439665437306
"Atzacan",,,,"MX30022","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,65.36789012,"v02","es",,,,"Atzacan",18.93400924,-97.07773555,3.15004313069495,0.422593142998059
"Atzala",,,,"MX21021","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,11.34271882,"v02","es",,,,"Atzala",18.54719243,-98.53974598,3.78122458779824,1.42530030005225
"Atzalan",,,,"MX30023","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,521.92086056,"v02","es",,,,"Atzalan",19.90527858,-97.09776015,2.85649255239255,0.274572980632517
"Atzitzihuacán",,,,"MX21022","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,129.8023934,"v02","es",,,,"Atzitzihuacan",18.81326693,-98.61274874,3.69724307005353,1.17165299013817
"Atzitzintla",,,,"MX21023","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,133.1403568,"v02","es",,,,"Atzitzintla",18.94437711,-97.30767284,3.26941937039369,0.504431945244451
"Autlán de Navarro",,,,"MX14015","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,705.14063596,"v02","es",,,,"Autlan de Navarro",19.75703005,-104.3183402,,
"Axapusco",,,,"MX15016","México",,,,"MX15","México",,,,"MX",2021-06-18,,286.51283313,"v02","es",,,,"Axapusco",19.76622359,-98.79815768,3.33689861710437,0.554907628388402
"Axochiapan",,,,"MX17003","Morelos",,,,"MX17","México",,,,"MX",2021-06-18,,141.51180509,"v02","es",,,,"Axochiapan",18.52454865,-98.76026146,3.83061496033189,1.60498686618198
"Axtla de Terrazas",,,,"MX24053","San Luis Potosí",,,,"MX24","México",,,,"MX",2021-06-18,,191.18972864,"v02","es",,,,"Axtla de Terrazas",21.42417502,-98.8780799,,
"Axutla",,,,"MX21024","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,188.16818652,"v02","es",,,,"Axutla",18.18474526,-98.39504984,3.88359884439408,1.80115139056066
"Ayahualulco",,,,"MX30025","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,173.02070425,"v02","es",,,,"Ayahualulco",19.3985564,-97.18834691,3.05100396611269,0.365390900922738
"Ayala",,,,"MX17004","Morelos",,,,"MX17","México",,,,"MX",2021-06-18,,377.06940721,"v02","es",,,,"Ayala",18.69686145,-98.97998881,3.88228778244592,1.66656910053958
"Ayapango",,,,"MX15017","México",,,,"MX15","México",,,,"MX",2021-06-18,,50.67265961,"v02","es",,,,"Ayapango",19.12054337,-98.81761082,3.64782768334844,1.01293995651442
"Ayoquezco de Aldama",,,,"MX20398","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,104.41612538,"v02","es",,,,"Ayoquezco de Aldama",16.6684533,-96.88959499,3.60602153945645,1.03572808433694
"Ayotlán",,,,"MX14016","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,430.86568249,"v02","es",,,,"Ayotlan",20.47223861,-102.36412931,,
"Ayotoxco de Guerrero",,,,"MX21025","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,106.72994467,"v02","es",,,,"Ayotoxco de Guerrero",20.0720304,-97.40905738,2.80965500458435,0.255083545855811
"Ayotzintepec",,,,"MX20009","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,157.52975489,"v02","es",,,,"Ayotzintepec",17.7257412,-96.14281425,,
"Ayutla",,,,"MX14017","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,883.37139674,"v02","es",,,,"Ayutla",20.04062437,-104.47395786,,
"Ayutla de los Libres",,,,"MX12012","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,1051.75377799,"v02","es",,,,"Ayutla de los Libres",16.97208144,-99.03541145,5.54203241568346,10.9579252434197
"Azcapotzalco",,,,"MX09002","Distrito Federal",,,,"MX09","México",,,,"MX",2021-06-18,,33.52289737,"v02","es",,,,"Azcapotzalco",19.48581487,-99.18420575,3.5333916478528,0.797808012837404
"Azoyú",,,,"MX12013","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,393.4667562,"v02","es",,,,"Azoyu",16.67741738,-98.58983719,4.42808814387757,4.35517535837375
"Baca",,,,"MX31004","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,108.46902844,"v02","es",,,,"Baca",21.1342187,-89.40182826,,
"Bacadéhuachi",,,,"MX26008","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,1065.99234332,"v02","es",,,,"Bacadehuachi",29.78279191,-109.12604638,,
"Bacalar",,,,"MX23010","Quintana Roo",,,,"MX23","México",,,,"MX",2021-06-18,,6059.58495533,"v02","es",,,,"Bacalar",18.94079165,-88.61642826,,
"Bacanora",,,,"MX26009","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,1128.93858938,"v02","es",,,,"Bacanora",28.86183286,-109.39875414,,
"Bacerac",,,,"MX26010","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,1344.5984591,"v02","es",,,,"Bacerac",30.25306643,-108.73109392,,
"Bachíniva",,,,"MX08006","Chihuahua",,,,"MX08","México",,,,"MX",2021-06-18,,952.16661301,"v02","es",,,,"Bachiniva",28.85285913,-107.27257054,,
"Bacoachi",,,,"MX26011","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,1230.95092353,"v02","es",,,,"Bacoachi",30.6784981,-110.01242595,,
"Bácum",,,,"MX26012","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,1581.8935072,"v02","es",,,,"Bacum",27.66376493,-110.10530532,,
"Badiraguato",,,,"MX25003","Sinaloa",,,,"MX25","México",,,,"MX",2021-06-18,,4836.32465907,"v02","es",,,,"Badiraguato",25.60507437,-107.29993006,,
"Bahía de Banderas",,,,"MX18020","Nayarit",,,,"MX18","México",,,,"MX",2021-06-18,,770.59638457,"v02","es",,,,"Bahia de Banderas",20.8292679,-105.31749473,,
"Balancán",,,,"MX27001","Tabasco",,,,"MX27","México",,,,"MX",2021-06-18,,3577.36427985,"v02","es",,,,"Balancan",17.79751671,-91.34590685,,
"Balleza",,,,"MX08007","Chihuahua",,,,"MX08","México",,,,"MX",2021-06-18,,5370.56067305,"v02","es",,,,"Balleza",26.71200874,-106.47870558,,
"Banámichi",,,,"MX26013","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,808.07687922,"v02","es",,,,"Banamichi",30.06349424,-110.29845164,,
"Banderilla",,,,"MX30026","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,19.79785807,"v02","es",,,,"Banderilla",19.5896644,-96.93604893,2.98104684774978,0.327808946192348
"Batopilas",,,,"MX08008","Chihuahua",,,,"MX08","México",,,,"MX",2021-06-18,,2137.11721886,"v02","es",,,,"Batopilas",26.92450572,-107.66733156,,
"Baviácora",,,,"MX26014","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,842.52410653,"v02","es",,,,"Baviacora",29.61453524,-110.12899018,,
"Bavispe",,,,"MX26015","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,1721.66877943,"v02","es",,,,"Bavispe",30.64958639,-109.07009287,,
"Bejucal de Ocampo",,,,"MX07010","Chiapas",,,,"MX07","México",,,,"MX",2021-06-18,,78.72109297,"v02","es",,,,"Bejucal de Ocampo",15.48564157,-92.16099006,,
"Bella Vista",,,,"MX07011","Chiapas",,,,"MX07","México",,,,"MX",2021-06-18,,213.72284601,"v02","es",,,,"Bella Vista",15.62304964,-92.23229565,,
"Benemérito de las Américas",,,,"MX07114","Chiapas",,,,"MX07","México",,,,"MX",2021-06-18,,1083.28350564,"v02","es",,,,"Benemerito de las Americas",16.33938026,-90.50294887,,
"Benito Juárez",,,,"MX09014","Distrito Federal",,,,"MX09","México",,,,"MX",2021-06-18,,26.70131713,"v02","es",,,,"Benito Juarez",19.38046956,-99.16324299,3.57961328444455,0.877993370812539
"Benito Juárez",,,,"MX12014","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,229.93914795,"v02","es",,,,"Benito Juarez",17.08561816,-100.42700346,5.41024040566202,9.25004721618297
"Benito Juárez",,,,"MX23005","Quintana Roo",,,,"MX23","México",,,,"MX",2021-06-18,,2108.52170181,"v02","es",,,,"Benito Juarez",20.98025924,-87.07523606,,
"Benito Juárez",,,,"MX26071","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,328.47549897,"v02","es",,,,"Benito Juarez",27.09919621,-109.85166531,,
"Benito Juárez",,,,"MX29045","Tlaxcala",,,,"MX29","México",,,,"MX",2021-06-18,,25.60985009,"v02","es",,,,"Benito Juarez",19.59631806,-98.41812538,3.27483302746514,0.509628682949827
"Benito Juárez",,,,"MX30027","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,232.6158184,"v02","es",,,,"Benito Juarez",20.81696659,-98.17826805,,
"Benito Juárez",,,,"MX32004","Zacatecas",,,,"MX32","México",,,,"MX",2021-06-18,,328.8163748,"v02","es",,,,"Benito Juarez",21.49071724,-103.59036362,,
"Benjamín Hill",,,,"MX26016","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,1412.20223266,"v02","es",,,,"Benjamin Hill",30.15230378,-111.19166836,,
"Berriozábal",,,,"MX07012","Chiapas",,,,"MX07","México",,,,"MX",2021-06-18,,352.27228432,"v02","es",,,,"Berriozabal",16.87283342,-93.33728473,,
"Boca del Río",,,,"MX30028","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,37.14488496,"v02","es",,,,"Boca del Rio",19.13527255,-96.12224238,,
"Bochil",,,,"MX07013","Chiapas",,,,"MX07","México",,,,"MX",2021-06-18,,365.20508901,"v02","es",,,,"Bochil",17.02265128,-92.96104888,,
"Bocoyna",,,,"MX08009","Chihuahua",,,,"MX08","México",,,,"MX",2021-06-18,,2705.99346331,"v02","es",,,,"Bocoyna",27.81479245,-107.55224038,,
"Bokobá",,,,"MX31005","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,71.70568943,"v02","es",,,,"Bokoba",20.99549771,-89.17330337,,
"Bolaños",,,,"MX14019","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,866.48072439,"v02","es",,,,"Bolanos",21.89888261,-103.89349716,,
"Briseñas",,,,"MX16011","Michoacán de Ocampo",,,,"MX16","México",,,,"MX",2021-06-18,,67.69622002,"v02","es",,,,"Brisenas",20.24314884,-102.57683872,,
"Buctzotz",,,,"MX31006","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,654.34250647,"v02","es",,,,"Buctzotz",21.21277446,-88.64618597,,
"Buenaventura",,,,"MX08010","Chihuahua",,,,"MX08","México",,,,"MX",2021-06-18,,7911.94846219,"v02","es",,,,"Buenaventura",30.18890307,-107.09557413,,
"Buenavista",,,,"MX16012","Michoacán de Ocampo",,,,"MX16","México",,,,"MX",2021-06-18,,922.3637349,"v02","es",,,,"Buenavista",19.21451249,-102.55515803,2.97573439197944,0.324941200343297
"Buenavista de Cuéllar",,,,"MX12015","Guerrero",,,,"MX12","México",,,,"MX",2021-06-18,,303.97940924,"v02","es",,,,"Buenavista de Cuellar",18.46899821,-99.4253771,4.06698144574839,2.56487714677724
"Burgos",,,,"MX28005","Tamaulipas",,,,"MX28","México",,,,"MX",2021-06-18,,1905.03681453,"v02","es",,,,"Burgos",24.92582111,-98.85814253,,
"Bustamante",,,,"MX19008","Nuevo León",,,,"MX19","México",,,,"MX",2021-06-18,,466.70849185,"v02","es",,,,"Bustamante",26.5713326,-100.57005096,,
"Bustamante",,,,"MX28006","Tamaulipas",,,,"MX28","México",,,,"MX",2021-06-18,,1450.14150412,"v02","es",,,,"Bustamante",23.32496371,-99.88476873,,
"Cabo Corrientes",,,,"MX14020","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,1542.20014404,"v02","es",,,,"Cabo Corrientes",20.33328558,-105.42424155,,
"Caborca",,,,"MX26017","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,10668.87526469,"v02","es",,,,"Caborca",30.89662196,-112.60770557,,
"Cacahoatán",,,,"MX07015","Chiapas",,,,"MX07","México",,,,"MX",2021-06-18,,173.41151396,"v02","es",,,,"Cacahoatan",15.08751088,-92.16463533,,
"Cacalchén",,,,"MX31007","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,101.4740071,"v02","es",,,,"Cacalchen",20.98359719,-89.24315542,,
"Cadereyta de Montes",,,,"MX22004","Querétaro de Arteaga",,,,"MX22","México",,,,"MX",2021-06-18,,1347.38552016,"v02","es",,,,"Cadereyta de Montes",20.79121617,-99.66604445,,
"Cadereyta Jiménez",,,,"MX19009","Nuevo León",,,,"MX19","México",,,,"MX",2021-06-18,,1140.86030143,"v02","es",,,,"Cadereyta Jimenez",25.51733706,-99.87117356,,
"Cajeme",,,,"MX26018","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,4853.01124438,"v02","es",,,,"Cajeme",27.74445981,-109.93806403,,
"Calakmul",,,,"MX04010","Campeche",,,,"MX04","México",,,,"MX",2021-06-18,,13985.90117921,"v02","es",,,,"Calakmul",18.48620303,-89.6575713,,
"Calcahualco",,,,"MX30029","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,134.0767018,"v02","es",,,,"Calcahualco",19.10073119,-97.22798306,3.19765224257957,0.453927495608784
"Calera",,,,"MX32005","Zacatecas",,,,"MX32","México",,,,"MX",2021-06-18,,387.44127383,"v02","es",,,,"Calera",22.97848002,-102.85622294,,
"Calihualá",,,,"MX20011","Oaxaca",,,,"MX20","México",,,,"MX",2021-06-18,,67.68269957,"v02","es",,,,"Calihuala",17.55657947,-98.25325812,4.14887776988036,2.97339213687937
"Calimaya",,,,"MX15018","México",,,,"MX15","México",,,,"MX",2021-06-18,,102.9589457,"v02","es",,,,"Calimaya",19.16859365,-99.64426318,3.71321956468581,1.1639478667911
"Calkiní",,,,"MX04001","Campeche",,,,"MX04","México",,,,"MX",2021-06-18,,2090.02509769,"v02","es",,,,"Calkini",20.48089436,-90.36707415,,
"Calnali",,,,"MX13014","Hidalgo",,,,"MX13","México",,,,"MX",2021-06-18,,211.01014416,"v02","es",,,,"Calnali",20.90433876,-98.53353941,,
"Calotmul",,,,"MX31008","Yucatán",,,,"MX31","México",,,,"MX",2021-06-18,,290.74936813,"v02","es",,,,"Calotmul",20.99820421,-88.14487823,,
"Calpan",,,,"MX21026","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,66.90516252,"v02","es",,,,"Calpan",19.10349003,-98.46632874,3.62335311846079,0.949349834431373
"Calpulalpan",,,,"MX29006","Tlaxcala",,,,"MX29","México",,,,"MX",2021-06-18,,253.94852866,"v02","es",,,,"Calpulalpan",19.5520174,-98.61129269,3.42608792203154,0.641466760857073
"Caltepec",,,,"MX21027","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,392.79402449,"v02","es",,,,"Caltepec",18.14527046,-97.446054,3.6182917964467,0.954428364312421
"Calvillo",,,,"MX01003","Aguascalientes",,,,"MX01","México",,,,"MX",2021-06-18,,932.73721027,"v02","es",,,,"Calvillo",21.91083221,-102.71360206,,
"Camargo",,,,"MX08011","Chihuahua",,,,"MX08","México",,,,"MX",2021-06-18,,13747.00900043,"v02","es",,,,"Camargo",28.05820281,-104.38010655,,
"Camargo",,,,"MX28007","Tamaulipas",,,,"MX28","México",,,,"MX",2021-06-18,,929.93491738,"v02","es",,,,"Camargo",26.18126785,-98.86285251,,
"Camarón de Tejeda",,,,"MX30007","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,124.06797833,"v02","es",,,,"Camaron de Tejeda",19.00299487,-96.55122276,2.94785020120526,0.312888298354675
"Camerino Z. Mendoza",,,,"MX30030","Veracruz de Ignacio de la Llave",,,,"MX30","México",,,,"MX",2021-06-18,,20.90291543,"v02","es",,,,"Camerino Z. Mendoza",18.78963084,-97.1599322,3.35555353659473,0.569494845923487
"Camocuautla",,,,"MX21028","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,16.16958458,"v02","es",,,,"Camocuautla",20.03466295,-97.75279521,2.86163422086358,0.27497875151144
"Campeche",,,,"MX04002","Campeche",,,,"MX04","México",,,,"MX",2021-06-18,,3242.42118668,"v02","es",,,,"Campeche",19.59188245,-90.25414932,,
"Cañada Morelos",,,,"MX21099","Puebla",,,,"MX21","México",,,,"MX",2021-06-18,,244.61045653,"v02","es",,,,"Canada Morelos",18.72528431,-97.42851985,3.40743046073744,0.631179564126089
"Cañadas de Obregón",,,,"MX14117","Jalisco",,,,"MX14","México",,,,"MX",2021-06-18,,271.83428366,"v02","es",,,,"Canadas de Obregon",21.16757685,-102.70743188,,
"Cananea",,,,"MX26019","Sonora",,,,"MX26","México",,,,"MX",2021-06-18,,2316.19393424,"v02","es",,,,"Cananea",30.98269943,-110.21011857,,
"Canatlán",,,,"MX10001","Durango",,,,"MX10","México",,,,"MX",2021-06-18,,3491.96299039,"v02","es",,,,"Canatlan",24.52973128,-104.97966265,,
