"state","municipality","year","quarter","remittances_musd","mean_intensity","event"
"Jalisco","Ixtlahuacán de los Membrillos",2025,4,3132.335,0,NA
"Jalisco","Ixtlahuacán del Río",2013,1,1501.427,0,NA
"Jalisco","Ixtlahuacán del Río",2013,2,1621.241,0,NA
"Jalisco","Ixtlahuacán del Río",2013,3,1540.66,0,NA
"Jalisco","Ixtlahuacán del Río",2013,4,1358.482,0,NA
"Jalisco","Ixtlahuacán del Río",2014,1,1743.507,0,NA
"Jalisco","Ixtlahuacán del Río",2014,2,1744.535,0,"2014_M7.2_coyuquilla_norte"
"Jalisco","Ixtlahuacán del Río",2014,3,1833.919,0,"2014_M6.9_puerto_madero"
"Jalisco","Ixtlahuacán del Río",2014,4,2215.033,0,NA
"Jalisco","Ixtlahuacán del Río",2015,1,2513.309,0,NA
"Jalisco","Ixtlahuacán del Río",2015,2,2287.386,0,NA
"Jalisco","Ixtlahuacán del Río",2015,3,2670.623,0,NA
"Jalisco","Ixtlahuacán del Río",2015,4,2394.902,0,NA
"Jalisco","Ixtlahuacán del Río",2016,1,2181.653,0,NA
"Jalisco","Ixtlahuacán del Río",2016,2,2828.813,0,NA
"Jalisco","Ixtlahuacán del Río",2016,3,2786.584,0,NA
"Jalisco","Ixtlahuacán del Río",2016,4,2802.455,0,NA
"Jalisco","Ixtlahuacán del Río",2017,1,2765.655,0,NA
"Jalisco","Ixtlahuacán del Río",2017,2,2793.458,0,NA
"Jalisco","Ixtlahuacán del Río",2017,3,3672.423,0,"2017_M7.1_matzaco"
"Jalisco","Ixtlahuacán del Río",2017,4,4301.277,0,NA
"Jalisco","Ixtlahuacán del Río",2018,1,3432.787,0,"2018_M7.2_pinotepa"
"Jalisco","Ixtlahuacán del Río",2018,2,3065.344,0,NA
"Jalisco","Ixtlahuacán del Río",2018,3,2320.33,0,NA
"Jalisco","Ixtlahuacán del Río",2018,4,2729.542,0,NA
"Jalisco","Ixtlahuacán del Río",2019,1,3521.304,0,"2019_M6.7_puerto_madero"
"Jalisco","Ixtlahuacán del Río",2019,2,4710.222,0,NA
"Jalisco","Ixtlahuacán del Río",2019,3,5180.961,0,NA
"Jalisco","Ixtlahuacán del Río",2019,4,4300.646,0,NA
"Jalisco","Ixtlahuacán del Río",2020,1,4832.077,0,NA
"Jalisco","Ixtlahuacán del Río",2020,2,5603.351,0,"2020_M7.4_Santa_Maria_Xadani"
"Jalisco","Ixtlahuacán del Río",2020,3,5906.552,0,NA
"Jalisco","Ixtlahuacán del Río",2020,4,5575.876,0,NA
"Jalisco","Ixtlahuacán del Río",2021,1,5390.412,0,NA
"Jalisco","Ixtlahuacán del Río",2021,2,7748.608,0,NA
"Jalisco","Ixtlahuacán del Río",2021,3,7927.316,0,"2021_M7.0_acapulco"
"Jalisco","Ixtlahuacán del Río",2021,4,8131.174,0,NA
"Jalisco","Ixtlahuacán del Río",2022,1,6460.201,0,NA
"Jalisco","Ixtlahuacán del Río",2022,2,8036.639,0,NA
"Jalisco","Ixtlahuacán del Río",2022,3,8297.512,4.03994654497323,"2022_M7.6_aguililla"
"Jalisco","Ixtlahuacán del Río",2022,4,8160.784,0,NA
"Jalisco","Ixtlahuacán del Río",2023,1,6609.213,0,NA
"Jalisco","Ixtlahuacán del Río",2023,2,7134.015,0,NA
"Jalisco","Ixtlahuacán del Río",2023,3,7291.189,0,NA
"Jalisco","Ixtlahuacán del Río",2023,4,6411.9,0,NA
"Jalisco","Ixtlahuacán del Río",2024,1,5243.86,0,NA
"Jalisco","Ixtlahuacán del Río",2024,2,6317.645,0,NA
"Jalisco","Ixtlahuacán del Río",2024,3,6112.957,0,NA
"Jalisco","Ixtlahuacán del Río",2024,4,5718.689,0,NA
"Jalisco","Ixtlahuacán del Río",2025,1,5928.481,0,NA
"Jalisco","Ixtlahuacán del Río",2025,2,7804.251,0,NA
"Jalisco","Ixtlahuacán del Río",2025,3,8579.641,0,NA
"Jalisco","Ixtlahuacán del Río",2025,4,8575.322,0,NA
"Jalisco","Jalostotitlán",2013,1,2878.616,0,NA
"Jalisco","Jalostotitlán",2013,2,2780.519,0,NA
"Jalisco","Jalostotitlán",2013,3,2680.421,0,NA
"Jalisco","Jalostotitlán",2013,4,2897.515,0,NA
"Jalisco","Jalostotitlán",2014,1,2881.49,0,NA
"Jalisco","Jalostotitlán",2014,2,2871.63,0,"2014_M7.2_coyuquilla_norte"
"Jalisco","Jalostotitlán",2014,3,3070.028,0,"2014_M6.9_puerto_madero"
"Jalisco","Jalostotitlán",2014,4,3941.488,0,NA
"Jalisco","Jalostotitlán",2015,1,4373.334,0,NA
"Jalisco","Jalostotitlán",2015,2,4053.026,0,NA
"Jalisco","Jalostotitlán",2015,3,5007.872,0,NA
"Jalisco","Jalostotitlán",2015,4,4332.07,0,NA
"Jalisco","Jalostotitlán",2016,1,5388.691,0,NA
"Jalisco","Jalostotitlán",2016,2,5205.447,0,NA
"Jalisco","Jalostotitlán",2016,3,5642.947,0,NA
"Jalisco","Jalostotitlán",2016,4,4984.572,0,NA
"Jalisco","Jalostotitlán",2017,1,4869.319,0,NA
"Jalisco","Jalostotitlán",2017,2,5171.302,0,NA
"Jalisco","Jalostotitlán",2017,3,5659.623,0,"2017_M7.1_matzaco"
"Jalisco","Jalostotitlán",2017,4,5591.143,0,NA
"Jalisco","Jalostotitlán",2018,1,5204.824,0,"2018_M7.2_pinotepa"
"Jalisco","Jalostotitlán",2018,2,6350.171,0,NA
"Jalisco","Jalostotitlán",2018,3,5665.469,0,NA
"Jalisco","Jalostotitlán",2018,4,6078.499,0,NA
"Jalisco","Jalostotitlán",2019,1,5251.093,0,"2019_M6.7_puerto_madero"
"Jalisco","Jalostotitlán",2019,2,5759.735,0,NA
"Jalisco","Jalostotitlán",2019,3,6665.016,0,NA
"Jalisco","Jalostotitlán",2019,4,5915.848,0,NA
"Jalisco","Jalostotitlán",2020,1,7419.189,0,NA
"Jalisco","Jalostotitlán",2020,2,6899.647,0,"2020_M7.4_Santa_Maria_Xadani"
"Jalisco","Jalostotitlán",2020,3,6768.056,0,NA
"Jalisco","Jalostotitlán",2020,4,6952.578,0,NA
"Jalisco","Jalostotitlán",2021,1,8073.053,0,NA
"Jalisco","Jalostotitlán",2021,2,8173.622,0,NA
"Jalisco","Jalostotitlán",2021,3,8668.118,0,"2021_M7.0_acapulco"
"Jalisco","Jalostotitlán",2021,4,8330.972,0,NA
"Jalisco","Jalostotitlán",2022,1,10086.839,0,NA
"Jalisco","Jalostotitlán",2022,2,13144.223,0,NA
"Jalisco","Jalostotitlán",2022,3,15392.557,4.00671727012322,"2022_M7.6_aguililla"
"Jalisco","Jalostotitlán",2022,4,13144.901,0,NA
"Jalisco","Jalostotitlán",2023,1,13323.495,0,NA
"Jalisco","Jalostotitlán",2023,2,14070.324,0,NA
"Jalisco","Jalostotitlán",2023,3,15872.427,0,NA
"Jalisco","Jalostotitlán",2023,4,14287.551,0,NA
"Jalisco","Jalostotitlán",2024,1,14128.872,0,NA
"Jalisco","Jalostotitlán",2024,2,16863.66,0,NA
"Jalisco","Jalostotitlán",2024,3,19503.428,0,NA
"Jalisco","Jalostotitlán",2024,4,16684.753,0,NA
"Jalisco","Jalostotitlán",2025,1,16630.87,0,NA
"Jalisco","Jalostotitlán",2025,2,14212.425,0,NA
"Jalisco","Jalostotitlán",2025,3,16187.236,0,NA
"Jalisco","Jalostotitlán",2025,4,14423.906,0,NA
"Jalisco","Jamay",2013,1,1166.474,0,NA
"Jalisco","Jamay",2013,2,1398.531,0,NA
"Jalisco","Jamay",2013,3,1124.371,0,NA
"Jalisco","Jamay",2013,4,1276.461,0,NA
"Jalisco","Jamay",2014,1,1255.319,0,NA
"Jalisco","Jamay",2014,2,1384.3,3.26426849016646,"2014_M7.2_coyuquilla_norte"
"Jalisco","Jamay",2014,3,1222.932,0,"2014_M6.9_puerto_madero"
"Jalisco","Jamay",2014,4,1392.143,0,NA
"Jalisco","Jamay",2015,1,1507.765,0,NA
"Jalisco","Jamay",2015,2,1428.886,0,NA
"Jalisco","Jamay",2015,3,1438.378,0,NA
"Jalisco","Jamay",2015,4,1552.741,0,NA
"Jalisco","Jamay",2016,1,1959.12,0,NA
"Jalisco","Jamay",2016,2,2121.694,0,NA
"Jalisco","Jamay",2016,3,2025.268,0,NA
"Jalisco","Jamay",2016,4,2146.37,0,NA
"Jalisco","Jamay",2017,1,2498.967,0,NA
"Jalisco","Jamay",2017,2,2805.226,0,NA
"Jalisco","Jamay",2017,3,4058.753,0,"2017_M7.1_matzaco"
"Jalisco","Jamay",2017,4,3217.675,0,NA
"Jalisco","Jamay",2018,1,2999.079,0,"2018_M7.2_pinotepa"
"Jalisco","Jamay",2018,2,5014.24,0,NA
"Jalisco","Jamay",2018,3,3074.49,0,NA
"Jalisco","Jamay",2018,4,3891.833,0,NA
"Jalisco","Jamay",2019,1,3598.396,0,"2019_M6.7_puerto_madero"
"Jalisco","Jamay",2019,2,4534.996,0,NA
"Jalisco","Jamay",2019,3,4130.262,0,NA
"Jalisco","Jamay",2019,4,4341.32,0,NA
"Jalisco","Jamay",2020,1,5212.627,0,NA
"Jalisco","Jamay",2020,2,5901.008,0,"2020_M7.4_Santa_Maria_Xadani"
"Jalisco","Jamay",2020,3,6220.723,0,NA
"Jalisco","Jamay",2020,4,6170.011,0,NA
"Jalisco","Jamay",2021,1,6665.862,0,NA
"Jalisco","Jamay",2021,2,7962.939,0,NA
"Jalisco","Jamay",2021,3,7173.179,0,"2021_M7.0_acapulco"
"Jalisco","Jamay",2021,4,7888.233,0,NA
"Jalisco","Jamay",2022,1,7035.746,0,NA
"Jalisco","Jamay",2022,2,8326.734,0,NA
"Jalisco","Jamay",2022,3,7021.899,4.37721579540273,"2022_M7.6_aguililla"
"Jalisco","Jamay",2022,4,7093.728,0,NA
"Jalisco","Jamay",2023,1,6286.172,0,NA
"Jalisco","Jamay",2023,2,6710.79,0,NA
"Jalisco","Jamay",2023,3,5454.553,0,NA
"Jalisco","Jamay",2023,4,5486.476,0,NA
"Jalisco","Jamay",2024,1,5099.947,0,NA
"Jalisco","Jamay",2024,2,6697.488,0,NA
"Jalisco","Jamay",2024,3,5935.533,0,NA
"Jalisco","Jamay",2024,4,6073.68,0,NA
"Jalisco","Jamay",2025,1,5652.894,0,NA
"Jalisco","Jamay",2025,2,6130.288,0,NA
"Jalisco","Jamay",2025,3,5739.193,0,NA
"Jalisco","Jamay",2025,4,6003.53,0,NA
"Jalisco","Jesús María",2013,1,3492.858,0,NA
"Jalisco","Jesús María",2013,2,4394.881,0,NA
"Jalisco","Jesús María",2013,3,3656.545,0,NA
"Jalisco","Jesús María",2013,4,3002.406,0,NA
"Jalisco","Jesús María",2014,1,3621.645,0,NA
"Jalisco","Jesús María",2014,2,3721.158,0,"2014_M7.2_coyuquilla_norte"
"Jalisco","Jesús María",2014,3,3836.081,0,"2014_M6.9_puerto_madero"
"Jalisco","Jesús María",2014,4,4425.868,0,NA
"Jalisco","Jesús María",2015,1,4104.262,0,NA
"Jalisco","Jesús María",2015,2,3736.732,0,NA
"Jalisco","Jesús María",2015,3,4540.664,0,NA
"Jalisco","Jesús María",2015,4,4180.682,0,NA
"Jalisco","Jesús María",2016,1,4761.768,0,NA
"Jalisco","Jesús María",2016,2,5150.128,0,NA
"Jalisco","Jesús María",2016,3,4813.739,0,NA
"Jalisco","Jesús María",2016,4,4829.058,0,NA
"Jalisco","Jesús María",2017,1,5187.916,0,NA
"Jalisco","Jesús María",2017,2,4581.557,0,NA
"Jalisco","Jesús María",2017,3,4415.4,0,"2017_M7.1_matzaco"
"Jalisco","Jesús María",2017,4,4889.277,0,NA
"Jalisco","Jesús María",2018,1,4433.109,0,"2018_M7.2_pinotepa"
"Jalisco","Jesús María",2018,2,5889.525,0,NA
"Jalisco","Jesús María",2018,3,5015.485,0,NA
"Jalisco","Jesús María",2018,4,5541.167,0,NA
"Jalisco","Jesús María",2019,1,5247.787,0,"2019_M6.7_puerto_madero"
"Jalisco","Jesús María",2019,2,5742.207,0,NA
"Jalisco","Jesús María",2019,3,5875.213,0,NA
"Jalisco","Jesús María",2019,4,5316.87,0,NA
"Jalisco","Jesús María",2020,1,7120.736,0,NA
"Jalisco","Jesús María",2020,2,4377.77,0,"2020_M7.4_Santa_Maria_Xadani"
"Jalisco","Jesús María",2020,3,3801.265,0,NA
"Jalisco","Jesús María",2020,4,3834.335,0,NA
"Jalisco","Jesús María",2021,1,4591.821,0,NA
"Jalisco","Jesús María",2021,2,5212.008,0,NA
"Jalisco","Jesús María",2021,3,5208.787,0,"2021_M7.0_acapulco"
"Jalisco","Jesús María",2021,4,5419.398,0,NA
"Jalisco","Jesús María",2022,1,4883.144,0,NA
"Jalisco","Jesús María",2022,2,5487.129,0,NA
"Jalisco","Jesús María",2022,3,5755.445,4.1446593994575,"2022_M7.6_aguililla"
"Jalisco","Jesús María",2022,4,5067.251,0,NA
"Jalisco","Jesús María",2023,1,6053.447,0,NA
"Jalisco","Jesús María",2023,2,7533.432,0,NA
"Jalisco","Jesús María",2023,3,7633.369,0,NA
"Jalisco","Jesús María",2023,4,7263.025,0,NA
"Jalisco","Jesús María",2024,1,7249.3,0,NA
"Jalisco","Jesús María",2024,2,8682.126,0,NA
"Jalisco","Jesús María",2024,3,8621.24,0,NA
"Jalisco","Jesús María",2024,4,5991.682,0,NA
"Jalisco","Jesús María",2025,1,5946.534,0,NA
"Jalisco","Jesús María",2025,2,5579.691,0,NA
"Jalisco","Jesús María",2025,3,6257.37,0,NA
"Jalisco","Jesús María",2025,4,6700.395,0,NA
"Jalisco","Jilotlán de los Dolores",2013,1,112.317,0,NA
"Jalisco","Jilotlán de los Dolores",2013,2,97.828,0,NA
"Jalisco","Jilotlán de los Dolores",2013,3,67.183,0,NA
"Jalisco","Jilotlán de los Dolores",2013,4,66.547,0,NA
"Jalisco","Jilotlán de los Dolores",2014,1,62.283,0,NA
"Jalisco","Jilotlán de los Dolores",2014,2,52.299,3.5515146733935,"2014_M7.2_coyuquilla_norte"
"Jalisco","Jilotlán de los Dolores",2014,3,28.957,0,"2014_M6.9_puerto_madero"
"Jalisco","Jilotlán de los Dolores",2014,4,44.192,0,NA
"Jalisco","Jilotlán de los Dolores",2015,1,40.667,0,NA
"Jalisco","Jilotlán de los Dolores",2015,2,84.753,0,NA
"Jalisco","Jilotlán de los Dolores",2015,3,115.108,0,NA
"Jalisco","Jilotlán de los Dolores",2015,4,180.331,0,NA
"Jalisco","Jilotlán de los Dolores",2016,1,210.741,0,NA
"Jalisco","Jilotlán de los Dolores",2016,2,260.848,0,NA
"Jalisco","Jilotlán de los Dolores",2016,3,268.082,0,NA
"Jalisco","Jilotlán de los Dolores",2016,4,429.672,0,NA
"Jalisco","Jilotlán de los Dolores",2017,1,357.116,0,NA
"Jalisco","Jilotlán de los Dolores",2017,2,314.474,0,NA
"Jalisco","Jilotlán de los Dolores",2017,3,356.36,0,"2017_M7.1_matzaco"
"Jalisco","Jilotlán de los Dolores",2017,4,486.987,0,NA
"Jalisco","Jilotlán de los Dolores",2018,1,378.182,0,"2018_M7.2_pinotepa"
"Jalisco","Jilotlán de los Dolores",2018,2,482.627,0,NA
"Jalisco","Jilotlán de los Dolores",2018,3,392.754,0,NA
"Jalisco","Jilotlán de los Dolores",2018,4,647.599,0,NA
"Jalisco","Jilotlán de los Dolores",2019,1,430.913,0,"2019_M6.7_puerto_madero"
"Jalisco","Jilotlán de los Dolores",2019,2,578.638,0,NA
"Jalisco","Jilotlán de los Dolores",2019,3,696.796,0,NA
"Jalisco","Jilotlán de los Dolores",2019,4,836.788,0,NA
"Jalisco","Jilotlán de los Dolores",2020,1,664.161,0,NA
"Jalisco","Jilotlán de los Dolores",2020,2,10311.599,0,"2020_M7.4_Santa_Maria_Xadani"
"Jalisco","Jilotlán de los Dolores",2020,3,1157.257,0,NA
"Jalisco","Jilotlán de los Dolores",2020,4,992.948,0,NA
"Jalisco","Jilotlán de los Dolores",2021,1,6923.215,0,NA
"Jalisco","Jilotlán de los Dolores",2021,2,1190.822,0,NA
"Jalisco","Jilotlán de los Dolores",2021,3,1406.447,2.8209844205269,"2021_M7.0_acapulco"
"Jalisco","Jilotlán de los Dolores",2021,4,1555.75,0,NA
"Jalisco","Jilotlán de los Dolores",2022,1,1333.793,0,NA
"Jalisco","Jilotlán de los Dolores",2022,2,1277.859,0,NA
"Jalisco","Jilotlán de los Dolores",2022,3,1066.352,5.94211606173212,"2022_M7.6_aguililla"
"Jalisco","Jilotlán de los Dolores",2022,4,1272.047,0,NA
"Jalisco","Jilotlán de los Dolores",2023,1,970.879,0,NA
"Jalisco","Jilotlán de los Dolores",2023,2,1001.83,0,NA
"Jalisco","Jilotlán de los Dolores",2023,3,960.239,0,NA
"Jalisco","Jilotlán de los Dolores",2023,4,861.042,0,NA
"Jalisco","Jilotlán de los Dolores",2024,1,801.346,0,NA
"Jalisco","Jilotlán de los Dolores",2024,2,924.563,0,NA
"Jalisco","Jilotlán de los Dolores",2024,3,762.532,0,NA
"Jalisco","Jilotlán de los Dolores",2024,4,859.569,0,NA
"Jalisco","Jilotlán de los Dolores",2025,1,859.458,0,NA
"Jalisco","Jilotlán de los Dolores",2025,2,798.976,0,NA
"Jalisco","Jilotlán de los Dolores",2025,3,689.779,0,NA
"Jalisco","Jilotlán de los Dolores",2025,4,641.557,0,NA
"Jalisco","Jocotepec",2013,1,3199.83,0,NA
"Jalisco","Jocotepec",2013,2,4087.911,0,NA
"Jalisco","Jocotepec",2013,3,3809.167,0,NA
"Jalisco","Jocotepec",2013,4,3706.494,0,NA
"Jalisco","Jocotepec",2014,1,3771.002,0,NA
"Jalisco","Jocotepec",2014,2,3834.012,3.01881464723847,"2014_M7.2_coyuquilla_norte"
"Jalisco","Jocotepec",2014,3,3640.335,0,"2014_M6.9_puerto_madero"
"Jalisco","Jocotepec",2014,4,4119.612,0,NA
"Jalisco","Jocotepec",2015,1,4411.444,0,NA
"Jalisco","Jocotepec",2015,2,4059.774,0,NA
"Jalisco","Jocotepec",2015,3,4863.438,0,NA
"Jalisco","Jocotepec",2015,4,4668.784,0,NA
"Jalisco","Jocotepec",2016,1,5405.707,0,NA
"Jalisco","Jocotepec",2016,2,5663.647,0,NA
"Jalisco","Jocotepec",2016,3,5678.75,0,NA
"Jalisco","Jocotepec",2016,4,5651.795,0,NA
"Jalisco","Jocotepec",2017,1,5468.257,0,NA
"Jalisco","Jocotepec",2017,2,5829.24,0,NA
"Jalisco","Jocotepec",2017,3,6224.652,0,"2017_M7.1_matzaco"
"Jalisco","Jocotepec",2017,4,6428.79,0,NA
"Jalisco","Jocotepec",2018,1,7139.408,0,"2018_M7.2_pinotepa"
"Jalisco","Jocotepec",2018,2,7670.795,0,NA
"Jalisco","Jocotepec",2018,3,7641.269,0,NA
"Jalisco","Jocotepec",2018,4,7698.166,0,NA
"Jalisco","Jocotepec",2019,1,7317.672,0,"2019_M6.7_puerto_madero"
"Jalisco","Jocotepec",2019,2,8067.779,0,NA
"Jalisco","Jocotepec",2019,3,8526.096,0,NA
"Jalisco","Jocotepec",2019,4,7765.275,0,NA
"Jalisco","Jocotepec",2020,1,9239.412,0,NA
"Jalisco","Jocotepec",2020,2,9217.065,0,"2020_M7.4_Santa_Maria_Xadani"
"Jalisco","Jocotepec",2020,3,6221.567,0,NA
"Jalisco","Jocotepec",2020,4,9842.089,0,NA
"Jalisco","Jocotepec",2021,1,10867.779,0,NA
"Jalisco","Jocotepec",2021,2,13233.084,0,NA
"Jalisco","Jocotepec",2021,3,12800.088,0,"2021_M7.0_acapulco"
"Jalisco","Jocotepec",2021,4,13159.35,0,NA
"Jalisco","Jocotepec",2022,1,11940.573,0,NA
"Jalisco","Jocotepec",2022,2,13462.05,0,NA
"Jalisco","Jocotepec",2022,3,13218.63,4.04396365030095,"2022_M7.6_aguililla"
"Jalisco","Jocotepec",2022,4,12679.317,0,NA
"Jalisco","Jocotepec",2023,1,13715.8,0,NA
"Jalisco","Jocotepec",2023,2,14665,0,NA
"Jalisco","Jocotepec",2023,3,15327.977,0,NA
"Jalisco","Jocotepec",2023,4,14157.384,0,NA
"Jalisco","Jocotepec",2024,1,13427.085,0,NA
"Jalisco","Jocotepec",2024,2,15806.117,0,NA
"Jalisco","Jocotepec",2024,3,16126.429,0,NA
"Jalisco","Jocotepec",2024,4,15379.243,0,NA
"Jalisco","Jocotepec",2025,1,14033.772,0,NA
"Jalisco","Jocotepec",2025,2,13093.791,0,NA
"Jalisco","Jocotepec",2025,3,13948.585,0,NA
"Jalisco","Jocotepec",2025,4,13487.205,0,NA
"Jalisco","Juanacatlán",2013,1,536.363,0,NA
"Jalisco","Juanacatlán",2013,2,429.924,0,NA
"Jalisco","Juanacatlán",2013,3,351.603,0,NA
"Jalisco","Juanacatlán",2013,4,383.777,0,NA
"Jalisco","Juanacatlán",2014,1,384.299,0,NA
"Jalisco","Juanacatlán",2014,2,415.568,0,"2014_M7.2_coyuquilla_norte"
"Jalisco","Juanacatlán",2014,3,410.129,0,"2014_M6.9_puerto_madero"
"Jalisco","Juanacatlán",2014,4,477.682,0,NA
"Jalisco","Juanacatlán",2015,1,521.452,0,NA
"Jalisco","Juanacatlán",2015,2,453.372,0,NA
"Jalisco","Juanacatlán",2015,3,460.317,0,NA
"Jalisco","Juanacatlán",2015,4,449.28,0,NA
"Jalisco","Juanacatlán",2016,1,442.918,0,NA
"Jalisco","Juanacatlán",2016,2,534.093,0,NA
"Jalisco","Juanacatlán",2016,3,545.822,0,NA
"Jalisco","Juanacatlán",2016,4,544.671,0,NA
"Jalisco","Juanacatlán",2017,1,589.036,0,NA
"Jalisco","Juanacatlán",2017,2,665.862,0,NA
"Jalisco","Juanacatlán",2017,3,614.59,0,"2017_M7.1_matzaco"
"Jalisco","Juanacatlán",2017,4,604.194,0,NA
"Jalisco","Juanacatlán",2018,1,514.817,0,"2018_M7.2_pinotepa"
"Jalisco","Juanacatlán",2018,2,722.801,0,NA
"Jalisco","Juanacatlán",2018,3,640.191,0,NA
"Jalisco","Juanacatlán",2018,4,732.239,0,NA
"Jalisco","Juanacatlán",2019,1,637.203,0,"2019_M6.7_puerto_madero"
"Jalisco","Juanacatlán",2019,2,731.843,0,NA
"Jalisco","Juanacatlán",2019,3,834.018,0,NA
"Jalisco","Juanacatlán",2019,4,724.528,0,NA
"Jalisco","Juanacatlán",2020,1,743.264,0,NA
"Jalisco","Juanacatlán",2020,2,752.909,0,"2020_M7.4_Santa_Maria_Xadani"
"Jalisco","Juanacatlán",2020,3,845.913,0,NA
"Jalisco","Juanacatlán",2020,4,832.83,0,NA
"Jalisco","Juanacatlán",2021,1,833.347,0,NA
"Jalisco","Juanacatlán",2021,2,837.807,0,NA
"Jalisco","Juanacatlán",2021,3,904.705,0,"2021_M7.0_acapulco"
"Jalisco","Juanacatlán",2021,4,1024.761,0,NA
"Jalisco","Juanacatlán",2022,1,937.254,0,NA
"Jalisco","Juanacatlán",2022,2,1242.275,0,NA
"Jalisco","Juanacatlán",2022,3,769.549,4.15031207490744,"2022_M7.6_aguililla"
"Jalisco","Juanacatlán",2022,4,822.825,0,NA
"Jalisco","Juanacatlán",2023,1,826.029,0,NA
"Jalisco","Juanacatlán",2023,2,929.836,0,NA
"Jalisco","Juanacatlán",2023,3,870.098,0,NA
"Jalisco","Juanacatlán",2023,4,885.847,0,NA
"Jalisco","Juanacatlán",2024,1,826.801,0,NA
"Jalisco","Juanacatlán",2024,2,1070.655,0,NA
"Jalisco","Juanacatlán",2024,3,1016.477,0,NA
"Jalisco","Juanacatlán",2024,4,929.521,0,NA
"Jalisco","Juanacatlán",2025,1,868.735,0,NA
"Jalisco","Juanacatlán",2025,2,769.816,0,NA
"Jalisco","Juanacatlán",2025,3,693.469,0,NA
"Jalisco","Juanacatlán",2025,4,908.338,0,NA
"Jalisco","Juchitlán",2013,1,603.671,0,NA
"Jalisco","Juchitlán",2013,2,909.649,0,NA
"Jalisco","Juchitlán",2013,3,812.066,0,NA
"Jalisco","Juchitlán",2013,4,1234.24,0,NA
"Jalisco","Juchitlán",2014,1,999.972,0,NA
"Jalisco","Juchitlán",2014,2,1012.072,0,"2014_M7.2_coyuquilla_norte"
"Jalisco","Juchitlán",2014,3,993.769,0,"2014_M6.9_puerto_madero"
"Jalisco","Juchitlán",2014,4,1091.834,0,NA
"Jalisco","Juchitlán",2015,1,1126.752,0,NA
"Jalisco","Juchitlán",2015,2,1058.351,0,NA
"Jalisco","Juchitlán",2015,3,1173.863,0,NA
"Jalisco","Juchitlán",2015,4,1277.699,0,NA
"Jalisco","Juchitlán",2016,1,1317.279,0,NA
"Jalisco","Juchitlán",2016,2,1425.896,0,NA
"Jalisco","Juchitlán",2016,3,1472.541,0,NA
"Jalisco","Juchitlán",2016,4,1379.014,0,NA
"Jalisco","Juchitlán",2017,1,1416.934,0,NA
"Jalisco","Juchitlán",2017,2,1390.913,0,NA
"Jalisco","Juchitlán",2017,3,1351.141,0,"2017_M7.1_matzaco"
"Jalisco","Juchitlán",2017,4,1563.727,0,NA
"Jalisco","Juchitlán",2018,1,1488.442,0,"2018_M7.2_pinotepa"
"Jalisco","Juchitlán",2018,2,1865.728,0,NA
"Jalisco","Juchitlán",2018,3,1483.107,0,NA
"Jalisco","Juchitlán",2018,4,1978.648,0,NA
"Jalisco","Juchitlán",2019,1,1717.745,0,"2019_M6.7_puerto_madero"
"Jalisco","Juchitlán",2019,2,1993.206,0,NA
"Jalisco","Juchitlán",2019,3,1876.38,0,NA
"Jalisco","Juchitlán",2019,4,1852.374,0,NA
"Jalisco","Juchitlán",2020,1,2120.024,0,NA
"Jalisco","Juchitlán",2020,2,2205.306,0,"2020_M7.4_Santa_Maria_Xadani"
"Jalisco","Juchitlán",2020,3,2343.08,0,NA
"Jalisco","Juchitlán",2020,4,2079.484,0,NA
"Jalisco","Juchitlán",2021,1,2145.433,0,NA
"Jalisco","Juchitlán",2021,2,2608.791,0,NA
"Jalisco","Juchitlán",2021,3,2527.377,0,"2021_M7.0_acapulco"
"Jalisco","Juchitlán",2021,4,2545.236,0,NA
"Jalisco","Juchitlán",2022,1,2314.219,0,NA
"Jalisco","Juchitlán",2022,2,2589.252,0,NA
"Jalisco","Juchitlán",2022,3,2148.135,4.27423096815868,"2022_M7.6_aguililla"
"Jalisco","Juchitlán",2022,4,1992.517,0,NA
"Jalisco","Juchitlán",2023,1,1637.854,0,NA
"Jalisco","Juchitlán",2023,2,1828.746,0,NA
"Jalisco","Juchitlán",2023,3,1794.49,0,NA
"Jalisco","Juchitlán",2023,4,2383.778,0,NA
"Jalisco","Juchitlán",2024,1,2121.695,0,NA
"Jalisco","Juchitlán",2024,2,2516.602,0,NA
"Jalisco","Juchitlán",2024,3,2432.603,0,NA
"Jalisco","Juchitlán",2024,4,2504.237,0,NA
"Jalisco","Juchitlán",2025,1,2372.947,0,NA
"Jalisco","Juchitlán",2025,2,2421.268,0,NA
"Jalisco","Juchitlán",2025,3,1956.466,0,NA
"Jalisco","Juchitlán",2025,4,1759.837,0,NA
"Jalisco","La Barca",2013,1,10379.042,0,NA
"Jalisco","La Barca",2013,2,11359.091,0,NA
"Jalisco","La Barca",2013,3,10518.603,0,NA
"Jalisco","La Barca",2013,4,11024.34,0,NA
"Jalisco","La Barca",2014,1,12049.571,0,NA
"Jalisco","La Barca",2014,2,12094.223,0,"2014_M7.2_coyuquilla_norte"
"Jalisco","La Barca",2014,3,10721.112,0,"2014_M6.9_puerto_madero"
"Jalisco","La Barca",2014,4,11962.225,0,NA
"Jalisco","La Barca",2015,1,12462.595,0,NA
"Jalisco","La Barca",2015,2,11464.266,0,NA
"Jalisco","La Barca",2015,3,12971.083,0,NA
"Jalisco","La Barca",2015,4,12225.156,0,NA
