"state","municipality","year","quarter","remittances_musd","mean_intensity","event"
"Oaxaca","Santa Inés de Zaragoza",2019,4,2.93,0,NA
"Oaxaca","Santa Inés de Zaragoza",2020,1,11.703,0,NA
"Oaxaca","Santa Inés de Zaragoza",2020,2,1.037,4.27866667468488,"2020_M7.4_Santa_Maria_Xadani"
"Oaxaca","Santa Inés de Zaragoza",2020,3,3.922,0,NA
"Oaxaca","Santa Inés de Zaragoza",2020,4,3.321,0,NA
"Oaxaca","Santa Inés de Zaragoza",2021,1,5.672,0,NA
"Oaxaca","Santa Inés de Zaragoza",2021,2,13.42,0,NA
"Oaxaca","Santa Inés de Zaragoza",2021,3,6.784,3.68854081044853,"2021_M7.0_acapulco"
"Oaxaca","Santa Inés de Zaragoza",2021,4,14.771,0,NA
"Oaxaca","Santa Inés de Zaragoza",2022,1,13.255,0,NA
"Oaxaca","Santa Inés de Zaragoza",2022,2,22.957,0,NA
"Oaxaca","Santa Inés de Zaragoza",2022,3,0,0,"2022_M6.8_aguililla"
"Oaxaca","Santa Inés de Zaragoza",2022,4,0,0,NA
"Oaxaca","Santa Inés de Zaragoza",2023,1,0,0,NA
"Oaxaca","Santa Inés de Zaragoza",2023,2,52.082,0,NA
"Oaxaca","Santa Inés de Zaragoza",2023,3,0,0,NA
"Oaxaca","Santa Inés de Zaragoza",2023,4,0,0,NA
"Oaxaca","Santa Inés de Zaragoza",2024,1,0,0,NA
"Oaxaca","Santa Inés de Zaragoza",2024,2,0,0,NA
"Oaxaca","Santa Inés de Zaragoza",2024,3,0,0,NA
"Oaxaca","Santa Inés de Zaragoza",2024,4,0,0,NA
"Oaxaca","Santa Inés de Zaragoza",2025,1,0,0,NA
"Oaxaca","Santa Inés de Zaragoza",2025,2,0,0,NA
"Oaxaca","Santa Inés de Zaragoza",2025,3,0,0,NA
"Oaxaca","Santa Inés de Zaragoza",2025,4,0,0,NA
"Oaxaca","Santa Inés del Monte",2013,1,0,0,NA
"Oaxaca","Santa Inés del Monte",2013,2,0,0,NA
"Oaxaca","Santa Inés del Monte",2013,3,0,0,NA
"Oaxaca","Santa Inés del Monte",2013,4,0,0,NA
"Oaxaca","Santa Inés del Monte",2014,1,0,0,NA
"Oaxaca","Santa Inés del Monte",2014,2,0,0,"2014_M7.2_coyuquilla_norte"
"Oaxaca","Santa Inés del Monte",2014,3,0,0,"2014_M6.9_puerto_madero"
"Oaxaca","Santa Inés del Monte",2014,4,0,0,NA
"Oaxaca","Santa Inés del Monte",2015,1,0,0,NA
"Oaxaca","Santa Inés del Monte",2015,2,0,0,NA
"Oaxaca","Santa Inés del Monte",2015,3,0,0,NA
"Oaxaca","Santa Inés del Monte",2015,4,0,0,NA
"Oaxaca","Santa Inés del Monte",2016,1,0,0,NA
"Oaxaca","Santa Inés del Monte",2016,2,0,0,NA
"Oaxaca","Santa Inés del Monte",2016,3,0,0,NA
"Oaxaca","Santa Inés del Monte",2016,4,0,0,NA
"Oaxaca","Santa Inés del Monte",2017,1,0,0,NA
"Oaxaca","Santa Inés del Monte",2017,2,0,0,NA
"Oaxaca","Santa Inés del Monte",2017,3,0,4.32835627049246,"2017_M8.2_chiapas"
"Oaxaca","Santa Inés del Monte",2017,4,0,0,NA
"Oaxaca","Santa Inés del Monte",2018,1,0,4.46658927281504,"2018_M7.2_pinotepa"
"Oaxaca","Santa Inés del Monte",2018,2,0,0,NA
"Oaxaca","Santa Inés del Monte",2018,3,0,0,NA
"Oaxaca","Santa Inés del Monte",2018,4,0,0,NA
"Oaxaca","Santa Inés del Monte",2019,1,0,0,"2019_M6.7_puerto_madero"
"Oaxaca","Santa Inés del Monte",2019,2,0,0,NA
"Oaxaca","Santa Inés del Monte",2019,3,0,0,NA
"Oaxaca","Santa Inés del Monte",2019,4,0,0,NA
"Oaxaca","Santa Inés del Monte",2020,1,0,0,NA
"Oaxaca","Santa Inés del Monte",2020,2,0,4.97180186981043,"2020_M7.4_Santa_Maria_Xadani"
"Oaxaca","Santa Inés del Monte",2020,3,0,0,NA
"Oaxaca","Santa Inés del Monte",2020,4,0,0,NA
"Oaxaca","Santa Inés del Monte",2021,1,0.188,0,NA
"Oaxaca","Santa Inés del Monte",2021,2,3.474,0,NA
"Oaxaca","Santa Inés del Monte",2021,3,0.789,3.66382761910869,"2021_M7.0_acapulco"
"Oaxaca","Santa Inés del Monte",2021,4,3.266,0,NA
"Oaxaca","Santa Inés del Monte",2022,1,3.371,0,NA
"Oaxaca","Santa Inés del Monte",2022,2,6.33,0,NA
"Oaxaca","Santa Inés del Monte",2022,3,0,0,"2022_M6.8_aguililla"
"Oaxaca","Santa Inés del Monte",2022,4,0,0,NA
"Oaxaca","Santa Inés del Monte",2023,1,0,0,NA
"Oaxaca","Santa Inés del Monte",2023,2,0,0,NA
"Oaxaca","Santa Inés del Monte",2023,3,0,0,NA
"Oaxaca","Santa Inés del Monte",2023,4,0,0,NA
"Oaxaca","Santa Inés del Monte",2024,1,0,0,NA
"Oaxaca","Santa Inés del Monte",2024,2,10.186,0,NA
"Oaxaca","Santa Inés del Monte",2024,3,6.896,0,NA
"Oaxaca","Santa Inés del Monte",2024,4,7.414,0,NA
"Oaxaca","Santa Inés del Monte",2025,1,0,0,NA
"Oaxaca","Santa Inés del Monte",2025,2,0,0,NA
"Oaxaca","Santa Inés del Monte",2025,3,0,0,NA
"Oaxaca","Santa Inés del Monte",2025,4,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2013,1,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2013,2,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2013,3,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2013,4,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2014,1,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2014,2,0,0,"2014_M7.2_coyuquilla_norte"
"Oaxaca","Santa Lucía Miahuatlán",2014,3,0,0,"2014_M6.9_puerto_madero"
"Oaxaca","Santa Lucía Miahuatlán",2014,4,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2015,1,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2015,2,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2015,3,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2015,4,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2016,1,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2016,2,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2016,3,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2016,4,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2017,1,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2017,2,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2017,3,0,4.36856076037917,"2017_M8.2_chiapas"
"Oaxaca","Santa Lucía Miahuatlán",2017,4,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2018,1,0,4.23459270239579,"2018_M7.2_pinotepa"
"Oaxaca","Santa Lucía Miahuatlán",2018,2,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2018,3,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2018,4,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2019,1,0,0,"2019_M6.7_puerto_madero"
"Oaxaca","Santa Lucía Miahuatlán",2019,2,0.764,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2019,3,12.406,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2019,4,6.103,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2020,1,6.831,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2020,2,1.092,6.00678295532896,"2020_M7.4_Santa_Maria_Xadani"
"Oaxaca","Santa Lucía Miahuatlán",2020,3,10.311,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2020,4,5.739,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2021,1,2.184,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2021,2,6.763,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2021,3,18.383,3.53123431969863,"2021_M7.0_acapulco"
"Oaxaca","Santa Lucía Miahuatlán",2021,4,21.405,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2022,1,26.098,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2022,2,31.546,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2022,3,0,0,"2022_M6.8_aguililla"
"Oaxaca","Santa Lucía Miahuatlán",2022,4,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2023,1,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2023,2,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2023,3,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2023,4,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2024,1,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2024,2,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2024,3,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2024,4,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2025,1,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2025,2,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2025,3,0,0,NA
"Oaxaca","Santa Lucía Miahuatlán",2025,4,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2013,1,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2013,2,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2013,3,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2013,4,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2014,1,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2014,2,0,0,"2014_M7.2_coyuquilla_norte"
"Oaxaca","Santa Lucía Monteverde",2014,3,0,0,"2014_M6.9_puerto_madero"
"Oaxaca","Santa Lucía Monteverde",2014,4,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2015,1,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2015,2,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2015,3,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2015,4,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2016,1,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2016,2,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2016,3,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2016,4,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2017,1,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2017,2,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2017,3,0,4.42485543681851,"2017_M7.1_matzaco"
"Oaxaca","Santa Lucía Monteverde",2017,4,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2018,1,0.047,5.8184256949909,"2018_M7.2_pinotepa"
"Oaxaca","Santa Lucía Monteverde",2018,2,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2018,3,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2018,4,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2019,1,0.039,0,"2019_M6.7_puerto_madero"
"Oaxaca","Santa Lucía Monteverde",2019,2,5.514,0,NA
"Oaxaca","Santa Lucía Monteverde",2019,3,4.817,0,NA
"Oaxaca","Santa Lucía Monteverde",2019,4,26.294,0,NA
"Oaxaca","Santa Lucía Monteverde",2020,1,9.931,0,NA
"Oaxaca","Santa Lucía Monteverde",2020,2,0.393,4.13910997261863,"2020_M7.4_Santa_Maria_Xadani"
"Oaxaca","Santa Lucía Monteverde",2020,3,14.284,0,NA
"Oaxaca","Santa Lucía Monteverde",2020,4,13.143,0,NA
"Oaxaca","Santa Lucía Monteverde",2021,1,8.623,0,NA
"Oaxaca","Santa Lucía Monteverde",2021,2,15.342,0,NA
"Oaxaca","Santa Lucía Monteverde",2021,3,13.274,3.94992970142964,"2021_M7.0_acapulco"
"Oaxaca","Santa Lucía Monteverde",2021,4,38.698,0,NA
"Oaxaca","Santa Lucía Monteverde",2022,1,38.399,0,NA
"Oaxaca","Santa Lucía Monteverde",2022,2,44.268,0,NA
"Oaxaca","Santa Lucía Monteverde",2022,3,0,0,"2022_M6.8_aguililla"
"Oaxaca","Santa Lucía Monteverde",2022,4,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2023,1,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2023,2,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2023,3,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2023,4,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2024,1,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2024,2,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2024,3,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2024,4,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2025,1,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2025,2,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2025,3,0,0,NA
"Oaxaca","Santa Lucía Monteverde",2025,4,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2013,1,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2013,2,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2013,3,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2013,4,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2014,1,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2014,2,0,0,"2014_M7.2_coyuquilla_norte"
"Oaxaca","Santa Lucía Ocotlán",2014,3,0,0,"2014_M6.9_puerto_madero"
"Oaxaca","Santa Lucía Ocotlán",2014,4,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2015,1,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2015,2,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2015,3,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2015,4,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2016,1,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2016,2,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2016,3,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2016,4,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2017,1,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2017,2,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2017,3,0,4.3461724290327,"2017_M8.2_chiapas"
"Oaxaca","Santa Lucía Ocotlán",2017,4,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2018,1,0,4.77641662841955,"2018_M7.2_pinotepa"
"Oaxaca","Santa Lucía Ocotlán",2018,2,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2018,3,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2018,4,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2019,1,0,0,"2019_M6.7_puerto_madero"
"Oaxaca","Santa Lucía Ocotlán",2019,2,2.633,0,NA
"Oaxaca","Santa Lucía Ocotlán",2019,3,23.101,0,NA
"Oaxaca","Santa Lucía Ocotlán",2019,4,16.112,0,NA
"Oaxaca","Santa Lucía Ocotlán",2020,1,0.592,0,NA
"Oaxaca","Santa Lucía Ocotlán",2020,2,1.012,5.47744115495844,"2020_M7.4_Santa_Maria_Xadani"
"Oaxaca","Santa Lucía Ocotlán",2020,3,16.56,0,NA
"Oaxaca","Santa Lucía Ocotlán",2020,4,13.589,0,NA
"Oaxaca","Santa Lucía Ocotlán",2021,1,8.094,0,NA
"Oaxaca","Santa Lucía Ocotlán",2021,2,15.783,0,NA
"Oaxaca","Santa Lucía Ocotlán",2021,3,23.765,3.42339457752692,"2021_M7.0_acapulco"
"Oaxaca","Santa Lucía Ocotlán",2021,4,30.415,0,NA
"Oaxaca","Santa Lucía Ocotlán",2022,1,29.267,0,NA
"Oaxaca","Santa Lucía Ocotlán",2022,2,90.538,0,NA
"Oaxaca","Santa Lucía Ocotlán",2022,3,25.847,0,"2022_M6.8_aguililla"
"Oaxaca","Santa Lucía Ocotlán",2022,4,18.24,0,NA
"Oaxaca","Santa Lucía Ocotlán",2023,1,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2023,2,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2023,3,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2023,4,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2024,1,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2024,2,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2024,3,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2024,4,16.617,0,NA
"Oaxaca","Santa Lucía Ocotlán",2025,1,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2025,2,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2025,3,0,0,NA
"Oaxaca","Santa Lucía Ocotlán",2025,4,0,0,NA
"Oaxaca","Santa Lucía del Camino",2013,1,199.339,0,NA
"Oaxaca","Santa Lucía del Camino",2013,2,276.811,0,NA
"Oaxaca","Santa Lucía del Camino",2013,3,190.384,0,NA
"Oaxaca","Santa Lucía del Camino",2013,4,182.522,0,NA
"Oaxaca","Santa Lucía del Camino",2014,1,122.066,0,NA
"Oaxaca","Santa Lucía del Camino",2014,2,131.301,0,"2014_M7.2_coyuquilla_norte"
"Oaxaca","Santa Lucía del Camino",2014,3,124.163,0,"2014_M6.9_puerto_madero"
"Oaxaca","Santa Lucía del Camino",2014,4,214.564,0,NA
"Oaxaca","Santa Lucía del Camino",2015,1,302.166,0,NA
"Oaxaca","Santa Lucía del Camino",2015,2,267.322,0,NA
"Oaxaca","Santa Lucía del Camino",2015,3,437.626,0,NA
"Oaxaca","Santa Lucía del Camino",2015,4,397.743,0,NA
"Oaxaca","Santa Lucía del Camino",2016,1,436.299,0,NA
"Oaxaca","Santa Lucía del Camino",2016,2,480.599,0,NA
"Oaxaca","Santa Lucía del Camino",2016,3,486.281,0,NA
"Oaxaca","Santa Lucía del Camino",2016,4,320.306,0,NA
"Oaxaca","Santa Lucía del Camino",2017,1,1394.522,0,NA
"Oaxaca","Santa Lucía del Camino",2017,2,1867.992,0,NA
"Oaxaca","Santa Lucía del Camino",2017,3,2397.171,5.23659759315427,"2017_M8.2_chiapas"
"Oaxaca","Santa Lucía del Camino",2017,4,2638.224,0,NA
"Oaxaca","Santa Lucía del Camino",2018,1,2287.214,4.57888458851294,"2018_M7.2_pinotepa"
"Oaxaca","Santa Lucía del Camino",2018,2,2880.508,0,NA
"Oaxaca","Santa Lucía del Camino",2018,3,2663.559,0,NA
"Oaxaca","Santa Lucía del Camino",2018,4,3045.412,0,NA
"Oaxaca","Santa Lucía del Camino",2019,1,2672.934,0,"2019_M6.7_puerto_madero"
"Oaxaca","Santa Lucía del Camino",2019,2,3208.547,0,NA
"Oaxaca","Santa Lucía del Camino",2019,3,3469.805,0,NA
"Oaxaca","Santa Lucía del Camino",2019,4,3207.912,0,NA
"Oaxaca","Santa Lucía del Camino",2020,1,3632.921,0,NA
"Oaxaca","Santa Lucía del Camino",2020,2,3246.235,4.98783319727316,"2020_M7.4_Santa_Maria_Xadani"
"Oaxaca","Santa Lucía del Camino",2020,3,3417.444,0,NA
"Oaxaca","Santa Lucía del Camino",2020,4,4291.522,0,NA
"Oaxaca","Santa Lucía del Camino",2021,1,4532.115,0,NA
"Oaxaca","Santa Lucía del Camino",2021,2,5461.754,0,NA
"Oaxaca","Santa Lucía del Camino",2021,3,7628.596,3.48574249510426,"2021_M7.0_acapulco"
"Oaxaca","Santa Lucía del Camino",2021,4,9255.991,0,NA
"Oaxaca","Santa Lucía del Camino",2022,1,8263.411,0,NA
"Oaxaca","Santa Lucía del Camino",2022,2,9924.135,0,NA
"Oaxaca","Santa Lucía del Camino",2022,3,10547.868,0,"2022_M6.8_aguililla"
"Oaxaca","Santa Lucía del Camino",2022,4,10013.345,0,NA
"Oaxaca","Santa Lucía del Camino",2023,1,9582.763,0,NA
"Oaxaca","Santa Lucía del Camino",2023,2,10834.887,0,NA
"Oaxaca","Santa Lucía del Camino",2023,3,11508.856,0,NA
"Oaxaca","Santa Lucía del Camino",2023,4,10892.448,0,NA
"Oaxaca","Santa Lucía del Camino",2024,1,9749.947,0,NA
"Oaxaca","Santa Lucía del Camino",2024,2,12536.309,0,NA
"Oaxaca","Santa Lucía del Camino",2024,3,13185.538,0,NA
"Oaxaca","Santa Lucía del Camino",2024,4,12365.611,0,NA
"Oaxaca","Santa Lucía del Camino",2025,1,11867.637,0,NA
"Oaxaca","Santa Lucía del Camino",2025,2,13082.536,0,NA
"Oaxaca","Santa Lucía del Camino",2025,3,15053.121,0,NA
"Oaxaca","Santa Lucía del Camino",2025,4,13699.139,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2013,1,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2013,2,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2013,3,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2013,4,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2014,1,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2014,2,0,0,"2014_M7.2_coyuquilla_norte"
"Oaxaca","Santa Magdalena Jicotlán",2014,3,0,0,"2014_M6.9_puerto_madero"
"Oaxaca","Santa Magdalena Jicotlán",2014,4,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2015,1,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2015,2,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2015,3,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2015,4,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2016,1,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2016,2,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2016,3,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2016,4,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2017,1,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2017,2,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2017,3,0,5.4935723567838,"2017_M7.1_matzaco"
"Oaxaca","Santa Magdalena Jicotlán",2017,4,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2018,1,0,4.25461564379262,"2018_M7.2_pinotepa"
"Oaxaca","Santa Magdalena Jicotlán",2018,2,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2018,3,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2018,4,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2019,1,0,0,"2019_M6.7_puerto_madero"
"Oaxaca","Santa Magdalena Jicotlán",2019,2,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2019,3,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2019,4,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2020,1,0.509,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2020,2,0.987,3.9843680615938,"2020_M7.4_Santa_Maria_Xadani"
"Oaxaca","Santa Magdalena Jicotlán",2020,3,0.586,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2020,4,0.195,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2021,1,0.15,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2021,2,8.943,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2021,3,7.456,3.73825479435794,"2021_M7.0_acapulco"
"Oaxaca","Santa Magdalena Jicotlán",2021,4,7.649,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2022,1,6.971,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2022,2,10.906,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2022,3,0,0,"2022_M6.8_aguililla"
"Oaxaca","Santa Magdalena Jicotlán",2022,4,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2023,1,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2023,2,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2023,3,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2023,4,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2024,1,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2024,2,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2024,3,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2024,4,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2025,1,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2025,2,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2025,3,0,0,NA
"Oaxaca","Santa Magdalena Jicotlán",2025,4,0,0,NA
"Oaxaca","Santa María Alotepec",2013,1,0,0,NA
"Oaxaca","Santa María Alotepec",2013,2,0,0,NA
"Oaxaca","Santa María Alotepec",2013,3,0,0,NA
"Oaxaca","Santa María Alotepec",2013,4,0,0,NA
"Oaxaca","Santa María Alotepec",2014,1,0,0,NA
"Oaxaca","Santa María Alotepec",2014,2,0,0,"2014_M7.2_coyuquilla_norte"
"Oaxaca","Santa María Alotepec",2014,3,0,0,"2014_M6.9_puerto_madero"
"Oaxaca","Santa María Alotepec",2014,4,0,0,NA
"Oaxaca","Santa María Alotepec",2015,1,0,0,NA
"Oaxaca","Santa María Alotepec",2015,2,0,0,NA
"Oaxaca","Santa María Alotepec",2015,3,0,0,NA
"Oaxaca","Santa María Alotepec",2015,4,0,0,NA
"Oaxaca","Santa María Alotepec",2016,1,0,0,NA
"Oaxaca","Santa María Alotepec",2016,2,0,0,NA
"Oaxaca","Santa María Alotepec",2016,3,0,0,NA
"Oaxaca","Santa María Alotepec",2016,4,0,0,NA
"Oaxaca","Santa María Alotepec",2017,1,0,0,NA
"Oaxaca","Santa María Alotepec",2017,2,0,0,NA
"Oaxaca","Santa María Alotepec",2017,3,0,4.26655178096675,"2017_M8.2_chiapas"
"Oaxaca","Santa María Alotepec",2017,4,0,0,NA
"Oaxaca","Santa María Alotepec",2018,1,0,3.81275518452873,"2018_M7.2_pinotepa"
"Oaxaca","Santa María Alotepec",2018,2,0.667,0,NA
"Oaxaca","Santa María Alotepec",2018,3,0,0,NA
"Oaxaca","Santa María Alotepec",2018,4,4.134,0,NA
"Oaxaca","Santa María Alotepec",2019,1,3.827,0,"2019_M6.7_puerto_madero"
"Oaxaca","Santa María Alotepec",2019,2,5.117,0,NA
"Oaxaca","Santa María Alotepec",2019,3,9.425,0,NA
"Oaxaca","Santa María Alotepec",2019,4,0.972,0,NA
"Oaxaca","Santa María Alotepec",2020,1,6.862,0,NA
"Oaxaca","Santa María Alotepec",2020,2,2.586,5.40503682110173,"2020_M7.4_Santa_Maria_Xadani"
"Oaxaca","Santa María Alotepec",2020,3,25.547,0,NA
"Oaxaca","Santa María Alotepec",2020,4,17.591,0,NA
"Oaxaca","Santa María Alotepec",2021,1,2.024,0,NA
"Oaxaca","Santa María Alotepec",2021,2,26.734,0,NA
"Oaxaca","Santa María Alotepec",2021,3,30.191,0,"2021_M7.0_acapulco"
"Oaxaca","Santa María Alotepec",2021,4,39.44,0,NA
"Oaxaca","Santa María Alotepec",2022,1,67.347,0,NA
"Oaxaca","Santa María Alotepec",2022,2,85.306,0,NA
"Oaxaca","Santa María Alotepec",2022,3,42.504,0,"2022_M6.8_aguililla"
"Oaxaca","Santa María Alotepec",2022,4,31.824,0,NA
"Oaxaca","Santa María Alotepec",2023,1,9.852,0,NA
"Oaxaca","Santa María Alotepec",2023,2,0,0,NA
"Oaxaca","Santa María Alotepec",2023,3,0,0,NA
"Oaxaca","Santa María Alotepec",2023,4,0,0,NA
"Oaxaca","Santa María Alotepec",2024,1,29.727,0,NA
