"state","municipality","year","quarter","remittances_musd","mean_r","sd_r","outlier","remittances_kusd","asinh_remittances","mean_pga","event"
"Aguascalientes","Aguascalientes",2013,1,40690.177,87.5197567884615,38.0193841397563,FALSE,40690.177,11.3068891716603,0,NA
"Aguascalientes","Aguascalientes",2013,2,47164.073,87.5197567884615,38.0193841397563,FALSE,47164.073,11.4545348971584,0,NA
"Aguascalientes","Aguascalientes",2013,3,44001.068,87.5197567884615,38.0193841397563,FALSE,44001.068,11.3851163660222,0,NA
"Aguascalientes","Aguascalientes",2013,4,46419.031,87.5197567884615,38.0193841397563,FALSE,46419.031,11.4386119856635,0,NA
"Aguascalientes","Aguascalientes",2014,1,46458.792,87.5197567884615,38.0193841397563,FALSE,46458.792,11.4394681858012,0,NA
"Aguascalientes","Aguascalientes",2014,2,49023.317,87.5197567884615,38.0193841397563,FALSE,49023.317,11.4931985017155,0,"2014_M7.2_coyuquilla_norte"
"Aguascalientes","Aguascalientes",2014,3,46008.212,87.5197567884615,38.0193841397563,FALSE,46008.212,11.4297223619553,0,"2014_M6.9_puerto_madero"
"Aguascalientes","Aguascalientes",2014,4,48201.841,87.5197567884615,38.0193841397563,FALSE,48201.841,11.4762996749976,0,NA
"Aguascalientes","Aguascalientes",2015,1,47967.284,87.5197567884615,38.0193841397563,FALSE,47967.284,11.4714216548418,0,NA
"Aguascalientes","Aguascalientes",2015,2,51296.273,87.5197567884615,38.0193841397563,FALSE,51296.273,11.5385205581025,0,NA
"Aguascalientes","Aguascalientes",2015,3,52315.916,87.5197567884615,38.0193841397563,FALSE,52315.916,11.5582031056317,0,NA
"Aguascalientes","Aguascalientes",2015,4,50227.159,87.5197567884615,38.0193841397563,FALSE,50227.159,11.5174583559788,0,NA
"Aguascalientes","Aguascalientes",2016,1,52842.454,87.5197567884615,38.0193841397563,FALSE,52842.454,11.5682173802967,0,NA
"Aguascalientes","Aguascalientes",2016,2,57601.149,87.5197567884615,38.0193841397563,FALSE,57601.149,11.654444975037,0,NA
"Aguascalientes","Aguascalientes",2016,3,59165.72,87.5197567884615,38.0193841397563,FALSE,59165.72,11.6812447797329,0,NA
"Aguascalientes","Aguascalientes",2016,4,59368.743,87.5197567884615,38.0193841397563,FALSE,59368.743,11.6846703353622,0,NA
"Aguascalientes","Aguascalientes",2017,1,57980.699,87.5197567884615,38.0193841397563,FALSE,57980.699,11.6610126389186,0,NA
"Aguascalientes","Aguascalientes",2017,2,63057.783,87.5197567884615,38.0193841397563,FALSE,63057.783,11.7449539561105,0,NA
"Aguascalientes","Aguascalientes",2017,3,61756.674,87.5197567884615,38.0193841397563,FALSE,61756.674,11.7241045102471,0,"2017_M7.1_matzaco"
"Aguascalientes","Aguascalientes",2017,4,64601.995,87.5197567884615,38.0193841397563,FALSE,64601.995,11.7691477522666,0,NA
"Aguascalientes","Aguascalientes",2018,1,60965.11,87.5197567884615,38.0193841397563,FALSE,60965.11,11.7112041929339,0,"2018_M7.2_pinotepa"
"Aguascalientes","Aguascalientes",2018,2,73280.705,87.5197567884615,38.0193841397563,FALSE,73280.705,11.8951998005414,0,NA
"Aguascalientes","Aguascalientes",2018,3,69217.708,87.5197567884615,38.0193841397563,FALSE,69217.708,11.8381591854359,0,NA
"Aguascalientes","Aguascalientes",2018,4,73065.541,87.5197567884615,38.0193841397563,FALSE,73065.541,11.8922593198541,0,NA
"Aguascalientes","Aguascalientes",2019,1,66217.691,87.5197567884615,38.0193841397563,FALSE,66217.691,11.7938501224905,0,"2019_M6.7_puerto_madero"
"Aguascalientes","Aguascalientes",2019,2,76917.815,87.5197567884615,38.0193841397563,FALSE,76917.815,11.9436399737652,0,NA
"Aguascalientes","Aguascalientes",2019,3,80325.247,87.5197567884615,38.0193841397563,FALSE,80325.247,11.9869864395858,0,NA
"Aguascalientes","Aguascalientes",2019,4,75890.028,87.5197567884615,38.0193841397563,FALSE,75890.028,11.9301877519563,0,NA
"Aguascalientes","Aguascalientes",2020,1,73811.528,87.5197567884615,38.0193841397563,FALSE,73811.528,11.9024173849576,0,NA
"Aguascalientes","Aguascalientes",2020,2,78793.024,87.5197567884615,38.0193841397563,FALSE,78793.024,11.9677269246086,0,"2020_M7.4_Santa_Maria_Xadani"
"Aguascalientes","Aguascalientes",2020,3,76604.099,87.5197567884615,38.0193841397563,FALSE,76604.099,11.9395530466489,0,NA
"Aguascalientes","Aguascalientes",2020,4,82348.782,87.5197567884615,38.0193841397563,FALSE,82348.782,12.011866125565,0,NA
"Aguascalientes","Aguascalientes",2021,1,82405.254,87.5197567884615,38.0193841397563,FALSE,82405.254,12.0125516565975,0,NA
"Aguascalientes","Aguascalientes",2021,2,103173.135,87.5197567884615,38.0193841397563,FALSE,103173.135,12.2373109589565,0,NA
"Aguascalientes","Aguascalientes",2021,3,102919.476,87.5197567884615,38.0193841397563,FALSE,102919.476,12.2348493556332,0,"2021_M7.0_acapulco"
"Aguascalientes","Aguascalientes",2021,4,108901.307,87.5197567884615,38.0193841397563,FALSE,108901.307,12.2913444912666,0,NA
"Aguascalientes","Aguascalientes",2022,1,102833.66,87.5197567884615,38.0193841397563,FALSE,102833.66,12.2340151908993,0,NA
"Aguascalientes","Aguascalientes",2022,2,130262.718,87.5197567884615,38.0193841397563,FALSE,130262.718,12.4704557784178,0,NA
"Aguascalientes","Aguascalientes",2022,3,139269.469,87.5197567884615,38.0193841397563,FALSE,139269.469,12.5373131418749,0,"2022_M6.8_aguililla"
"Aguascalientes","Aguascalientes",2022,4,140740.351,87.5197567884615,38.0193841397563,FALSE,140740.351,12.5478191700505,0,NA
"Aguascalientes","Aguascalientes",2023,1,130011.696,87.5197567884615,38.0193841397563,FALSE,130011.696,12.4685268751962,0,NA
"Aguascalientes","Aguascalientes",2023,2,151723.333,87.5197567884615,38.0193841397563,FALSE,151723.333,12.6229611442315,0,NA
"Aguascalientes","Aguascalientes",2023,3,146955.423,87.5197567884615,38.0193841397563,FALSE,146955.423,12.5910317554464,0,NA
"Aguascalientes","Aguascalientes",2023,4,142420.138,87.5197567884615,38.0193841397563,FALSE,142420.138,12.559683867073,0,NA
"Aguascalientes","Aguascalientes",2024,1,126789.255,87.5197567884615,38.0193841397563,FALSE,126789.255,12.4434287582225,0,NA
"Aguascalientes","Aguascalientes",2024,2,153299.347,87.5197567884615,38.0193841397563,FALSE,153299.347,12.6332949857998,0,NA
"Aguascalientes","Aguascalientes",2024,3,152611.875,87.5197567884615,38.0193841397563,FALSE,152611.875,12.6288003931999,0,NA
"Aguascalientes","Aguascalientes",2024,4,146013.213,87.5197567884615,38.0193841397563,FALSE,146013.213,12.5845995771673,0,NA
"Aguascalientes","Aguascalientes",2025,1,129440.379,87.5197567884615,38.0193841397563,FALSE,129440.379,12.4641228408604,0,NA
"Aguascalientes","Aguascalientes",2025,2,139144.22,87.5197567884615,38.0193841397563,FALSE,139144.22,12.5364134087554,0,NA
"Aguascalientes","Aguascalientes",2025,3,143836.046,87.5197567884615,38.0193841397563,FALSE,143836.046,12.5695765410231,0,NA
"Aguascalientes","Aguascalientes",2025,4,144691.42,87.5197567884615,38.0193841397563,FALSE,144691.42,12.5755057963401,0,NA
"Aguascalientes","Asientos",2013,1,1275.886,2.05405434615385,0.663198481270905,FALSE,1275.886,7.84454345235414,0,NA
"Aguascalientes","Asientos",2013,2,1606.246,2.05405434615385,0.663198481270905,FALSE,1606.246,8.07480233582623,0,NA
"Aguascalientes","Asientos",2013,3,1502.257,2.05405434615385,0.663198481270905,FALSE,1502.257,8.00787121421775,0,NA
"Aguascalientes","Asientos",2013,4,1388.162,2.05405434615385,0.663198481270905,FALSE,1388.162,7.92888315924921,0,NA
"Aguascalientes","Asientos",2014,1,1429.231,2.05405434615385,0.663198481270905,FALSE,1429.231,7.9580391193171,0,NA
"Aguascalientes","Asientos",2014,2,1631.231,2.05405434615385,0.663198481270905,FALSE,1631.231,8.09023749800618,0,"2014_M7.2_coyuquilla_norte"
"Aguascalientes","Asientos",2014,3,1631.423,2.05405434615385,0.663198481270905,FALSE,1631.423,8.09035519357804,0,"2014_M6.9_puerto_madero"
"Aguascalientes","Asientos",2014,4,1431.992,2.05405434615385,0.663198481270905,FALSE,1431.992,7.9599690633882,0,NA
"Aguascalientes","Asientos",2015,1,1190.699,2.05405434615385,0.663198481270905,FALSE,1190.699,7.77544316550855,0,NA
"Aguascalientes","Asientos",2015,2,1355.659,2.05405434615385,0.663198481270905,FALSE,1355.659,7.90519027854026,0,NA
"Aguascalientes","Asientos",2015,3,1583.431,2.05405434615385,0.663198481270905,FALSE,1583.431,8.06049657093933,0,NA
"Aguascalientes","Asientos",2015,4,1465.107,2.05405434615385,0.663198481270905,FALSE,1465.107,7.98283085335322,0,NA
"Aguascalientes","Asientos",2016,1,1362.542,2.05405434615385,0.663198481270905,FALSE,1362.542,7.91025466697079,0,NA
"Aguascalientes","Asientos",2016,2,1511.175,2.05405434615385,0.663198481270905,FALSE,1511.175,8.01379006293974,0,NA
"Aguascalientes","Asientos",2016,3,1518.016,2.05405434615385,0.663198481270905,FALSE,1518.016,8.01830678713381,0,NA
"Aguascalientes","Asientos",2016,4,1457.666,2.05405434615385,0.663198481270905,FALSE,1457.666,7.97773910361138,0,NA
"Aguascalientes","Asientos",2017,1,1492.826,2.05405434615385,0.663198481270905,FALSE,1492.826,8.00157353961755,0,NA
"Aguascalientes","Asientos",2017,2,1660.461,2.05405434615385,0.663198481270905,FALSE,1660.461,8.10799782487335,0,NA
"Aguascalientes","Asientos",2017,3,1737.887,2.05405434615385,0.663198481270905,FALSE,1737.887,8.15357254978491,0,"2017_M7.1_matzaco"
"Aguascalientes","Asientos",2017,4,1578.92,2.05405434615385,0.663198481270905,FALSE,1578.92,8.05764362883548,0,NA
"Aguascalientes","Asientos",2018,1,1325.843,2.05405434615385,0.663198481270905,FALSE,1325.843,7.88295108530752,0,"2018_M7.2_pinotepa"
"Aguascalientes","Asientos",2018,2,1877.705,2.05405434615385,0.663198481270905,FALSE,1877.705,8.23095281689372,0,NA
"Aguascalientes","Asientos",2018,3,1789.423,2.05405434615385,0.663198481270905,FALSE,1789.423,8.18279575913662,0,NA
"Aguascalientes","Asientos",2018,4,1754.841,2.05405434615385,0.663198481270905,FALSE,1754.841,8.16328079524791,0,NA
"Aguascalientes","Asientos",2019,1,1597.535,2.05405434615385,0.663198481270905,FALSE,1597.535,8.06936437376264,0,"2019_M6.7_puerto_madero"
"Aguascalientes","Asientos",2019,2,2020.864,2.05405434615385,0.663198481270905,FALSE,2020.864,8.30442766349628,0,NA
"Aguascalientes","Asientos",2019,3,2239.02,2.05405434615385,0.663198481270905,FALSE,2239.02,8.40694077954622,0,NA
"Aguascalientes","Asientos",2019,4,2069.569,2.05405434615385,0.663198481270905,FALSE,2069.569,8.32824289094845,0,NA
"Aguascalientes","Asientos",2020,1,2044.574,2.05405434615385,0.663198481270905,FALSE,2044.574,8.31609197418281,0,NA
"Aguascalientes","Asientos",2020,2,1576.577,2.05405434615385,0.663198481270905,FALSE,1576.577,8.05615860130418,0,"2020_M7.4_Santa_Maria_Xadani"
"Aguascalientes","Asientos",2020,3,2385.082,2.05405434615385,0.663198481270905,FALSE,2385.082,8.47013600879013,0,NA
"Aguascalientes","Asientos",2020,4,2431.872,2.05405434615385,0.663198481270905,FALSE,2431.872,8.48956383295453,0,NA
"Aguascalientes","Asientos",2021,1,2433.211,2.05405434615385,0.663198481270905,FALSE,2433.211,8.49011428601798,0,NA
"Aguascalientes","Asientos",2021,2,3212.922,2.05405434615385,0.663198481270905,FALSE,3212.922,8.76808328722199,0,NA
"Aguascalientes","Asientos",2021,3,3341.644,2.05405434615385,0.663198481270905,FALSE,3341.644,8.80736538338943,0,"2021_M7.0_acapulco"
"Aguascalientes","Asientos",2021,4,3513.433,2.05405434615385,0.663198481270905,FALSE,3513.433,8.85749610195867,0,NA
"Aguascalientes","Asientos",2022,1,3207.481,2.05405434615385,0.663198481270905,FALSE,3207.481,8.76638837771598,0,NA
"Aguascalientes","Asientos",2022,2,4238.066,2.05405434615385,0.663198481270905,FALSE,4238.066,9.04500950656949,0,NA
"Aguascalientes","Asientos",2022,3,2794.456,2.05405434615385,0.663198481270905,FALSE,2794.456,8.62853994594633,0,"2022_M6.8_aguililla"
"Aguascalientes","Asientos",2022,4,2609.508,2.05405434615385,0.663198481270905,FALSE,2609.508,8.56006419407336,0,NA
"Aguascalientes","Asientos",2023,1,2110.338,2.05405434615385,0.663198481270905,FALSE,2110.338,8.34775063990982,0,NA
"Aguascalientes","Asientos",2023,2,2487.301,2.05405434615385,0.663198481270905,FALSE,2487.301,8.51210068680201,0,NA
"Aguascalientes","Asientos",2023,3,2556.2,2.05405434615385,0.663198481270905,FALSE,2556.2,8.53942427851803,0,NA
"Aguascalientes","Asientos",2023,4,2595.739,2.05405434615385,0.663198481270905,FALSE,2595.739,8.55477375114206,0,NA
"Aguascalientes","Asientos",2024,1,2061.161,2.05405434615385,0.663198481270905,FALSE,2061.161,8.32417193466402,0,NA
"Aguascalientes","Asientos",2024,2,2602.22,2.05405434615385,0.663198481270905,FALSE,2602.22,8.55726742332328,0,NA
"Aguascalientes","Asientos",2024,3,2701.753,2.05405434615385,0.663198481270905,FALSE,2701.753,8.59480331538308,0,NA
"Aguascalientes","Asientos",2024,4,2542.689,2.05405434615385,0.663198481270905,FALSE,2542.689,8.5341246806712,0,NA
"Aguascalientes","Asientos",2025,1,2146.409,2.05405434615385,0.663198481270905,FALSE,2146.409,8.36469872699443,0,NA
"Aguascalientes","Asientos",2025,2,2555.421,2.05405434615385,0.663198481270905,FALSE,2555.421,8.53911948285873,0,NA
"Aguascalientes","Asientos",2025,3,2306.994,2.05405434615385,0.663198481270905,FALSE,2306.994,8.43684788492295,0,NA
"Aguascalientes","Asientos",2025,4,1870.158,2.05405434615385,0.663198481270905,FALSE,1870.158,8.22692545029775,0,NA
"Aguascalientes","Calvillo",2013,1,10178.654,24.6412423269231,7.81590168310873,FALSE,10178.654,9.92119524429634,0,NA
"Aguascalientes","Calvillo",2013,2,13007.311,24.6412423269231,7.81590168310873,FALSE,13007.311,10.1664140450177,0,NA
"Aguascalientes","Calvillo",2013,3,13560.433,24.6412423269231,7.81590168310873,FALSE,13560.433,10.2080586750574,0,NA
"Aguascalientes","Calvillo",2013,4,12255.393,24.6412423269231,7.81590168310873,FALSE,12255.393,10.1068685462159,0,NA
"Aguascalientes","Calvillo",2014,1,12457.806,24.6412423269231,7.81590168310873,FALSE,12457.806,10.1232498755406,0,NA
"Aguascalientes","Calvillo",2014,2,15183.738,24.6412423269231,7.81590168310873,FALSE,15183.738,10.3211274473399,0,"2014_M7.2_coyuquilla_norte"
"Aguascalientes","Calvillo",2014,3,16484.665,24.6412423269231,7.81590168310873,FALSE,16484.665,10.4033330152749,0,"2014_M6.9_puerto_madero"
"Aguascalientes","Calvillo",2014,4,16178.299,24.6412423269231,7.81590168310873,FALSE,16178.299,10.3845732368112,0,NA
"Aguascalientes","Calvillo",2015,1,14820.626,24.6412423269231,7.81590168310873,FALSE,14820.626,10.296922319872,0,NA
"Aguascalientes","Calvillo",2015,2,16968.338,24.6412423269231,7.81590168310873,FALSE,16968.338,10.4322515973235,0,NA
"Aguascalientes","Calvillo",2015,3,19539.108,24.6412423269231,7.81590168310873,FALSE,19539.108,10.5733204558207,0,NA
"Aguascalientes","Calvillo",2015,4,17466.998,24.6412423269231,7.81590168310873,FALSE,17466.998,10.4612157323061,0,NA
"Aguascalientes","Calvillo",2016,1,17236.465,24.6412423269231,7.81590168310873,FALSE,17236.465,10.4479296581905,0,NA
"Aguascalientes","Calvillo",2016,2,20321.942,24.6412423269231,7.81590168310873,FALSE,20321.942,10.6126036491573,0,NA
"Aguascalientes","Calvillo",2016,3,21244.25,24.6412423269231,7.81590168310873,FALSE,21244.25,10.6569887306155,0,NA
"Aguascalientes","Calvillo",2016,4,20426.799,24.6412423269231,7.81590168310873,FALSE,20426.799,10.617750175344,0,NA
"Aguascalientes","Calvillo",2017,1,19565.801,24.6412423269231,7.81590168310873,FALSE,19565.801,10.5746856554744,0,NA
"Aguascalientes","Calvillo",2017,2,21678.634,24.6412423269231,7.81590168310873,FALSE,21678.634,10.6772296272804,0,NA
"Aguascalientes","Calvillo",2017,3,23301.668,24.6412423269231,7.81590168310873,FALSE,23301.668,10.7494274059947,0,"2017_M7.1_matzaco"
"Aguascalientes","Calvillo",2017,4,21881.016,24.6412423269231,7.81590168310873,FALSE,21881.016,10.6865218716405,0,NA
"Aguascalientes","Calvillo",2018,1,18291.227,24.6412423269231,7.81590168310873,FALSE,18291.227,10.5073240062812,0,"2018_M7.2_pinotepa"
"Aguascalientes","Calvillo",2018,2,24435.202,24.6412423269231,7.81590168310873,FALSE,24435.202,10.7969272574791,0,NA
"Aguascalientes","Calvillo",2018,3,22897.106,24.6412423269231,7.81590168310873,FALSE,22897.106,10.7319129870472,0,NA
"Aguascalientes","Calvillo",2018,4,24548.82,24.6412423269231,7.81590168310873,FALSE,24548.82,10.8015662478692,0,NA
"Aguascalientes","Calvillo",2019,1,19661.748,24.6412423269231,7.81590168310873,FALSE,19661.748,10.5795774824508,0,"2019_M6.7_puerto_madero"
"Aguascalientes","Calvillo",2019,2,23824.148,24.6412423269231,7.81590168310873,FALSE,23824.148,10.7716021481279,0,NA
"Aguascalientes","Calvillo",2019,3,26738.122,24.6412423269231,7.81590168310873,FALSE,26738.122,10.8869927972368,0,NA
"Aguascalientes","Calvillo",2019,4,24396.324,24.6412423269231,7.81590168310873,FALSE,24396.324,10.7953349251739,0,NA
"Aguascalientes","Calvillo",2020,1,24997.722,24.6412423269231,7.81590168310873,FALSE,24997.722,10.8196871606587,0,NA
"Aguascalientes","Calvillo",2020,2,24401.831,24.6412423269231,7.81590168310873,FALSE,24401.831,10.7955606304293,0,"2020_M7.4_Santa_Maria_Xadani"
"Aguascalientes","Calvillo",2020,3,22695.943,24.6412423269231,7.81590168310873,FALSE,22695.943,10.7230886460751,0,NA
"Aguascalientes","Calvillo",2020,4,24641.266,24.6412423269231,7.81590168310873,FALSE,24641.266,10.8053249771694,0,NA
"Aguascalientes","Calvillo",2021,1,23922.551,24.6412423269231,7.81590168310873,FALSE,23922.551,10.7757240305321,0,NA
"Aguascalientes","Calvillo",2021,2,31256.883,24.6412423269231,7.81590168310873,FALSE,31256.883,11.0431420677276,0,NA
"Aguascalientes","Calvillo",2021,3,31681.861,24.6412423269231,7.81590168310873,FALSE,31681.861,11.0566467686989,0,"2021_M7.0_acapulco"
"Aguascalientes","Calvillo",2021,4,32795.604,24.6412423269231,7.81590168310873,FALSE,32795.604,11.0911969417923,0,NA
"Aguascalientes","Calvillo",2022,1,25418.26,24.6412423269231,7.81590168310873,FALSE,25418.26,10.8363702733082,0,NA
"Aguascalientes","Calvillo",2022,2,30942.361,24.6412423269231,7.81590168310873,FALSE,30942.361,11.0330286110219,0,NA
"Aguascalientes","Calvillo",2022,3,34035.223,24.6412423269231,7.81590168310873,FALSE,34035.223,11.1282984187151,0,"2022_M6.8_aguililla"
"Aguascalientes","Calvillo",2022,4,33246.612,24.6412423269231,7.81590168310873,FALSE,33246.612,11.1048553269417,0,NA
"Aguascalientes","Calvillo",2023,1,28156.394,24.6412423269231,7.81590168310873,FALSE,28156.394,10.9386769289704,0,NA
"Aguascalientes","Calvillo",2023,2,33876.008,24.6412423269231,7.81590168310873,FALSE,33876.008,11.1236094949746,0,NA
"Aguascalientes","Calvillo",2023,3,35849.537,24.6412423269231,7.81590168310873,FALSE,35849.537,11.1802331117755,0,NA
"Aguascalientes","Calvillo",2023,4,33154.972,24.6412423269231,7.81590168310873,FALSE,33154.972,11.1020951500718,0,NA
"Aguascalientes","Calvillo",2024,1,27632.892,24.6412423269231,7.81590168310873,FALSE,27632.892,10.9199092621656,0,NA
"Aguascalientes","Calvillo",2024,2,36543.144,24.6412423269231,7.81590168310873,FALSE,36543.144,11.1993960496706,0,NA
"Aguascalientes","Calvillo",2024,3,39715.545,24.6412423269231,7.81590168310873,FALSE,39715.545,11.2826451324663,0,NA
"Aguascalientes","Calvillo",2024,4,36611.37,24.6412423269231,7.81590168310873,FALSE,36611.37,11.2012613076301,0,NA
"Aguascalientes","Calvillo",2025,1,31107.611,24.6412423269231,7.81590168310873,FALSE,31107.611,11.038354975733,0,NA
"Aguascalientes","Calvillo",2025,2,35324.419,24.6412423269231,7.81590168310873,FALSE,35324.419,11.1654769409025,0,NA
"Aguascalientes","Calvillo",2025,3,38071.048,24.6412423269231,7.81590168310873,FALSE,38071.048,11.2403565579675,0,NA
"Aguascalientes","Calvillo",2025,4,36714.903,24.6412423269231,7.81590168310873,FALSE,36714.903,11.2040852086557,0,NA
"Aguascalientes","Cosío",2013,1,381.639,0.663930769230769,0.220769941654701,FALSE,381.639,6.63762403262858,0,NA
"Aguascalientes","Cosío",2013,2,418.806,0.663930769230769,0.220769941654701,FALSE,418.806,6.73055641142426,0,NA
"Aguascalientes","Cosío",2013,3,450.624,0.663930769230769,0.220769941654701,FALSE,450.624,6.80378170060548,0,NA
"Aguascalientes","Cosío",2013,4,415.966,0.663930769230769,0.220769941654701,FALSE,415.966,6.72375215156396,0,NA
"Aguascalientes","Cosío",2014,1,382.609,0.663930769230769,0.220769941654701,FALSE,382.609,6.64016246831799,0,NA
"Aguascalientes","Cosío",2014,2,516.586,0.663930769230769,0.220769941654701,FALSE,516.586,6.94038989739911,0,"2014_M7.2_coyuquilla_norte"
"Aguascalientes","Cosío",2014,3,437.124,0.663930769230769,0.220769941654701,FALSE,437.124,6.77336539663353,0,"2014_M6.9_puerto_madero"
"Aguascalientes","Cosío",2014,4,474.983,0.663930769230769,0.220769941654701,FALSE,474.983,6.85642730259116,0,NA
"Aguascalientes","Cosío",2015,1,425.509,0.663930769230769,0.220769941654701,FALSE,425.509,6.7464346607069,0,NA
"Aguascalientes","Cosío",2015,2,504.558,0.663930769230769,0.220769941654701,FALSE,504.558,6.91683096107066,0,NA
"Aguascalientes","Cosío",2015,3,489.504,0.663930769230769,0.220769941654701,FALSE,489.504,6.88654085744316,0,NA
"Aguascalientes","Cosío",2015,4,458.668,0.663930769230769,0.220769941654701,FALSE,458.668,6.82147500570212,0,NA
"Aguascalientes","Cosío",2016,1,400.584,0.663930769230769,0.220769941654701,FALSE,400.584,6.686072220848,0,NA
"Aguascalientes","Cosío",2016,2,527.346,0.663930769230769,0.220769941654701,FALSE,527.346,6.96100495913454,0,NA
"Aguascalientes","Cosío",2016,3,532.115,0.663930769230769,0.220769941654701,FALSE,532.115,6.97000769488913,0,NA
"Aguascalientes","Cosío",2016,4,497.69,0.663930769230769,0.220769941654701,FALSE,497.69,6.90312558310034,0,NA
"Aguascalientes","Cosío",2017,1,455.583,0.663930769230769,0.220769941654701,FALSE,455.583,6.81472630249676,0,NA
"Aguascalientes","Cosío",2017,2,592.531,0.663930769230769,0.220769941654701,FALSE,592.531,7.07755108493697,0,NA
"Aguascalientes","Cosío",2017,3,569.799,0.663930769230769,0.220769941654701,FALSE,569.799,7.03843161763006,0,"2017_M7.1_matzaco"
"Aguascalientes","Cosío",2017,4,480.784,0.663930769230769,0.220769941654701,FALSE,480.784,6.8685663668888,0,NA
"Aguascalientes","Cosío",2018,1,477.717,0.663930769230769,0.220769941654701,FALSE,477.717,6.86216678297474,0,"2018_M7.2_pinotepa"
"Aguascalientes","Cosío",2018,2,558.68,0.663930769230769,0.220769941654701,FALSE,558.68,7.01872483996196,0,NA
"Aguascalientes","Cosío",2018,3,513.314,0.663930769230769,0.220769941654701,FALSE,513.314,6.93403587304932,0,NA
"Aguascalientes","Cosío",2018,4,529.762,0.663930769230769,0.220769941654701,FALSE,529.762,6.96557592044133,0,NA
"Aguascalientes","Cosío",2019,1,516.31,0.663930769230769,0.220769941654701,FALSE,516.31,6.93985547865962,0,"2019_M6.7_puerto_madero"
"Aguascalientes","Cosío",2019,2,600.788,0.663930769230769,0.220769941654701,FALSE,600.788,7.0913900000648,0,NA
"Aguascalientes","Cosío",2019,3,653.958,0.663930769230769,0.220769941654701,FALSE,653.958,7.17619089434602,0,NA
"Aguascalientes","Cosío",2019,4,627.819,0.663930769230769,0.220769941654701,FALSE,627.819,7.13539972319017,0,NA
"Aguascalientes","Cosío",2020,1,596.901,0.663930769230769,0.220769941654701,FALSE,596.901,7.08489915272893,0,NA
"Aguascalientes","Cosío",2020,2,678.277,0.663930769230769,0.220769941654701,FALSE,678.277,7.21270348304422,0,"2020_M7.4_Santa_Maria_Xadani"
"Aguascalientes","Cosío",2020,3,739.281,0.663930769230769,0.220769941654701,FALSE,739.281,7.29882573023204,0,NA
"Aguascalientes","Cosío",2020,4,767.108,0.663930769230769,0.220769941654701,FALSE,767.108,7.33577520520011,0,NA
"Aguascalientes","Cosío",2021,1,611.792,0.663930769230769,0.220769941654701,FALSE,611.792,7.10954020395417,0,NA
"Aguascalientes","Cosío",2021,2,1002.697,0.663930769230769,0.220769941654701,FALSE,1002.697,7.60359607782038,0,NA
"Aguascalientes","Cosío",2021,3,1006.253,0.663930769230769,0.220769941654701,FALSE,1006.253,7.60713623755723,0,"2021_M7.0_acapulco"
"Aguascalientes","Cosío",2021,4,1084.044,0.663930769230769,0.220769941654701,FALSE,1084.044,7.68160116488015,0,NA
"Aguascalientes","Cosío",2022,1,886.365,0.663930769230769,0.220769941654701,FALSE,886.365,7.48027632842439,0,NA
"Aguascalientes","Cosío",2022,2,1157.106,0.663930769230769,0.220769941654701,FALSE,1157.106,7.74682470652721,0,NA
"Aguascalientes","Cosío",2022,3,972.692,0.663930769230769,0.220769941654701,FALSE,972.692,7.57321493010613,0,"2022_M6.8_aguililla"
"Aguascalientes","Cosío",2022,4,965.481,0.663930769230769,0.220769941654701,FALSE,965.481,7.56577387150809,0,NA
"Aguascalientes","Cosío",2023,1,856.711,0.663930769230769,0.220769941654701,FALSE,856.711,7.44624816003558,0,NA
"Aguascalientes","Cosío",2023,2,991.971,0.663930769230769,0.220769941654701,FALSE,991.971,7.59284130760981,0,NA
"Aguascalientes","Cosío",2023,3,1059.245,0.663930769230769,0.220769941654701,FALSE,1059.245,7.65845907255082,0,NA
"Aguascalientes","Cosío",2023,4,979.019,0.663930769230769,0.220769941654701,FALSE,979.019,7.5796984912909,0,NA
"Aguascalientes","Cosío",2024,1,822.001,0.663930769230769,0.220769941654701,FALSE,822.001,7.40488916215473,0,NA
"Aguascalientes","Cosío",2024,2,993.196,0.663930769230769,0.220769941654701,FALSE,993.196,7.59407546023656,0,NA
"Aguascalientes","Cosío",2024,3,932.156,0.663930769230769,0.220769941654701,FALSE,932.156,7.53064765092806,0,NA
"Aguascalientes","Cosío",2024,4,772.979,0.663930769230769,0.220769941654701,FALSE,772.979,7.34339948030827,0,NA
"Aguascalientes","Cosío",2025,1,748.116,0.663930769230769,0.220769941654701,FALSE,748.116,7.31070567341011,0,NA
"Aguascalientes","Cosío",2025,2,784.85,0.663930769230769,0.220769941654701,FALSE,784.85,7.35864020313197,0,NA
"Aguascalientes","Cosío",2025,3,650.252,0.663930769230769,0.220769941654701,FALSE,650.252,7.17050775188099,0,NA
"Aguascalientes","Cosío",2025,4,574.551,0.663930769230769,0.220769941654701,FALSE,574.551,7.04673680407972,0,NA
"Aguascalientes","El Llano",2013,1,1288.662,0.378831403846154,0.335922128653047,FALSE,1288.662,7.85450708088299,0,NA
"Aguascalientes","El Llano",2013,2,1643.225,0.378831403846154,0.335922128653047,FALSE,1643.225,8.09756332642079,0,NA
"Aguascalientes","El Llano",2013,3,1276.505,0.378831403846154,0.335922128653047,FALSE,1276.505,7.8450284876188,0,NA
"Aguascalientes","El Llano",2013,4,1090.384,0.378831403846154,0.335922128653047,FALSE,1090.384,7.68743259759206,0,NA
