state,municipality,matched_quarters,total_quarters,fully_matched
Jalisco,Juchitlán,48,48,TRUE
Jalisco,La Barca,48,48,TRUE
Jalisco,La Huerta,48,48,TRUE
Jalisco,La Manzanilla de la Paz,48,48,TRUE
Jalisco,Lagos de Moreno,48,48,TRUE
Jalisco,Magdalena,48,48,TRUE
Jalisco,Mascota,48,48,TRUE
Jalisco,Mazamitla,48,48,TRUE
Jalisco,Mexticacán,48,48,TRUE
Jalisco,Mezquitic,48,48,TRUE
Jalisco,Mixtlán,48,48,TRUE
Jalisco,Ocotlán,48,48,TRUE
Jalisco,Ojuelos de Jalisco,48,48,TRUE
Jalisco,Pihuamo,48,48,TRUE
Jalisco,Poncitlán,48,48,TRUE
Jalisco,Puerto Vallarta,48,48,TRUE
Jalisco,Quitupan,48,48,TRUE
Jalisco,San Cristóbal de la Barranca,48,48,TRUE
Jalisco,San Diego de Alejandría,48,48,TRUE
Jalisco,San Gabriel,48,48,TRUE
Jalisco,San Ignacio Cerro Gordo,48,48,TRUE
Jalisco,San Juan de los Lagos,48,48,TRUE
Jalisco,San Juanito de Escobedo,48,48,TRUE
Jalisco,San Julián,48,48,TRUE
Jalisco,San Marcos,48,48,TRUE
Jalisco,San Martín Hidalgo,48,48,TRUE
Jalisco,San Martín de Bolaños,48,48,TRUE
Jalisco,San Miguel el Alto,48,48,TRUE
Jalisco,San Pedro Tlaquepaque,48,48,TRUE
Jalisco,San Sebastián del Oeste,48,48,TRUE
Jalisco,Santa María de los Ángeles,48,48,TRUE
Jalisco,Santa María del Oro,48,48,TRUE
Jalisco,Sayula,48,48,TRUE
Jalisco,Tala,48,48,TRUE
Jalisco,Talpa de Allende,48,48,TRUE
Jalisco,Tamazula de Gordiano,48,48,TRUE
Jalisco,Tapalpa,48,48,TRUE
Jalisco,Tecalitlán,48,48,TRUE
Jalisco,Techaluta de Montenegro,48,48,TRUE
Jalisco,Tecolotlán,48,48,TRUE
Jalisco,Tenamaxtlán,48,48,TRUE
Jalisco,Teocaltiche,48,48,TRUE
Jalisco,Teocuitatlán de Corona,48,48,TRUE
Jalisco,Tepatitlán de Morelos,48,48,TRUE
Jalisco,Tequila,48,48,TRUE
Jalisco,Teuchitlán,48,48,TRUE
Jalisco,Tizapán el Alto,48,48,TRUE
Jalisco,Tlajomulco de Zúñiga,48,48,TRUE
Jalisco,Tolimán,48,48,TRUE
Jalisco,Tomatlán,48,48,TRUE
Jalisco,Tonalá,48,48,TRUE
Jalisco,Tonaya,48,48,TRUE
Jalisco,Tonila,48,48,TRUE
Jalisco,Totatiche,48,48,TRUE
Jalisco,Tototlán,48,48,TRUE
Jalisco,Tuxcacuesco,48,48,TRUE
Jalisco,Tuxcueca,48,48,TRUE
Jalisco,Tuxpan,48,48,TRUE
Jalisco,Unión de San Antonio,48,48,TRUE
Jalisco,Unión de Tula,48,48,TRUE
Jalisco,Valle de Guadalupe,48,48,TRUE
Jalisco,Valle de Juárez,48,48,TRUE
Jalisco,Villa Corona,48,48,TRUE
Jalisco,Villa Guerrero,48,48,TRUE
Jalisco,Villa Hidalgo,48,48,TRUE
Jalisco,Villa Purificación,48,48,TRUE
Jalisco,Yahualica de González Gallo,48,48,TRUE
Jalisco,Zacoalco de Torres,48,48,TRUE
Jalisco,Zapopan,48,48,TRUE
Jalisco,Zapotiltic,48,48,TRUE
Jalisco,Zapotitlán de Vadillo,48,48,TRUE
Jalisco,Zapotlanejo,48,48,TRUE
Jalisco,Zapotlán del Rey,48,48,TRUE
Jalisco,Zapotlán el Grande,48,48,TRUE
Michoacán,Acuitzio,48,48,TRUE
Michoacán,Aguililla,48,48,TRUE
Michoacán,Angamacutiro,48,48,TRUE
Michoacán,Angangueo,48,48,TRUE
Michoacán,Apatzingán,48,48,TRUE
Michoacán,Aporo,48,48,TRUE
Michoacán,Aquila,48,48,TRUE
Michoacán,Ario,48,48,TRUE
Michoacán,Arteaga,48,48,TRUE
Michoacán,Briseñas,48,48,TRUE
Michoacán,Buenavista,48,48,TRUE
Michoacán,Carácuaro,48,48,TRUE
Michoacán,Charapan,48,48,TRUE
Michoacán,Charo,48,48,TRUE
Michoacán,Chavinda,48,48,TRUE
Michoacán,Cherán,48,48,TRUE
Michoacán,Chilchota,48,48,TRUE
Michoacán,Chinicuila,48,48,TRUE
Michoacán,Chucándiro,48,48,TRUE
Michoacán,Churintzio,48,48,TRUE
Michoacán,Churumuco,48,48,TRUE
Michoacán,Coahuayana,48,48,TRUE
Michoacán,Coalcomán de Vázquez Pallares,48,48,TRUE
Michoacán,Coeneo,48,48,TRUE
Michoacán,Cojumatlán de Régules,48,48,TRUE
Michoacán,Contepec,48,48,TRUE
Michoacán,Copándaro,48,48,TRUE
Michoacán,Cotija,48,48,TRUE
Michoacán,Cuitzeo,48,48,TRUE
Michoacán,Ecuandureo,48,48,TRUE
Michoacán,Epitacio Huerta,48,48,TRUE
Michoacán,Erongarícuaro,48,48,TRUE
Michoacán,Gabriel Zamora,48,48,TRUE
Michoacán,Hidalgo,48,48,TRUE
Michoacán,Huandacareo,48,48,TRUE
Michoacán,Huaniqueo,48,48,TRUE
Michoacán,Huetamo,48,48,TRUE
Michoacán,Huiramba,48,48,TRUE
Michoacán,Indaparapeo,48,48,TRUE
Michoacán,Irimbo,48,48,TRUE
Michoacán,Ixtlán,48,48,TRUE
Michoacán,Jacona,48,48,TRUE
Michoacán,Jiménez,48,48,TRUE
Michoacán,Jiquilpan,48,48,TRUE
Michoacán,José Sixto Verduzco,48,48,TRUE
Michoacán,Jungapeo,48,48,TRUE
Michoacán,Juárez,48,48,TRUE
Michoacán,La Huacana,48,48,TRUE
Michoacán,La Piedad,48,48,TRUE
Michoacán,Lagunillas,48,48,TRUE
Michoacán,Los Reyes,48,48,TRUE
Michoacán,Lázaro Cárdenas,48,48,TRUE
Michoacán,Madero,48,48,TRUE
Michoacán,Maravatío,48,48,TRUE
Michoacán,Marcos Castellanos,48,48,TRUE
Michoacán,Morelia,48,48,TRUE
Michoacán,Morelos,48,48,TRUE
Michoacán,Múgica,48,48,TRUE
Michoacán,Nahuatzen,48,48,TRUE
Michoacán,Nocupétaro,48,48,TRUE
Michoacán,Nuevo Parangaricutiro,48,48,TRUE
Michoacán,Nuevo Urecho,48,48,TRUE
Michoacán,Numarán,48,48,TRUE
Michoacán,Ocampo,48,48,TRUE
Michoacán,Pajacuarán,48,48,TRUE
Michoacán,Panindícuaro,48,48,TRUE
Michoacán,Paracho,48,48,TRUE
Michoacán,Parácuaro,48,48,TRUE
Michoacán,Penjamillo,48,48,TRUE
Michoacán,Peribán,48,48,TRUE
Michoacán,Puruándiro,48,48,TRUE
Michoacán,Purépero,48,48,TRUE
Michoacán,Pátzcuaro,48,48,TRUE
Michoacán,Queréndaro,48,48,TRUE
Michoacán,Quiroga,48,48,TRUE
Michoacán,Sahuayo,48,48,TRUE
Michoacán,Salvador Escalante,48,48,TRUE
Michoacán,San Lucas,48,48,TRUE
Michoacán,Santa Ana Maya,48,48,TRUE
Michoacán,Senguio,48,48,TRUE
Michoacán,Susupuato,48,48,TRUE
Michoacán,Tacámbaro,48,48,TRUE
Michoacán,Tancítaro,48,48,TRUE
Michoacán,Tangamandapio,48,48,TRUE
Michoacán,Tangancícuaro,48,48,TRUE
Michoacán,Tanhuato,48,48,TRUE
Michoacán,Taretan,48,48,TRUE
Michoacán,Tarímbaro,48,48,TRUE
Michoacán,Tepalcatepec,48,48,TRUE
Michoacán,Tingambato,48,48,TRUE
Michoacán,Tingüindín,48,48,TRUE
Michoacán,Tiquicheo de Nicolás Romero,48,48,TRUE
Michoacán,Tlalpujahua,48,48,TRUE
Michoacán,Tlazazalca,48,48,TRUE
Michoacán,Tocumbo,48,48,TRUE
Michoacán,Tumbiscatío,48,48,TRUE
Michoacán,Turicato,48,48,TRUE
Michoacán,Tuxpan,48,48,TRUE
Michoacán,Tuzantla,48,48,TRUE
Michoacán,Tzintzuntzan,48,48,TRUE
Michoacán,Tzitzio,48,48,TRUE
Michoacán,Uruapan,48,48,TRUE
Michoacán,Venustiano Carranza,48,48,TRUE
Michoacán,Villamar,48,48,TRUE
Michoacán,Vista Hermosa,48,48,TRUE
Michoacán,Yurécuaro,48,48,TRUE
Michoacán,Zacapu,48,48,TRUE
Michoacán,Zamora,48,48,TRUE
Michoacán,Zinapécuaro,48,48,TRUE
Michoacán,Zináparo,48,48,TRUE
Michoacán,Ziracuaretiro,48,48,TRUE
Michoacán,Zitácuaro,48,48,TRUE
Michoacán,Álvaro Obregón,48,48,TRUE
Morelos,Amacuzac,48,48,TRUE
Morelos,Atlatlahucan,48,48,TRUE
Morelos,Axochiapan,48,48,TRUE
Morelos,Ayala,48,48,TRUE
Morelos,Coatlán del Río,48,48,TRUE
Morelos,Cuautla,48,48,TRUE
Morelos,Cuernavaca,48,48,TRUE
Morelos,Emiliano Zapata,48,48,TRUE
Morelos,Huitzilac,48,48,TRUE
Morelos,Jantetelco,48,48,TRUE
Morelos,Jiutepec,48,48,TRUE
Morelos,Jojutla,48,48,TRUE
Morelos,Jonacatepec,48,48,TRUE
Morelos,Mazatepec,48,48,TRUE
Morelos,Miacatlán,48,48,TRUE
Morelos,Ocuituco,48,48,TRUE
Morelos,Puente de Ixtla,48,48,TRUE
Morelos,Temixco,48,48,TRUE
Morelos,Temoac,48,48,TRUE
Morelos,Tepalcingo,48,48,TRUE
Morelos,Tepoztlán,48,48,TRUE
Morelos,Tetecala,48,48,TRUE
Morelos,Tetela del Volcán,48,48,TRUE
Morelos,Tlalnepantla,48,48,TRUE
Morelos,Tlaltizapán de Zapata,48,48,TRUE
Morelos,Tlaquiltenango,48,48,TRUE
Morelos,Tlayacapan,48,48,TRUE
Morelos,Totolapan,48,48,TRUE
Morelos,Xochitepec,48,48,TRUE
Morelos,Yautepec,48,48,TRUE
Morelos,Yecapixtla,48,48,TRUE
México,Acambay de Ruíz Castañeda,48,48,TRUE
México,Acolman,48,48,TRUE
México,Aculco,48,48,TRUE
México,Almoloya de Alquisiras,48,48,TRUE
México,Almoloya de Juárez,48,48,TRUE
México,Almoloya del Río,48,48,TRUE
México,Amanalco,48,48,TRUE
México,Amatepec,48,48,TRUE
México,Amecameca,48,48,TRUE
México,Apaxco,48,48,TRUE
México,Atenco,48,48,TRUE
México,Atizapán,48,48,TRUE
México,Atizapán de Zaragoza,48,48,TRUE
México,Atlacomulco,48,48,TRUE
México,Atlautla,48,48,TRUE
México,Axapusco,48,48,TRUE
México,Ayapango,48,48,TRUE
México,Calimaya,48,48,TRUE
México,Capulhuac,48,48,TRUE
México,Chalco,48,48,TRUE
México,Chapa de Mota,48,48,TRUE
México,Chapultepec,48,48,TRUE
México,Chiautla,48,48,TRUE
México,Chicoloapan,48,48,TRUE
México,Chiconcuac,48,48,TRUE
México,Chimalhuacán,48,48,TRUE
México,Coacalco de Berriozábal,48,48,TRUE
México,Coatepec Harinas,48,48,TRUE
México,Cocotitlán,48,48,TRUE
México,Coyotepec,48,48,TRUE
México,Cuautitlán,48,48,TRUE
México,Cuautitlán Izcalli,48,48,TRUE
México,Donato Guerra,48,48,TRUE
México,Ecatepec de Morelos,48,48,TRUE
México,Ecatzingo,48,48,TRUE
México,El Oro,48,48,TRUE
México,Huehuetoca,48,48,TRUE
México,Hueypoxtla,48,48,TRUE
México,Huixquilucan,48,48,TRUE
México,Isidro Fabela,48,48,TRUE
México,Ixtapaluca,48,48,TRUE
México,Ixtapan de la Sal,48,48,TRUE
México,Ixtapan del Oro,48,48,TRUE
México,Ixtlahuaca,48,48,TRUE
México,Jaltenco,48,48,TRUE
México,Jilotepec,48,48,TRUE
México,Jilotzingo,48,48,TRUE
México,Jiquipilco,48,48,TRUE
México,Jocotitlán,48,48,TRUE
México,Joquicingo,48,48,TRUE
México,Juchitepec,48,48,TRUE
México,La Paz,48,48,TRUE
México,Lerma,48,48,TRUE
México,Luvianos,48,48,TRUE
México,Malinalco,48,48,TRUE
México,Melchor Ocampo,48,48,TRUE
México,Metepec,48,48,TRUE
México,Mexicaltzingo,48,48,TRUE
México,Morelos,48,48,TRUE
México,Naucalpan de Juárez,48,48,TRUE
México,Nextlalpan,48,48,TRUE
México,Nezahualcóyotl,48,48,TRUE
México,Nicolás Romero,48,48,TRUE
México,Nopaltepec,48,48,TRUE
México,Ocoyoacac,48,48,TRUE
México,Ocuilan,48,48,TRUE
México,Otumba,48,48,TRUE
México,Otzoloapan,48,48,TRUE
México,Otzolotepec,48,48,TRUE
México,Ozumba,48,48,TRUE
México,Papalotla,48,48,TRUE
México,Polotitlán,48,48,TRUE
México,Rayón,48,48,TRUE
México,San Antonio la Isla,48,48,TRUE
México,San Felipe del Progreso,48,48,TRUE
México,San José del Rincón,48,48,TRUE
México,San Martín de las Pirámides,48,48,TRUE
México,San Mateo Atenco,48,48,TRUE
México,San Simón de Guerrero,48,48,TRUE
México,Santo Tomás,48,48,TRUE
México,Soyaniquilpan de Juárez,48,48,TRUE
México,Sultepec,48,48,TRUE
México,Tecámac,48,48,TRUE
México,Tejupilco,48,48,TRUE
México,Temamatla,48,48,TRUE
México,Temascalapa,48,48,TRUE
México,Temascalcingo,48,48,TRUE
México,Temascaltepec,48,48,TRUE
México,Temoaya,48,48,TRUE
México,Tenancingo,48,48,TRUE
México,Tenango del Aire,48,48,TRUE
México,Tenango del Valle,48,48,TRUE
México,Teoloyucán,48,48,TRUE
México,Teotihuacán,48,48,TRUE
México,Tepetlaoxtoc,48,48,TRUE
México,Tepetlixpa,48,48,TRUE
México,Tepotzotlán,48,48,TRUE
México,Tequixquiac,48,48,TRUE
México,Texcaltitlán,48,48,TRUE
México,Texcalyacac,48,48,TRUE
México,Texcoco,48,48,TRUE
México,Tezoyuca,48,48,TRUE
México,Tianguistenco,48,48,TRUE
México,Timilpan,48,48,TRUE
México,Tlalmanalco,48,48,TRUE
México,Tlalnepantla de Baz,48,48,TRUE
México,Tlatlaya,48,48,TRUE
México,Toluca,48,48,TRUE
México,Tonanitla,48,48,TRUE
México,Tonatico,48,48,TRUE
México,Tultepec,48,48,TRUE
México,Tultitlán,48,48,TRUE
México,Valle de Bravo,48,48,TRUE
México,Valle de Chalco Solidaridad,48,48,TRUE
México,Villa Guerrero,48,48,TRUE
México,Villa Victoria,48,48,TRUE
México,Villa de Allende,48,48,TRUE
México,Villa del Carbón,48,48,TRUE
México,Xalatlaco,48,48,TRUE
México,Xonacatlán,48,48,TRUE
México,Zacazonapan,48,48,TRUE
México,Zacualpan,48,48,TRUE
México,Zinacantepec,48,48,TRUE
México,Zumpahuacán,48,48,TRUE
México,Zumpango,48,48,TRUE
Nayarit,Acaponeta,48,48,TRUE
Nayarit,Ahuacatlán,48,48,TRUE
Nayarit,Amatlán de Cañas,48,48,TRUE
Nayarit,Bahía de Banderas,48,48,TRUE
Nayarit,Compostela,48,48,TRUE
Nayarit,Del Nayar,48,48,TRUE
Nayarit,Huajicori,48,48,TRUE
Nayarit,Ixtlán del Río,48,48,TRUE
Nayarit,Jala,48,48,TRUE
Nayarit,La Yesca,48,48,TRUE
Nayarit,Rosamorada,48,48,TRUE
Nayarit,Ruíz,48,48,TRUE
Nayarit,San Blas,48,48,TRUE
Nayarit,San Pedro Lagunillas,48,48,TRUE
Nayarit,Santa María del Oro,48,48,TRUE
Nayarit,Santiago Ixcuintla,48,48,TRUE
Nayarit,Tecuala,48,48,TRUE
Nayarit,Tepic,48,48,TRUE
Nayarit,Tuxpan,48,48,TRUE
Nayarit,Xalisco,48,48,TRUE
Nuevo León,Abasolo,48,48,TRUE
Nuevo León,Agualeguas,48,48,TRUE
Nuevo León,Allende,48,48,TRUE
Nuevo León,Anáhuac,48,48,TRUE
Nuevo León,Apodaca,48,48,TRUE
Nuevo León,Aramberri,48,48,TRUE
Nuevo León,Bustamante,48,48,TRUE
Nuevo León,Cadereyta Jiménez,48,48,TRUE
Nuevo León,Cerralvo,48,48,TRUE
Nuevo León,China,48,48,TRUE
Nuevo León,Ciénega de Flores,48,48,TRUE
Nuevo León,Doctor Arroyo,48,48,TRUE
Nuevo León,Doctor Coss,48,48,TRUE
Nuevo León,Doctor González,48,48,TRUE
Nuevo León,El Carmen,48,48,TRUE
Nuevo León,Galeana,48,48,TRUE
Nuevo León,García,48,48,TRUE
Nuevo León,General Bravo,48,48,TRUE
Nuevo León,General Escobedo,48,48,TRUE
Nuevo León,General Terán,48,48,TRUE
Nuevo León,General Treviño,48,48,TRUE
Nuevo León,General Zaragoza,48,48,TRUE
Nuevo León,General Zuazua,48,48,TRUE
Nuevo León,Guadalupe,48,48,TRUE
Nuevo León,Hidalgo,48,48,TRUE
Nuevo León,Higueras,48,48,TRUE
Nuevo León,Hualahuises,48,48,TRUE
Nuevo León,Iturbide,48,48,TRUE
Nuevo León,Juárez,48,48,TRUE
Nuevo León,Lampazos de Naranjo,48,48,TRUE
Nuevo León,Linares,48,48,TRUE
Nuevo León,Los Aldamas,48,48,TRUE
Nuevo León,Los Herreras,48,48,TRUE
Nuevo León,Los Ramones,48,48,TRUE
Nuevo León,Marín,48,48,TRUE
Nuevo León,Melchor Ocampo,48,48,TRUE
Nuevo León,Mier y Noriega,48,48,TRUE
Nuevo León,Mina,48,48,TRUE
Nuevo León,Montemorelos,48,48,TRUE
Nuevo León,Monterrey,48,48,TRUE
Nuevo León,Parás,48,48,TRUE
Nuevo León,Pesquería,48,48,TRUE
Nuevo León,Rayones,48,48,TRUE
Nuevo León,Sabinas Hidalgo,48,48,TRUE
Nuevo León,Salinas Victoria,48,48,TRUE
Nuevo León,San Nicolás de los Garza,48,48,TRUE
Nuevo León,San Pedro Garza García,48,48,TRUE
Nuevo León,Santa Catarina,48,48,TRUE
Nuevo León,Santiago,48,48,TRUE
Nuevo León,Vallecillo,48,48,TRUE
Nuevo León,Villaldama,48,48,TRUE
Oaxaca,Abejones,48,48,TRUE
Oaxaca,Acatlán de Pérez Figueroa,48,48,TRUE
Oaxaca,Asunción Cacalotepec,48,48,TRUE
Oaxaca,Asunción Cuyotepeji,48,48,TRUE
Oaxaca,Asunción Ixtaltepec,48,48,TRUE
Oaxaca,Asunción Nochixtlán,48,48,TRUE
Oaxaca,Asunción Ocotlán,48,48,TRUE
Oaxaca,Asunción Tlacolulita,48,48,TRUE
Oaxaca,Ayoquezco de Aldama,48,48,TRUE
Oaxaca,Ayotzintepec,48,48,TRUE
Oaxaca,Calihualá,48,48,TRUE
Oaxaca,Candelaria Loxicha,48,48,TRUE
Oaxaca,Capulálpam de Méndez,48,48,TRUE
Oaxaca,Chahuites,48,48,TRUE
Oaxaca,Chalcatongo de Hidalgo,48,48,TRUE
Oaxaca,Chiquihuitlán de Benito Juárez,48,48,TRUE
Oaxaca,Ciudad Ixtepec,48,48,TRUE
Oaxaca,Ciénega de Zimatlán,48,48,TRUE
Oaxaca,Coatecas Altas,48,48,TRUE
Oaxaca,Coicoyán de las Flores,48,48,TRUE
Oaxaca,Concepción Buenavista,48,48,TRUE
Oaxaca,Concepción Pápalo,48,48,TRUE
Oaxaca,Constancia del Rosario,48,48,TRUE
Oaxaca,Cosolapa,48,48,TRUE
Oaxaca,Cosoltepec,48,48,TRUE
Oaxaca,Cuilápam de Guerrero,48,48,TRUE
Oaxaca,Cuyamecalco Villa de Zaragoza,48,48,TRUE
Oaxaca,El Barrio de la Soledad,48,48,TRUE
Oaxaca,El Espinal,48,48,TRUE
Oaxaca,Eloxochitlán de Flores Magón,48,48,TRUE
Oaxaca,Fresnillo de Trujano,48,48,TRUE
Oaxaca,Guadalupe Etla,48,48,TRUE
Oaxaca,Guadalupe de Ramírez,48,48,TRUE
Oaxaca,Guelatao de Juárez,48,48,TRUE
Oaxaca,Guevea de Humboldt,48,48,TRUE
Oaxaca,Heroica Ciudad de Ejutla de Crespo,48,48,TRUE
Oaxaca,Heroica Ciudad de Huajuapan de León,48,48,TRUE
Oaxaca,Heroica Ciudad de Tlaxiaco,48,48,TRUE
Oaxaca,Heroica Villa Tezoatlán de Segura y Luna,48,48,TRUE
Oaxaca,Huautepec,48,48,TRUE
Oaxaca,Huautla de Jiménez,48,48,TRUE
Oaxaca,Ixpantepec Nieves,48,48,TRUE
Oaxaca,Ixtlán de Juárez,48,48,TRUE
Oaxaca,La Compañía,48,48,TRUE
Oaxaca,La Pe,48,48,TRUE
Oaxaca,La Reforma,48,48,TRUE
Oaxaca,La Trinidad Vista Hermosa,48,48,TRUE
Oaxaca,Loma Bonita,48,48,TRUE
Oaxaca,Magdalena Apasco,48,48,TRUE
Oaxaca,Magdalena Jaltepec,48,48,TRUE
Oaxaca,Magdalena Mixtepec,48,48,TRUE
Oaxaca,Magdalena Ocotlán,48,48,TRUE
Oaxaca,Magdalena Peñasco,48,48,TRUE
Oaxaca,Magdalena Teitipac,48,48,TRUE
Oaxaca,Magdalena Tequisistlán,48,48,TRUE
Oaxaca,Magdalena Tlacotepec,48,48,TRUE
Oaxaca,Magdalena Yodocono de Porfirio Díaz,48,48,TRUE
Oaxaca,Magdalena Zahuatlán,48,48,TRUE
Oaxaca,Mariscala de Juárez,48,48,TRUE
Oaxaca,Matías Romero Avendaño,48,48,TRUE
Oaxaca,Mazatlán Villa de Flores,48,48,TRUE
Oaxaca,Mesones Hidalgo,48,48,TRUE
Oaxaca,Mixistlán de la Reforma,48,48,TRUE
Oaxaca,Monjas,48,48,TRUE
Oaxaca,Mártires de Tacubaya,48,48,TRUE
Oaxaca,Natividad,48,48,TRUE
Oaxaca,Nazareno Etla,48,48,TRUE
Oaxaca,Nejapa de Madero,48,48,TRUE
Oaxaca,Oaxaca de Juárez,48,48,TRUE
Oaxaca,Ocotlán de Morelos,48,48,TRUE
Oaxaca,Pinotepa de Don Luis,48,48,TRUE
Oaxaca,Pluma Hidalgo,48,48,TRUE
Oaxaca,Putla Villa de Guerrero,48,48,TRUE
Oaxaca,Reforma de Pineda,48,48,TRUE
Oaxaca,Reyes Etla,48,48,TRUE
Oaxaca,Rojas de Cuauhtémoc,48,48,TRUE
Oaxaca,Salina Cruz,48,48,TRUE
Oaxaca,San Agustín Amatengo,48,48,TRUE
Oaxaca,San Agustín Atenango,48,48,TRUE
Oaxaca,San Agustín Chayuco,48,48,TRUE
Oaxaca,San Agustín Etla,48,48,TRUE
Oaxaca,San Agustín Loxicha,48,48,TRUE
Oaxaca,San Agustín Tlacotepec,48,48,TRUE
Oaxaca,San Agustín Yatareni,48,48,TRUE
Oaxaca,San Agustín de las Juntas,48,48,TRUE
Oaxaca,San Andrés Cabecera Nueva,48,48,TRUE
Oaxaca,San Andrés Dinicuiti,48,48,TRUE
Oaxaca,San Andrés Huaxpaltepec,48,48,TRUE
Oaxaca,San Andrés Ixtlahuaca,48,48,TRUE
Oaxaca,San Andrés Lagunas,48,48,TRUE
Oaxaca,San Andrés Nuxiño,48,48,TRUE
Oaxaca,San Andrés Paxtlán,48,48,TRUE
Oaxaca,San Andrés Sinaxtla,48,48,TRUE
Oaxaca,San Andrés Solaga,48,48,TRUE
Oaxaca,San Andrés Tepetlapa,48,48,TRUE
Oaxaca,San Andrés Yaá,48,48,TRUE
Oaxaca,San Andrés Zabache,48,48,TRUE
Oaxaca,San Andrés Zautla,48,48,TRUE
Oaxaca,San Antonino Castillo Velasco,48,48,TRUE
Oaxaca,San Antonino Monte Verde,48,48,TRUE
Oaxaca,San Antonino el Alto,48,48,TRUE
Oaxaca,San Antonio Acutla,48,48,TRUE
Oaxaca,San Antonio Huitepec,48,48,TRUE
Oaxaca,San Antonio Nanahuatípam,48,48,TRUE
Oaxaca,San Antonio Sinicahua,48,48,TRUE
Oaxaca,San Antonio Tepetlapa,48,48,TRUE
Oaxaca,San Antonio de la Cal,48,48,TRUE
Oaxaca,San Baltazar Chichicápam,48,48,TRUE
Oaxaca,San Baltazar Loxicha,48,48,TRUE
Oaxaca,San Baltazar Yatzachi el Bajo,48,48,TRUE
Oaxaca,San Bartolo Coyotepec,48,48,TRUE
Oaxaca,San Bartolo Soyaltepec,48,48,TRUE
Oaxaca,San Bartolo Yautepec,48,48,TRUE
Oaxaca,San Bartolomé Ayautla,48,48,TRUE
Oaxaca,San Bartolomé Loxicha,48,48,TRUE
Oaxaca,San Bartolomé Quialana,48,48,TRUE
Oaxaca,San Bartolomé Yucuañe,48,48,TRUE
Oaxaca,San Bartolomé Zoogocho,48,48,TRUE
Oaxaca,San Bernardo Mixtepec,48,48,TRUE
Oaxaca,San Carlos Yautepec,48,48,TRUE
Oaxaca,San Cristóbal Amatlán,48,48,TRUE
Oaxaca,San Cristóbal Amoltepec,48,48,TRUE
Oaxaca,San Cristóbal Lachirioag,48,48,TRUE
Oaxaca,San Cristóbal Suchixtlahuaca,48,48,TRUE
Oaxaca,San Dionisio Ocotepec,48,48,TRUE
Oaxaca,San Dionisio Ocotlán,48,48,TRUE
Oaxaca,San Dionisio del Mar,48,48,TRUE
Oaxaca,San Esteban Atatlahuca,48,48,TRUE
Oaxaca,San Felipe Jalapa de Díaz,48,48,TRUE
Oaxaca,San Felipe Usila,48,48,TRUE
Oaxaca,San Francisco Cahuacuá,48,48,TRUE
Oaxaca,San Francisco Cajonos,48,48,TRUE
Oaxaca,San Francisco Chapulapa,48,48,TRUE
Oaxaca,San Francisco Chindúa,48,48,TRUE
Oaxaca,San Francisco Huehuetlán,48,48,TRUE
Oaxaca,San Francisco Ixhuatán,48,48,TRUE
Oaxaca,San Francisco Jaltepetongo,48,48,TRUE
Oaxaca,San Francisco Lachigoló,48,48,TRUE
Oaxaca,San Francisco Logueche,48,48,TRUE
Oaxaca,San Francisco Nuxaño,48,48,TRUE
Oaxaca,San Francisco Ozolotepec,48,48,TRUE
Oaxaca,San Francisco Sola,48,48,TRUE
Oaxaca,San Francisco Telixtlahuaca,48,48,TRUE
Oaxaca,San Francisco Teopan,48,48,TRUE
Oaxaca,San Francisco Tlapancingo,48,48,TRUE
Oaxaca,San Francisco del Mar,48,48,TRUE
Oaxaca,San Gabriel Mixtepec,48,48,TRUE
Oaxaca,San Ildefonso Amatlán,48,48,TRUE
Oaxaca,San Ildefonso Sola,48,48,TRUE
Oaxaca,San Ildefonso Villa Alta,48,48,TRUE
Oaxaca,San Jacinto Amilpas,48,48,TRUE
Oaxaca,San Jacinto Tlacotepec,48,48,TRUE
Oaxaca,San Jerónimo Coatlán,48,48,TRUE
Oaxaca,San Jerónimo Silacayoapilla,48,48,TRUE
Oaxaca,San Jerónimo Sosola,48,48,TRUE
Oaxaca,San Jerónimo Taviche,48,48,TRUE
Oaxaca,San Jerónimo Tlacochahuaya,48,48,TRUE
Oaxaca,San Jorge Nuchita,48,48,TRUE
Oaxaca,San José Ayuquila,48,48,TRUE
Oaxaca,San José Chiltepec,48,48,TRUE
Oaxaca,San José Estancia Grande,48,48,TRUE
Oaxaca,San José Independencia,48,48,TRUE
Oaxaca,San José Lachiguiri,48,48,TRUE
Oaxaca,San José Tenango,48,48,TRUE
Oaxaca,San José del Peñasco,48,48,TRUE
Oaxaca,San José del Progreso,48,48,TRUE
Oaxaca,San Juan Achiutla,48,48,TRUE
Oaxaca,San Juan Atepec,48,48,TRUE
Oaxaca,San Juan Bautista Atatlahuca,48,48,TRUE
Oaxaca,San Juan Bautista Coixtlahuaca,48,48,TRUE
Oaxaca,San Juan Bautista Cuicatlán,48,48,TRUE
Oaxaca,San Juan Bautista Guelache,48,48,TRUE
Oaxaca,San Juan Bautista Jayacatlán,48,48,TRUE
Oaxaca,San Juan Bautista Lo de Soto,48,48,TRUE
Oaxaca,San Juan Bautista Suchitepec,48,48,TRUE
Oaxaca,San Juan Bautista Tlachichilco,48,48,TRUE
Oaxaca,San Juan Bautista Tlacoatzintepec,48,48,TRUE
Oaxaca,San Juan Bautista Tuxtepec,48,48,TRUE
